TIMESTAMP,NAP29892_OPEN_PRICE_USD,NAP29892_HIGH_PRICE_USD,NAP29892_LOW_PRICE_USD,NAP29892_CLOSE_PRICE_USD,NAP29892_VOLUME_USD,NAP29892_DIVIDENDS_USD,NAP29892_STOCK_SPLITS_USD
2024-03-17 00:00:00+00:00,5.8000001445179805e-05,0.0001230000052601099,3.600000127335079e-05,5.8000001445179805e-05,735166073,0.0,0.0
2024-03-18 00:00:00+00:00,6.299999949987978e-05,8.900000102585182e-05,1.8999999156221747e-05,1.8999999156221747e-05,268011356,0.0,0.0
2024-03-19 00:00:00+00:00,1.8999999156221747e-05,2.499999936844688e-05,1.5999999959603883e-05,1.8000000636675395e-05,94853325,0.0,0.0
2024-03-20 00:00:00+00:00,1.8000000636675395e-05,2.5999999706982635e-05,1.8000000636675395e-05,2.099999983329326e-05,61609815,0.0,0.0
2024-03-21 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.700000029813964e-05,1.700000029813964e-05,27383318,0.0,0.0
2024-03-22 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.2000000424450263e-05,1.2999999853491317e-05,26871656,0.0,0.0
2024-03-23 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,15404803,0.0,0.0
2024-03-24 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4999999621068127e-05,16651993,0.0,0.0
2024-03-25 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,14279961,0.0,0.0
2024-03-26 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,10594590,0.0,0.0
2024-03-27 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.4000000192027073e-05,12624404,0.0,0.0
2024-03-28 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,9155995,0.0,0.0
2024-03-29 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,10510279,0.0,0.0
2024-03-30 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,10551264,0.0,0.0
2024-03-31 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,4802181,0.0,0.0
2024-04-01 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,5437393,0.0,0.0
2024-04-02 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,4758255,0.0,0.0
2024-04-03 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,3734828,0.0,0.0
2024-04-04 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,2240324,0.0,0.0
2024-04-05 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,2531747,0.0,0.0
2024-04-06 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,1820298,0.0,0.0
2024-04-07 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,1989585,0.0,0.0
2024-04-08 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,2002572,0.0,0.0
2024-04-09 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,2008925,0.0,0.0
2024-04-10 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,2804408,0.0,0.0
2024-04-11 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,1749109,0.0,0.0
2024-04-12 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,2669729,0.0,0.0
2024-04-13 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1766008,0.0,0.0
2024-04-14 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1520998,0.0,0.0
2024-04-15 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1693514,0.0,0.0
2024-04-16 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,1124147,0.0,0.0
2024-04-17 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1050046,0.0,0.0
2024-04-18 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1352259,0.0,0.0
2024-04-19 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1437226,0.0,0.0
2024-04-20 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1160714,0.0,0.0
2024-04-21 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1340285,0.0,0.0
2024-04-22 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.999999979801942e-06,4415607,0.0,0.0
2024-04-23 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,12506035,0.0,0.0
2024-04-24 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,3336650,0.0,0.0
2024-04-25 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,2494755,0.0,0.0
2024-04-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1303022,0.0,0.0
2024-04-27 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1502190,0.0,0.0
2024-04-28 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1316255,0.0,0.0
2024-04-29 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1203511,0.0,0.0
2024-04-30 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1317018,0.0,0.0
2024-05-01 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,1290485,0.0,0.0
2024-05-02 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1233597,0.0,0.0
2024-05-03 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1214458,0.0,0.0
2024-05-04 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1076174,0.0,0.0
2024-05-05 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1112505,0.0,0.0
2024-05-06 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1295484,0.0,0.0
2024-05-07 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1150849,0.0,0.0
2024-05-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1201996,0.0,0.0
2024-05-09 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,940920,0.0,0.0
2024-05-10 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,984149,0.0,0.0
