TIMESTAMP,SC7760_OPEN_PRICE_USD,SC7760_HIGH_PRICE_USD,SC7760_LOW_PRICE_USD,SC7760_CLOSE_PRICE_USD,SC7760_VOLUME_USD,SC7760_DIVIDENDS_USD,SC7760_STOCK_SPLITS_USD
2024-10-14 00:00:00+00:00,1.0896110534667969,1.0941389799118042,1.0890589952468872,1.0898350477218628,17912,0.0,0.0
2024-10-15 00:00:00+00:00,1.0898350477218628,1.0937470197677612,1.0892889499664307,1.0898549556732178,17011,0.0,0.0
2024-10-16 00:00:00+00:00,1.0898549556732178,1.0907340049743652,1.0895910263061523,1.0899080038070679,117,0.0,0.0
2024-10-17 00:00:00+00:00,1.0899080038070679,1.0936989784240723,1.0893319845199585,1.0896949768066406,14837,0.0,0.0
2024-10-18 00:00:00+00:00,1.0896949768066406,1.0943870544433594,1.089347004890442,1.0899430513381958,17071,0.0,0.0
2024-10-19 00:00:00+00:00,1.0899430513381958,1.0934410095214844,1.0895800590515137,1.0899449586868286,17178,0.0,0.0
2024-10-20 00:00:00+00:00,1.0899449586868286,1.0942740440368652,1.089547038078308,1.089643955230713,17405,0.0,0.0
2024-10-21 00:00:00+00:00,1.089643955230713,1.0939409732818604,1.089089035987854,1.08951997756958,16645,0.0,0.0
2024-10-22 00:00:00+00:00,1.08951997756958,1.0928640365600586,1.0890389680862427,1.0893700122833252,17378,0.0,0.0
2024-10-23 00:00:00+00:00,1.0893700122833252,1.0935510396957397,1.0884209871292114,1.089514970779419,17240,0.0,0.0
2024-10-24 00:00:00+00:00,1.089035987854004,1.0927059650421143,1.0885009765625,1.0895529985427856,17409,0.0,0.0
2024-10-25 00:00:00+00:00,1.0895529985427856,1.093021035194397,1.0868070125579834,1.0880730152130127,16987,0.0,0.0
2024-10-26 00:00:00+00:00,1.0880730152130127,1.0932929515838623,1.0879110097885132,1.0889769792556763,17701,0.0,0.0
2024-10-27 00:00:00+00:00,1.0889769792556763,1.0949749946594238,1.0883820056915283,1.0886650085449219,16967,0.0,0.0
2024-10-28 00:00:00+00:00,1.0886650085449219,1.0930579900741577,1.0883389711380005,1.0892620086669922,17477,0.0,0.0
