TIMESTAMP,CHILI_OPEN_PRICE_USD,CHILI_HIGH_PRICE_USD,CHILI_LOW_PRICE_USD,CHILI_CLOSE_PRICE_USD,CHILI_VOLUME_USD,CHILI_DIVIDENDS_USD,CHILI_STOCK_SPLITS_USD
2023-01-06 00:00:00+00:00,,,,0.0,5466249,0.0,0.0
2023-01-07 00:00:00+00:00,,,,0.0,847997,0.0,0.0
2023-01-08 00:00:00+00:00,,,,0.0,576622,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,226306,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,134894,0.0,0.0
2023-01-11 00:00:00+00:00,,,,0.0,54533,0.0,0.0
2023-01-12 00:00:00+00:00,,,,0.0,183111,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,386918,0.0,0.0
2023-01-14 00:00:00+00:00,,,,0.0,103973,0.0,0.0
2023-01-15 00:00:00+00:00,,,,0.0,73241,0.0,0.0
2023-01-16 00:00:00+00:00,,,,0.0,69022,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,34109,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,24557,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,39221,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,22057,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,21952,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,10733,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,6378,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,10640,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,15324,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,8037,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,18846,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,11910,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,15403,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,11360,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,9962,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,5937,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,9392,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,15388,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,9182,0.0,0.0
2023-02-10 00:00:00+00:00,,,,0.0,4521,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,5258,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,2110,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,3775,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,3040,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,7141,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,4397,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,3521,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,3899,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,2536,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,3460,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,4530,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,2811,0.0,0.0
2023-02-23 00:00:00+00:00,,,,0.0,2733,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,3374,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,2620,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,3619,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,5460,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,4274,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,3621,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,4158,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,4037,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,1631,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,1482,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,1059,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,4252,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,2616,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,1450,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,653,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,619,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,792,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,684,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,612,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,519,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,3677,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,1013,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,950,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,329,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,431,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,472,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,1515,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,535,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,649,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,552,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,667,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,320,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,253,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,354,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,504,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,119,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,295,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,980,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,662,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,2777,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,580,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,866,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,767,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,561,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,601,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,1132,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,482,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,789,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,948,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,1938,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,6906,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,5031,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,1879,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,1045,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,2710,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,1002,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,1269,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,219,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,414,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,350,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,221,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,1936,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,2782,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,2050,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,2752,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,2965,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,2234,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,561,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,2841,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,965,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,555,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,191,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,488,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,426,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,339,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,399,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,4230,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,2559,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,853,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,70,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,509,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,299,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,314,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,785,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,420,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,2605,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,223,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,327,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,132,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,42,0.0,0.0
