TIMESTAMP,LEGEND_OPEN_PRICE_USD,LEGEND_HIGH_PRICE_USD,LEGEND_LOW_PRICE_USD,LEGEND_CLOSE_PRICE_USD,LEGEND_VOLUME_USD,LEGEND_DIVIDENDS_USD,LEGEND_STOCK_SPLITS_USD
2025-03-08 00:00:00+00:00,0.0020490000024437904,0.0021569998934865,0.0018070000223815441,0.002015999983996153,215490,0.0,0.0
2025-03-09 00:00:00+00:00,0.002015999983996153,0.002217999892309308,0.001905999961309135,0.0020039998926222324,238878,0.0,0.0
2025-03-10 00:00:00+00:00,0.0020039998926222324,0.0021909999195486307,0.001998000079765916,0.0020830000285059214,195904,0.0,0.0
2025-03-11 00:00:00+00:00,0.0020830000285059214,0.002196999965235591,0.0018660000059753656,0.0018870000494644046,203013,0.0,0.0
2025-03-12 00:00:00+00:00,0.0018870000494644046,0.004240000154823065,0.0018710000440478325,0.0025049999821931124,507291,0.0,0.0
2025-03-13 00:00:00+00:00,0.0025049999821931124,0.0025229998864233494,0.0010400000028312206,0.0010550000006332994,251427,0.0,0.0
2025-03-14 00:00:00+00:00,0.0010550000006332994,0.001572999986819923,0.0010489999549463391,0.0015059999423101544,190385,0.0,0.0
2025-03-15 00:00:00+00:00,0.0015059999423101544,0.0060629998333752155,0.0014649999793618917,0.001623000018298626,277392,0.0,0.0
2025-03-16 00:00:00+00:00,0.001623000018298626,0.001964000053703785,0.0015999999595806003,0.001883000019006431,179002,0.0,0.0
2025-03-17 00:00:00+00:00,0.001883000019006431,0.002549000084400177,0.001572999986819923,0.0025450000539422035,190218,0.0,0.0
2025-03-18 00:00:00+00:00,0.0025450000539422035,0.0038689998909831047,0.002503999974578619,0.002730000065639615,287473,0.0,0.0
2025-03-19 00:00:00+00:00,0.002730000065639615,0.004222999792546034,0.002730000065639615,0.003860000055283308,247961,0.0,0.0
2025-03-20 00:00:00+00:00,0.003860000055283308,0.004040000028908253,0.0032889998983591795,0.003493000054731965,228460,0.0,0.0
2025-03-21 00:00:00+00:00,0.003493000054731965,0.004540000110864639,0.001961000030860305,0.002007999923080206,221705,0.0,0.0
2025-03-22 00:00:00+00:00,0.002007999923080206,0.0020149999763816595,0.001554999966174364,0.00177800003439188,237018,0.0,0.0
2025-03-23 00:00:00+00:00,0.00177800003439188,0.0027020000852644444,0.0015849999617785215,0.002518000081181526,231830,0.0,0.0
2025-03-24 00:00:00+00:00,0.002518000081181526,0.0025220001116394997,0.0016509999986737967,0.0020649998914450407,234050,0.0,0.0
2025-03-25 00:00:00+00:00,0.0020639998838305473,0.0020639998838305473,0.0016959999920800328,0.0018629999831318855,207818,0.0,0.0
2025-03-26 00:00:00+00:00,0.0018629999831318855,0.0036849998869001865,0.0018360000103712082,0.0028200000524520874,285236,0.0,0.0
2025-03-27 00:00:00+00:00,0.0028200000524520874,0.0034890000242739916,0.0018609999679028988,0.002059000078588724,251221,0.0,0.0
