TIMESTAMP,FOLD_OPEN_PRICE_USD,FOLD_HIGH_PRICE_USD,FOLD_LOW_PRICE_USD,FOLD_CLOSE_PRICE_USD,FOLD_VOLUME_USD,FOLD_DIVIDENDS_USD,FOLD_STOCK_SPLITS_USD
2021-06-03 00:00:00+00:00,14.133694648742676,14.287409782409668,9.159031867980957,11.500701904296875,1143275,0.0,0.0
2021-06-04 00:00:00+00:00,11.502360343933105,13.101513862609863,9.617598533630371,11.173344612121582,517205,0.0,0.0
2021-06-05 00:00:00+00:00,11.136524200439453,19.7808837890625,11.10482406616211,17.429569244384766,1065626,0.0,0.0
2021-06-06 00:00:00+00:00,17.372562408447266,20.161043167114258,14.564268112182617,16.73032569885254,252089,0.0,0.0
2021-06-07 00:00:00+00:00,16.739774703979492,18.9905948638916,13.959138870239258,14.498391151428223,229404,0.0,0.0
2021-06-08 00:00:00+00:00,14.49991226196289,15.334461212158203,10.423871040344238,13.338221549987793,566163,0.0,0.0
2021-06-09 00:00:00+00:00,13.338580131530762,15.423481941223145,12.694473266601562,14.642233848571777,94985,0.0,0.0
2021-06-10 00:00:00+00:00,14.613102912902832,14.655547142028809,10.5255126953125,11.885814666748047,151519,0.0,0.0
2021-06-11 00:00:00+00:00,11.881940841674805,11.959726333618164,10.414305686950684,10.846428871154785,110345,0.0,0.0
2021-06-12 00:00:00+00:00,10.850772857666016,11.525236129760742,9.89741039276123,11.015742301940918,164944,0.0,0.0
2021-06-13 00:00:00+00:00,11.015296936035156,11.72373104095459,10.51779556274414,11.506271362304688,65269,0.0,0.0
2021-06-14 00:00:00+00:00,11.514777183532715,12.200355529785156,11.29135513305664,12.063854217529297,48475,0.0,0.0
2021-06-15 00:00:00+00:00,12.231836318969727,13.299738883972168,10.877129554748535,12.470735549926758,260068,0.0,0.0
2021-06-16 00:00:00+00:00,12.275373458862305,15.450252532958984,11.936450958251953,12.351716041564941,336301,0.0,0.0
2021-06-17 00:00:00+00:00,12.351456642150879,13.75752067565918,11.09918212890625,12.127938270568848,109872,0.0,0.0
