TIMESTAMP,BUND23252_OPEN_PRICE_USD,BUND23252_HIGH_PRICE_USD,BUND23252_LOW_PRICE_USD,BUND23252_CLOSE_PRICE_USD,BUND23252_VOLUME_USD,BUND23252_DIVIDENDS_USD,BUND23252_STOCK_SPLITS_USD
2023-01-25 00:00:00+00:00,5.224950790405273,5.284078121185303,3.722352981567383,4.563722133636475,10138,0.0,0.0
2023-01-26 00:00:00+00:00,4.566952228546143,5.059686183929443,4.498236179351807,5.059686183929443,239,0.0,0.0
2023-01-27 00:00:00+00:00,5.062931060791016,6.239880084991455,4.829782962799072,6.182293891906738,3841,0.0,0.0
2023-01-28 00:00:00+00:00,6.182394981384277,6.298828125,5.125804901123047,5.175487995147705,5736,0.0,0.0
2023-01-29 00:00:00+00:00,5.175487995147705,5.3380022048950195,4.929174900054932,5.267605781555176,3196,0.0,0.0
2023-01-30 00:00:00+00:00,5.2629618644714355,5.267965793609619,4.751245975494385,4.82188081741333,62,0.0,0.0
2023-01-31 00:00:00+00:00,4.820970058441162,5.102879047393799,4.7834792137146,5.084811210632324,482,0.0,0.0
2023-02-01 00:00:00+00:00,5.0818400382995605,5.159986972808838,4.710316181182861,5.04780387878418,1258,0.0,0.0
2023-02-02 00:00:00+00:00,5.041481971740723,5.293528079986572,4.91998815536499,4.929851055145264,71,0.0,0.0
2023-02-03 00:00:00+00:00,4.927377223968506,5.079637050628662,4.788993835449219,4.929327964782715,1555,0.0,0.0
2023-02-04 00:00:00+00:00,4.934939861297607,4.98642110824585,4.260447025299072,4.26298713684082,3559,0.0,0.0
2023-02-05 00:00:00+00:00,4.265719890594482,4.289468765258789,3.966149091720581,4.106645107269287,763,0.0,0.0
2023-02-06 00:00:00+00:00,4.104042053222656,4.1691741943359375,3.9938080310821533,4.010409832000732,425,0.0,0.0
2023-02-07 00:00:00+00:00,4.0088911056518555,4.044156074523926,3.8147940635681152,3.9996180534362793,1314,0.0,0.0
2023-02-08 00:00:00+00:00,4.002442836761475,4.184997081756592,3.9334909915924072,4.034386157989502,780,0.0,0.0
2023-02-09 00:00:00+00:00,4.033677101135254,4.294453144073486,3.8493359088897705,4.034272193908691,950,0.0,0.0
2023-02-10 00:00:00+00:00,4.0359392166137695,4.343733787536621,4.01304292678833,4.0357441902160645,505,0.0,0.0
2023-02-11 00:00:00+00:00,4.037500858306885,4.173965930938721,3.9887568950653076,4.160417079925537,228,0.0,0.0
2023-02-12 00:00:00+00:00,4.155378818511963,4.512929916381836,3.709296941757202,3.797667980194092,3662,0.0,0.0
