TIMESTAMP,POODOGE_OPEN_PRICE_USD,POODOGE_HIGH_PRICE_USD,POODOGE_LOW_PRICE_USD,POODOGE_CLOSE_PRICE_USD,POODOGE_VOLUME_USD,POODOGE_DIVIDENDS_USD,POODOGE_STOCK_SPLITS_USD
2022-08-26 00:00:00+00:00,,,,0.0,6355,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,1110,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,979,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,3084,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,292,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,5059,0.0,0.0
2022-09-02 00:00:00+00:00,,,,0.0,5691,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,5215,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,3917,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,11351,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,7535,0.0,0.0
2022-09-07 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,1.9999999949504854e-06,0,0.0,0.0
2022-09-08 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-09 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-09-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,391,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,46160,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,15220,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,3334,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,1854,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,3018,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,1059,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,162,0.0,0.0
2022-11-04 00:00:00+00:00,,,,0.0,211,0.0,0.0
2022-11-05 00:00:00+00:00,,,,0.0,968,0.0,0.0
2022-11-06 00:00:00+00:00,,,,0.0,49,0.0,0.0
2022-11-07 00:00:00+00:00,,,,0.0,2425,0.0,0.0
2022-11-08 00:00:00+00:00,,,,0.0,386,0.0,0.0
2022-11-09 00:00:00+00:00,,,,0.0,90,0.0,0.0
2022-11-10 00:00:00+00:00,,,,0.0,83,0.0,0.0
2022-11-11 00:00:00+00:00,,,,0.0,367,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-06-01 00:00:00+00:00,7.994074735506729e-08,7.994074735506729e-08,7.994074735506729e-08,7.994074735506729e-08,0,0.0,0.0
