TIMESTAMP,BSWAP27764_OPEN_PRICE_USD,BSWAP27764_HIGH_PRICE_USD,BSWAP27764_LOW_PRICE_USD,BSWAP27764_CLOSE_PRICE_USD,BSWAP27764_VOLUME_USD,BSWAP27764_DIVIDENDS_USD,BSWAP27764_STOCK_SPLITS_USD
2023-08-07 00:00:00+00:00,4.2655792236328125,5.640391826629639,4.029271125793457,5.455031871795654,2072835,0.0,0.0
2023-08-08 00:00:00+00:00,5.456188201904297,5.494588851928711,4.484523773193359,4.69706392288208,1049199,0.0,0.0
2023-08-09 00:00:00+00:00,4.6968231201171875,6.468184947967529,4.686404228210449,6.155929088592529,1414287,0.0,0.0
2023-08-10 00:00:00+00:00,6.160292148590088,10.440533638000488,6.158041000366211,9.499404907226562,3273125,0.0,0.0
2023-08-11 00:00:00+00:00,9.499561309814453,12.793527603149414,9.479050636291504,11.657809257507324,3139858,0.0,0.0
2023-08-12 00:00:00+00:00,11.666671752929688,12.068020820617676,8.687183380126953,9.910802841186523,2415760,0.0,0.0
2023-08-13 00:00:00+00:00,9.911166191101074,12.167410850524902,9.306114196777344,11.764267921447754,1909804,0.0,0.0
2023-08-14 00:00:00+00:00,11.767183303833008,12.979228019714355,10.733721733093262,11.189949989318848,1817657,0.0,0.0
2023-08-15 00:00:00+00:00,11.190155982971191,11.190155982971191,8.364590644836426,9.106683731079102,2298345,0.0,0.0
2023-08-16 00:00:00+00:00,9.075499534606934,9.976092338562012,7.04960823059082,7.75813102722168,1858323,0.0,0.0
2023-08-17 00:00:00+00:00,7.750039100646973,7.9228620529174805,5.614538192749023,6.255180835723877,1376115,0.0,0.0
2023-08-18 00:00:00+00:00,6.254541873931885,8.461676597595215,5.878758907318115,6.6832451820373535,2236806,0.0,0.0
2023-08-19 00:00:00+00:00,6.686230182647705,6.843218803405762,5.89122200012207,6.141154766082764,614538,0.0,0.0
2023-08-20 00:00:00+00:00,6.141085147857666,7.183743953704834,6.140669822692871,6.201876163482666,848829,0.0,0.0
