TIMESTAMP,PEPECASH36656_OPEN_PRICE_USD,PEPECASH36656_HIGH_PRICE_USD,PEPECASH36656_LOW_PRICE_USD,PEPECASH36656_CLOSE_PRICE_USD,Adj Close,PEPECASH36656_VOLUME_USD,PEPECASH36656_DIVIDENDS_USD,PEPECASH36656_STOCK_SPLITS_USD
,0.0004902209620922804,0.0006387354806065559,0.00038528686854988337,0.0005445423303171992,,55462.0,0.0,0.0
