TIMESTAMP,NCT27385_OPEN_PRICE_USD,NCT27385_HIGH_PRICE_USD,NCT27385_LOW_PRICE_USD,NCT27385_CLOSE_PRICE_USD,NCT27385_VOLUME_USD,NCT27385_DIVIDENDS_USD,NCT27385_STOCK_SPLITS_USD
2023-07-08 00:00:00+00:00,,,,0.0,1574,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,4730,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,1510,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,953,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,694,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1484,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,455,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,151,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,950,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,6466,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,935,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1162,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,2649,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,760,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,3653,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1348,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1689,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1353,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,1068,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,3150,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,308,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,509,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,99,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,3773,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,739,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,385,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,435,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,689,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,347,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,157,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,2263,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1222,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,165,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,1002,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,260,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,852,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,102,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,108,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,234,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,6873,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,477,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,393,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,135,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,234,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,137,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,212,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,485,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,115,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,1205,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,439,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,338,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,122,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,96,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,496,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,593,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,380,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,312,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,82,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,196,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,157,0.0,0.0
