TIMESTAMP,CHINAU_OPEN_PRICE_USD,CHINAU_HIGH_PRICE_USD,CHINAU_LOW_PRICE_USD,CHINAU_CLOSE_PRICE_USD,CHINAU_VOLUME_USD,CHINAU_DIVIDENDS_USD,CHINAU_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,,,,0.0,57821,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,58430,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,63104,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,80758,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,51178,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,52941,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,35911,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,46970,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,36778,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,20351,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,26607,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,72435,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,23159,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,24582,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,34409,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,34291,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,43724,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,18460,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,35524,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,27728,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,15691,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,16742,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,9476,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,21195,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,14314,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,8800,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,3780,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,5435,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2394,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,3806,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,5119,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,7839,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,13348,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,4540,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,3198,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,3039,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,1752,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,2689,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,2138,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,3887,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1027,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1474,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,2345,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2167,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,3190,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,1257,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,690,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,1552,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,2373,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,3029,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1578,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1818,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,1860,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,2238,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,377,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,669,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,3506,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,3131,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2913,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,947,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,841,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,632,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,370,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,761,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,493,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,625,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,427,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,205,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,146,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,356,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,220,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,216,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,332,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,287,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,124,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,344,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,181,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,295,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,1089,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,215,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,329,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,242,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,420,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,443,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,312,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,94,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-06-01 00:00:00+00:00,1.0864060762116878e-08,1.0864060762116878e-08,1.0864060762116878e-08,1.0864060762116878e-08,184,0.0,0.0
