TIMESTAMP,SYA_OPEN_PRICE_USD,SYA_HIGH_PRICE_USD,SYA_LOW_PRICE_USD,SYA_CLOSE_PRICE_USD,SYA_VOLUME_USD,SYA_DIVIDENDS_USD,SYA_STOCK_SPLITS_USD
2021-05-20 00:00:00+00:00,,,,0.0,19,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,406089,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,237503,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,354989,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,333983,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,346367,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,774800,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,1538589,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,1195888,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,433912,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,403902,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,390727,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,391851,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,440854,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,311011,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,314729,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,312428,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,245160,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,339941,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,298942,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,154000,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,137168,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,147521,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,134917,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,62273,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,115717,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,84551,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,134407,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,112065,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,526462,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,1015255,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,592625,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,256301,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,112963,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,87028,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,232765,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,124438,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,94727,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,117799,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,90748,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,169648,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,199917,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,140709,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,89155,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,80836,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,104872,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,147198,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,112979,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,95385,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,89022,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,40336,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,34055,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,58526,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,85044,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,71006,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,94765,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,119313,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,95029,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,83190,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,75291,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,62854,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,70647,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,67196,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,61033,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,39124,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,25273,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,42710,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,60751,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,68231,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,59484,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,75585,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,90461,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,53845,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,42138,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,47275,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,39306,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,45652,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,54363,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,50647,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,69879,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,70435,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,97584,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,111269,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,46001,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,43784,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,43594,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,24242,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,51099,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,66784,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,68172,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,61671,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,44624,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,42209,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,32601,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,89355,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,135635,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,149208,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,127353,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,64451,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,48386,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,39462,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,53228,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,58412,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,55822,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,101550,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,103071,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,74229,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,68149,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,57676,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,63633,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,60913,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,63897,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,57990,0.0,0.0
