TIMESTAMP,FBX16219_OPEN_PRICE_USD,FBX16219_HIGH_PRICE_USD,FBX16219_LOW_PRICE_USD,FBX16219_CLOSE_PRICE_USD,FBX16219_VOLUME_USD,FBX16219_DIVIDENDS_USD,FBX16219_STOCK_SPLITS_USD
2021-12-18 00:00:00+00:00,1.2554969787597656,1.3459490537643433,1.2542630434036255,1.3312100172042847,19710,0.0,0.0
2021-12-19 00:00:00+00:00,1.3312350511550903,1.3502949476242065,1.320842981338501,1.324273943901062,9057,0.0,0.0
2021-12-20 00:00:00+00:00,1.3240619897842407,1.3295270204544067,1.2689549922943115,1.28792405128479,11686,0.0,0.0
2021-12-21 00:00:00+00:00,1.287405014038086,1.3155180215835571,1.2608070373535156,1.267374038696289,10555,0.0,0.0
2021-12-22 00:00:00+00:00,1.2672890424728394,1.2805299758911133,1.2105220556259155,1.2159080505371094,8991,0.0,0.0
2021-12-23 00:00:00+00:00,1.2147380113601685,1.2406599521636963,1.2115310430526733,1.2406220436096191,6612,0.0,0.0
2021-12-24 00:00:00+00:00,1.2404530048370361,1.2515569925308228,1.2372599840164185,1.2422749996185303,4610,0.0,0.0
2021-12-25 00:00:00+00:00,1.2414799928665161,1.2446680068969727,1.2262359857559204,1.2404969930648804,5562,0.0,0.0
2021-12-26 00:00:00+00:00,1.2394579648971558,1.2429920434951782,1.2102760076522827,1.2112020254135132,8175,0.0,0.0
2021-12-27 00:00:00+00:00,1.2113920450210571,1.2223789691925049,1.207131028175354,1.20940101146698,4708,0.0,0.0
2021-12-28 00:00:00+00:00,1.2095199823379517,1.2103320360183716,1.1773459911346436,1.1806819438934326,7861,0.0,0.0
2021-12-29 00:00:00+00:00,1.1811139583587646,1.1897950172424316,1.1668809652328491,1.168146014213562,5789,0.0,0.0
2021-12-30 00:00:00+00:00,1.1672040224075317,1.1793500185012817,1.1424369812011719,1.149610996246338,5604,0.0,0.0
2021-12-31 00:00:00+00:00,1.1496410369873047,1.168503999710083,1.1208950281143188,1.1267030239105225,4132,0.0,0.0
2022-01-01 00:00:00+00:00,1.1267340183258057,1.1441129446029663,1.1265089511871338,1.14410400390625,979,0.0,0.0
2022-01-02 00:00:00+00:00,1.1440999507904053,1.1485730409622192,1.1068470478057861,1.1389379501342773,5552,0.0,0.0
