,XMR
ZEC,0.7027732652316547
BTC,0.6805117074488336
DASH,0.6706829789792236
ETH,0.6695958426649365
LTC,0.6617953902734245
QTUM,0.6030086556618737
MIOTA,0.5917021008576159
ETC,0.589855762002462
LSK,0.5773496695825069
BAT,0.553905380159303
ZEN,0.5486483989564893
XLM,0.5483732826023261
DGB,0.5348350057550864
GNO,0.5278688751290397
SC,0.5129247684867148
XRP,0.503776739563313
RLC,0.4839420845375707
XEM,0.4833535512202726
BTS,0.475491113680053
WAVES,0.4669021243737686
STEEM,0.4603884064045273
DCR,0.4279746799694693
ANT,0.4255438151229296
FIRO,0.4252953392461752
SYS,0.4109839175552036
KMD,0.3913492882371521
DOGE,0.2597025531926196
LUNC,0.2160696990307204
PIVX,0.1547714806594214
ARK,0.1314174171324928
GAS,0.1275791065697157
