,XMR
ZEC,0.7010477054609188
BTC,0.6806993903275129
DASH,0.6707663980260714
ETH,0.6698153655996889
LTC,0.6612138866593827
QTUM,0.6030432213292188
MIOTA,0.591648616195444
ETC,0.5896366591183493
LSK,0.5778120084071433
BAT,0.5533722890313979
XLM,0.5483534719465217
ZEN,0.5472878125675043
DGB,0.5343835677841158
GNO,0.5301287320612068
SC,0.5138309589458351
XRP,0.503801687004534
RLC,0.4847430491184508
XEM,0.4827983353954675
BTS,0.4759597197365208
WAVES,0.4666333062412161
STEEM,0.4619206646124206
FIRO,0.4289363438198789
DCR,0.4278496517993557
ANT,0.4262186263694062
SYS,0.4118275872378387
KMD,0.3911792913739801
DOGE,0.2596389276300045
LUNC,0.2255655539798831
PIVX,0.1419014556809305
ARK,0.1306284553600663
GAS,0.1269653485827599
