,XMR
ZEC,0.5378887721661291
DASH,0.485888761406764
ETH,0.472197003000518
BTC,0.4686486444112194
LTC,0.4478193552243401
QTUM,0.3910415960809434
ETC,0.3634902778379071
ZEN,0.3624581561604731
MIOTA,0.3447584019539041
XLM,0.3292602152169709
BAT,0.3054770984872795
XRP,0.2952045090682575
LSK,0.2819646758435702
WAVES,0.2640555215725377
DGB,0.2524885678428007
SC,0.2518950814498519
BTS,0.2172153672817726
XEM,0.2143783448850365
GNO,0.1996978520217714
RLC,0.1982716890149912
ARK,0.1674936123754566
FIRO,0.1662150618868399
LUNC,0.165502414605621
KMD,0.1519414195444612
STEEM,0.1444411577854679
ANT,0.1395035531342107
DCR,0.1362801348032984
DOGE,0.1123440848237548
GAS,0.0854315547558444
SYS,0.0820683857438474
PIVX,0.0364398642049316
