,XMR
ZEC,0.674129916449997
DASH,0.6394042313806461
BTC,0.6378769498084927
ETH,0.6351704227043238
LTC,0.6201798818391407
QTUM,0.5715736582675004
ETC,0.5548971486810877
MIOTA,0.5514213551888512
ZEN,0.5265571552419146
XLM,0.5226475838788023
BAT,0.5204120909194869
LSK,0.5107673721482919
DGB,0.4901103859662772
SC,0.4742784948824295
XRP,0.4725038449492377
GNO,0.4565292035641654
BTS,0.4458045903545897
XEM,0.4430168882628912
WAVES,0.4249771478016496
ANT,0.3923375049815989
STEEM,0.3900362684470791
KMD,0.3843560810952084
FIRO,0.3659261225121961
DCR,0.3614459279240787
SYS,0.3537349340808559
RLC,0.2695420959287958
DOGE,0.2533689589647702
LUNC,0.2343375482610211
ARK,0.1602673896155272
GAS,0.1401811303679109
PIVX,0.1297544489748903
