,XMR
ZEC,0.7548099229412856
DASH,0.7302787871105251
ETH,0.7290734795521518
BTC,0.7216480570464051
LTC,0.7098908951994157
QTUM,0.6892011599979658
MIOTA,0.6775763017484405
ETC,0.6766058957656326
BAT,0.668893595999967
XLM,0.6646033657493903
ZEN,0.647834253283192
DGB,0.6387344024831059
SC,0.6184631706473165
BTS,0.6145521607200124
LSK,0.6059431347599474
KMD,0.6029543252252404
XEM,0.5915373215507881
XRP,0.5872324441608461
ANT,0.5780840252998489
GNO,0.5684213550446438
SYS,0.510059845786534
WAVES,0.502317639019076
STEEM,0.4933948449859004
DCR,0.4536792451241914
FIRO,0.4432577450958904
DOGE,0.3817902702127017
LUNC,0.3302125254278597
GAS,0.2207485115633236
ARK,0.2115300735940933
PIVX,0.1859049953542775
RLC,-0.0887884389558293
