TIMESTAMP,VTRU_OPEN_PRICE_USD,VTRU_HIGH_PRICE_USD,VTRU_LOW_PRICE_USD,VTRU_CLOSE_PRICE_USD,VTRU_VOLUME_USD,VTRU_DIVIDENDS_USD,VTRU_STOCK_SPLITS_USD
2024-12-20 00:00:00+00:00,0.22048699855804443,0.23261800408363342,0.21940800547599792,0.2273319959640503,11343,0.0,0.0
2024-12-21 00:00:00+00:00,0.2273319959640503,0.24081699550151825,0.21913999319076538,0.21949400007724762,18889,0.0,0.0
2024-12-22 00:00:00+00:00,0.21949400007724762,0.2280540019273758,0.2116450071334839,0.21225599944591522,11153,0.0,0.0
2024-12-23 00:00:00+00:00,0.21225599944591522,0.23332999646663666,0.2122489959001541,0.2299090027809143,11175,0.0,0.0
2024-12-24 00:00:00+00:00,0.2299090027809143,0.2327760010957718,0.2240779995918274,0.23075899481773376,7707,0.0,0.0
2024-12-25 00:00:00+00:00,0.23075899481773376,0.2343209981918335,0.22639100253582,0.2294899970293045,7582,0.0,0.0
2024-12-26 00:00:00+00:00,0.2294899970293045,0.2318969964981079,0.21588599681854248,0.21941399574279785,10032,0.0,0.0
2024-12-27 00:00:00+00:00,0.21941399574279785,0.22907400131225586,0.2187509983778,0.22194500267505646,7990,0.0,0.0
2024-12-28 00:00:00+00:00,0.22194500267505646,0.22459299862384796,0.2189050018787384,0.22459299862384796,4403,0.0,0.0
2024-12-29 00:00:00+00:00,0.22459299862384796,0.22516100108623505,0.21850800514221191,0.2194570004940033,7990,0.0,0.0
2024-12-30 00:00:00+00:00,0.2194570004940033,0.22218599915504456,0.21403799951076508,0.22114700078964233,19393,0.0,0.0
2024-12-31 00:00:00+00:00,0.22114700078964233,0.22449299693107605,0.2175939977169037,0.2175939977169037,12067,0.0,0.0
2025-01-01 00:00:00+00:00,0.2175939977169037,0.21945799887180328,0.2130800038576126,0.21313999593257904,4172,0.0,0.0
2025-01-02 00:00:00+00:00,0.21313999593257904,0.21313999593257904,0.20483799278736115,0.21025900542736053,7096,0.0,0.0
2025-01-03 00:00:00+00:00,0.21025900542736053,0.21025900542736053,0.20298899710178375,0.2033119946718216,8249,0.0,0.0
2025-01-04 00:00:00+00:00,0.2033119946718216,0.21028099954128265,0.1993889957666397,0.2026659995317459,12539,0.0,0.0
2025-01-05 00:00:00+00:00,0.2026659995317459,0.2026679962873459,0.19055500626564026,0.190760999917984,5229,0.0,0.0
2025-01-06 00:00:00+00:00,0.190760999917984,0.19543200731277466,0.17004799842834473,0.17159099876880646,16291,0.0,0.0
2025-01-07 00:00:00+00:00,0.17159099876880646,0.17266200482845306,0.15512099862098694,0.15926900506019592,14461,0.0,0.0
2025-01-08 00:00:00+00:00,0.15926900506019592,0.16412200033664703,0.15516099333763123,0.15950199961662292,10973,0.0,0.0
2025-01-09 00:00:00+00:00,0.15950199961662292,0.1886560022830963,0.15411299467086792,0.18864700198173523,18193,0.0,0.0
2025-01-10 00:00:00+00:00,0.18864700198173523,0.20659199357032776,0.18864700198173523,0.19508899748325348,23479,0.0,0.0
