TIMESTAMP,NUMI36227_OPEN_PRICE_USD,NUMI36227_HIGH_PRICE_USD,NUMI36227_LOW_PRICE_USD,NUMI36227_CLOSE_PRICE_USD,NUMI36227_VOLUME_USD,NUMI36227_DIVIDENDS_USD,NUMI36227_STOCK_SPLITS_USD
2025-04-10 00:00:00+00:00,0.06793799996376038,0.07237499952316284,0.06724999845027924,0.07041499763727188,4884625,0.0,0.0
2025-04-11 00:00:00+00:00,0.07036899775266647,0.07199700176715851,0.06418400257825851,0.06531699746847153,5035459,0.0,0.0
2025-04-12 00:00:00+00:00,0.06538999825716019,0.06846500188112259,0.0645039975643158,0.0669030025601387,4966541,0.0,0.0
2025-04-13 00:00:00+00:00,0.06697600334882736,0.06827399879693985,0.06425999850034714,0.06669300049543381,4981234,0.0,0.0
2025-04-14 00:00:00+00:00,0.06664200127124786,0.06840699911117554,0.06549499928951263,0.06669099628925323,5579519,0.0,0.0
2025-04-15 00:00:00+00:00,0.06675499677658081,0.06999800354242325,0.06598000228404999,0.06951700150966644,4782606,0.0,0.0
2025-04-16 00:00:00+00:00,0.06966300308704376,0.06967099756002426,0.0657849982380867,0.0680219978094101,5796605,0.0,0.0
2025-04-17 00:00:00+00:00,0.06803099811077118,0.06859499961137772,0.06482300162315369,0.06660900264978409,5325689,0.0,0.0
2025-04-18 00:00:00+00:00,0.06653700023889542,0.06798200309276581,0.06644300371408463,0.0667869970202446,6810012,0.0,0.0
2025-04-19 00:00:00+00:00,0.06685099750757217,0.07075399905443192,0.0667010024189949,0.06970900297164917,7108004,0.0,0.0
2025-04-20 00:00:00+00:00,0.06971800327301025,0.07076899707317352,0.06951700150966644,0.06972000002861023,7169760,0.0,0.0
2025-04-21 00:00:00+00:00,0.0697380006313324,0.0712440013885498,0.06869900226593018,0.06959600001573563,7787465,0.0,0.0
2025-04-22 00:00:00+00:00,0.06961199641227722,0.07190299779176712,0.06883600354194641,0.06978300213813782,9221328,0.0,0.0
2025-04-23 00:00:00+00:00,0.06980100274085999,0.07208599895238876,0.06712400168180466,0.07166499644517899,6333115,0.0,0.0
2025-04-24 00:00:00+00:00,0.071601003408432,0.07167699933052063,0.06751400232315063,0.06905899941921234,4937109,0.0,0.0
2025-04-25 00:00:00+00:00,0.06904999911785126,0.07085800170898438,0.0674239993095398,0.07080499827861786,4987312,0.0,0.0
2025-04-26 00:00:00+00:00,0.0708020031452179,0.0718109980225563,0.06792899966239929,0.06890899688005447,6641489,0.0,0.0
2025-04-27 00:00:00+00:00,0.06891799718141556,0.07244999706745148,0.06766600161790848,0.06885100156068802,8064511,0.0,0.0
2025-04-28 00:00:00+00:00,0.06901200115680695,0.07016099989414215,0.06455600261688232,0.06763400137424469,8355137,0.0,0.0
2025-04-29 00:00:00+00:00,0.06760700047016144,0.07079900056123734,0.06704600155353546,0.06879299879074097,6048199,0.0,0.0
2025-04-30 00:00:00+00:00,0.06886599957942963,0.07032199949026108,0.06735700368881226,0.06831800192594528,7188620,0.0,0.0
2025-05-01 00:00:00+00:00,0.06834600120782852,0.0697769969701767,0.06511499732732773,0.06701400130987167,6658697,0.0,0.0
2025-05-02 00:00:00+00:00,0.06694799661636353,0.0693959966301918,0.0653809979557991,0.06898599863052368,9418458,0.0,0.0
