TIMESTAMP,WAG11818_OPEN_PRICE_USD,WAG11818_HIGH_PRICE_USD,WAG11818_LOW_PRICE_USD,WAG11818_CLOSE_PRICE_USD,WAG11818_VOLUME_USD,WAG11818_DIVIDENDS_USD,WAG11818_STOCK_SPLITS_USD
2021-10-10 00:00:00+00:00,0.8350729942321777,1.0000280141830444,0.8001279830932617,0.9819319844245911,651358,0.0,0.0
2021-10-11 00:00:00+00:00,0.982026994228363,0.982026994228363,0.8226180076599121,0.8440830111503601,361627,0.0,0.0
2021-10-12 00:00:00+00:00,0.8441439867019653,0.8913859724998474,0.7802199721336365,0.8797140121459961,251467,0.0,0.0
2021-10-13 00:00:00+00:00,0.879817008972168,0.8900129795074463,0.7878119945526123,0.82710200548172,262724,0.0,0.0
2021-10-14 00:00:00+00:00,0.8270710110664368,0.8578889966011047,0.8050100207328796,0.8123720288276672,164129,0.0,0.0
2021-10-15 00:00:00+00:00,0.8123670220375061,0.8498209714889526,0.7502279877662659,0.8265669941902161,217409,0.0,0.0
2021-10-16 00:00:00+00:00,0.8265659809112549,0.8297759890556335,0.780888020992279,0.78507399559021,116049,0.0,0.0
2021-10-17 00:00:00+00:00,0.785057008266449,0.8244510293006897,0.7650330066680908,0.792934000492096,88229,0.0,0.0
2021-10-18 00:00:00+00:00,0.792934000492096,0.8003060221672058,0.7111669778823853,0.8000410199165344,94710,0.0,0.0
2021-10-19 00:00:00+00:00,0.8000159859657288,0.8907780051231384,0.7701799869537354,0.8002039790153503,176597,0.0,0.0
2021-10-20 00:00:00+00:00,0.8002129793167114,1.1137319803237915,0.7760300040245056,0.923999011516571,657042,0.0,0.0
2021-10-21 00:00:00+00:00,0.9239689707756042,1.1974810361862183,0.9232109785079956,1.1477149724960327,744269,0.0,0.0
2021-10-22 00:00:00+00:00,1.1477160453796387,1.2242289781570435,1.111335039138794,1.130815029144287,381533,0.0,0.0
2021-10-23 00:00:00+00:00,1.1310640573501587,1.1310640573501587,0.8998910188674927,1.0134220123291016,291361,0.0,0.0
2021-10-24 00:00:00+00:00,1.0133960247039795,1.1801220178604126,0.9940469861030579,1.1514760255813599,222861,0.0,0.0
2021-10-25 00:00:00+00:00,1.1514040231704712,1.1589610576629639,0.9778500199317932,1.0488979816436768,228468,0.0,0.0
2021-10-26 00:00:00+00:00,1.0488159656524658,1.1006710529327393,0.9999840259552002,1.095296025276184,206739,0.0,0.0
2021-10-27 00:00:00+00:00,1.0952839851379395,1.2192859649658203,0.9996219873428345,1.0821889638900757,310515,0.0,0.0
2021-10-28 00:00:00+00:00,1.0847530364990234,1.1977139711380005,1.030940055847168,1.1906280517578125,222054,0.0,0.0
2021-10-29 00:00:00+00:00,1.190659999847412,1.1906930208206177,1.079906940460205,1.147223949432373,179456,0.0,0.0
2021-10-30 00:00:00+00:00,1.1472229957580566,1.2062909603118896,1.1089860200881958,1.190546989440918,229212,0.0,0.0
2021-10-31 00:00:00+00:00,1.19064199924469,1.284890055656433,1.1626299619674683,1.2246290445327759,240054,0.0,0.0
2021-11-01 00:00:00+00:00,1.2224730253219604,1.3256690502166748,1.0207799673080444,1.2252980470657349,184300,0.0,0.0
2021-11-02 00:00:00+00:00,1.2251759767532349,1.227584958076477,1.1008859872817993,1.1513710021972656,161746,0.0,0.0
2021-11-03 00:00:00+00:00,1.1521459817886353,1.3934760093688965,1.101019024848938,1.3899610042572021,620090,0.0,0.0
2021-11-04 00:00:00+00:00,1.3899400234222412,1.8616939783096313,1.292354941368103,1.8426580429077148,2626169,0.0,0.0
2021-11-05 00:00:00+00:00,1.8421390056610107,3.6943039894104004,1.5706939697265625,2.383815050125122,6846213,0.0,0.0
2021-11-06 00:00:00+00:00,2.2592689990997314,2.9594271183013916,1.730672001838684,2.112934112548828,4348720,0.0,0.0
2021-11-07 00:00:00+00:00,2.1057960987091064,2.2117838859558105,1.781167984008789,1.8888740539550781,949614,0.0,0.0
2021-11-08 00:00:00+00:00,1.8890349864959717,2.1617910861968994,1.3565340042114258,1.420896053314209,1312584,0.0,0.0
2021-11-09 00:00:00+00:00,1.3996599912643433,1.6000280380249023,1.1927310228347778,1.200232982635498,1089342,0.0,0.0
2021-11-10 00:00:00+00:00,1.2001359462738037,1.3111449480056763,1.124961018562317,1.14711594581604,502562,0.0,0.0
2021-11-11 00:00:00+00:00,1.146217942237854,1.4499930143356323,1.146217942237854,1.447445034980774,361818,0.0,0.0
2021-11-12 00:00:00+00:00,1.441472053527832,1.456923007965088,1.3020379543304443,1.3480679988861084,265459,0.0,0.0
2021-11-13 00:00:00+00:00,1.3483450412750244,1.3977869749069214,1.337656021118164,1.3793749809265137,131436,0.0,0.0
2021-11-14 00:00:00+00:00,1.3794440031051636,1.4434479475021362,1.324753999710083,1.3601319789886475,260756,0.0,0.0
2021-11-15 00:00:00+00:00,1.3606899976730347,1.7906930446624756,1.286126971244812,1.6612449884414673,778205,0.0,0.0
2021-11-16 00:00:00+00:00,1.6651899814605713,2.208022117614746,1.3997700214385986,1.4118069410324097,424248,0.0,0.0
2021-11-17 00:00:00+00:00,1.411594033241272,1.705214023590088,1.3700590133666992,1.5760740041732788,687931,0.0,0.0
2021-11-18 00:00:00+00:00,1.5756759643554688,1.6208900213241577,1.421015977859497,1.4213099479675293,499106,0.0,0.0
2021-11-19 00:00:00+00:00,1.4239170551300049,1.5801420211791992,1.3738529682159424,1.4796110391616821,479623,0.0,0.0
2021-11-20 00:00:00+00:00,1.4793039560317993,1.5966559648513794,1.4080259799957275,1.4749640226364136,536333,0.0,0.0
2021-11-21 00:00:00+00:00,1.475451946258545,1.6591780185699463,1.320747971534729,1.3506369590759277,1167944,0.0,0.0
2021-11-22 00:00:00+00:00,1.3480960130691528,1.4080020189285278,1.2123620510101318,1.332489013671875,611604,0.0,0.0
2021-11-23 00:00:00+00:00,1.3324179649353027,1.3447580337524414,1.1513559818267822,1.1886889934539795,355744,0.0,0.0
2021-11-24 00:00:00+00:00,1.187201976776123,1.1975059509277344,1.0171200037002563,1.1685529947280884,348117,0.0,0.0
2021-11-25 00:00:00+00:00,1.0518720149993896,1.240159034729004,1.0300639867782593,1.0364160537719727,372707,0.0,0.0
2021-11-26 00:00:00+00:00,1.2247200012207031,1.2694870233535767,1.0640499591827393,1.071452021598816,301083,0.0,0.0
2021-11-27 00:00:00+00:00,1.0713399648666382,1.1136009693145752,1.0235819816589355,1.0988080501556396,136465,0.0,0.0
2021-11-28 00:00:00+00:00,1.0985139608383179,1.1102310419082642,1.0276590585708618,1.0460540056228638,216311,0.0,0.0
2021-11-29 00:00:00+00:00,1.045403003692627,1.0892020463943481,1.015913963317871,1.021751046180725,140562,0.0,0.0
2021-11-30 00:00:00+00:00,1.022555947303772,1.036829948425293,0.9541569948196411,0.9716830253601074,131716,0.0,0.0
2021-12-01 00:00:00+00:00,0.9719820022583008,0.9996939897537231,0.913657009601593,0.9443820118904114,121972,0.0,0.0
2021-12-02 00:00:00+00:00,0.9445269703865051,0.9528399705886841,0.8995779752731323,0.9062899947166443,101113,0.0,0.0
2021-12-03 00:00:00+00:00,0.906719982624054,0.9210450053215027,0.80274897813797,0.8289840221405029,147569,0.0,0.0
2021-12-04 00:00:00+00:00,0.8293129801750183,0.835191011428833,0.7602689862251282,0.7650799751281738,102186,0.0,0.0
