TIMESTAMP,HOTDOGE34335_OPEN_PRICE_USD,HOTDOGE34335_HIGH_PRICE_USD,HOTDOGE34335_LOW_PRICE_USD,HOTDOGE34335_CLOSE_PRICE_USD,HOTDOGE34335_VOLUME_USD,HOTDOGE34335_DIVIDENDS_USD,HOTDOGE34335_STOCK_SPLITS_USD
2024-12-20 00:00:00+00:00,0.014299999922513962,0.01463599968701601,0.012090000323951244,0.012835999950766563,1034626,0.0,0.0
2024-12-21 00:00:00+00:00,0.012826000340282917,0.01344399992376566,0.01160299964249134,0.011927999556064606,936182,0.0,0.0
2024-12-22 00:00:00+00:00,0.011957000009715557,0.012179999612271786,0.01145000010728836,0.01160299964249134,923900,0.0,0.0
2024-12-23 00:00:00+00:00,0.011599999852478504,0.011926000006496906,0.009712999686598778,0.01002500019967556,944062,0.0,0.0
2024-12-24 00:00:00+00:00,0.01002500019967556,0.0100509999319911,0.008984999731183052,0.009208999574184418,959294,0.0,0.0
2024-12-25 00:00:00+00:00,0.009223000146448612,0.009320000186562538,0.008960000239312649,0.00916100014001131,911996,0.0,0.0
2024-12-26 00:00:00+00:00,0.00916100014001131,0.009310999885201454,0.008489999920129776,0.008604000322520733,921407,0.0,0.0
2024-12-27 00:00:00+00:00,0.008604000322520733,0.008833999745547771,0.008390000090003014,0.008604999631643295,877506,0.0,0.0
2024-12-28 00:00:00+00:00,0.008604999631643295,0.008995000272989273,0.008433000184595585,0.008964999578893185,849426,0.0,0.0
2024-12-29 00:00:00+00:00,0.008964999578893185,0.009283999912440777,0.007819999940693378,0.007910000160336494,885261,0.0,0.0
2024-12-30 00:00:00+00:00,0.007910000160336494,0.008255000226199627,0.007216999772936106,0.007350999861955643,950807,0.0,0.0
2024-12-31 00:00:00+00:00,0.007350999861955643,0.007449000142514706,0.006850999779999256,0.0069690002128481865,921065,0.0,0.0
2025-01-01 00:00:00+00:00,0.0069690002128481865,0.007486999966204166,0.0068660001270473,0.007459000218659639,275411,0.0,0.0
2025-01-02 00:00:00+00:00,0.007459000218659639,0.00828499998897314,0.007449000142514706,0.008205999620258808,833317,0.0,0.0
2025-01-03 00:00:00+00:00,0.008205999620258808,0.009654000401496887,0.006163999903947115,0.006184000056236982,922451,0.0,0.0
2025-01-04 00:00:00+00:00,0.006184000056236982,0.00621100002899766,4.199999966658652e-05,6.600000051548705e-05,1476794,0.0,0.0
2025-01-05 00:00:00+00:00,6.600000051548705e-05,9.40000027185306e-05,5.6000000768108293e-05,6.199999916134402e-05,902706,0.0,0.0
2025-01-06 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,4.999999873689376e-05,4.999999873689376e-05,625299,0.0,0.0
2025-01-07 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.400000034365803e-05,4.70000013592653e-05,613041,0.0,0.0
2025-01-08 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,3.9999998989515007e-05,4.400000034365803e-05,622317,0.0,0.0
2025-01-09 00:00:00+00:00,4.400000034365803e-05,5.500000042957254e-05,3.9999998989515007e-05,4.8000001697801054e-05,623181,0.0,0.0
2025-01-10 00:00:00+00:00,4.8000001697801054e-05,5.0999999075429514e-05,4.099999932805076e-05,4.199999966658652e-05,621430,0.0,0.0
2025-01-11 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.099999932805076e-05,4.099999932805076e-05,620647,0.0,0.0
2025-01-12 00:00:00+00:00,4.099999932805076e-05,4.600000102072954e-05,3.9999998989515007e-05,4.3000000005122274e-05,612576,0.0,0.0
2025-01-13 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.9999998989515007e-05,4.199999966658652e-05,568736,0.0,0.0
2025-01-14 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.400000034365803e-05,618669,0.0,0.0
2025-01-15 00:00:00+00:00,4.400000034365803e-05,4.8999998398358e-05,4.3000000005122274e-05,4.8999998398358e-05,619428,0.0,0.0
2025-01-16 00:00:00+00:00,4.8999998398358e-05,5.500000042957254e-05,4.8000001697801054e-05,5.199999941396527e-05,617247,0.0,0.0
2025-01-17 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.999999873689376e-05,5.199999941396527e-05,606823,0.0,0.0
2025-01-18 00:00:00+00:00,5.199999941396527e-05,5.6000000768108293e-05,5.0999999075429514e-05,5.500000042957254e-05,615782,0.0,0.0
