TIMESTAMP,SEFA_OPEN_PRICE_USD,SEFA_HIGH_PRICE_USD,SEFA_LOW_PRICE_USD,SEFA_CLOSE_PRICE_USD,SEFA_VOLUME_USD,SEFA_DIVIDENDS_USD,SEFA_STOCK_SPLITS_USD
2020-04-09 00:00:00+00:00,0.030212000012397766,0.031032999977469444,0.020121000707149506,0.022274000570178032,33486,0.0,0.0
2020-04-10 00:00:00+00:00,0.023128999397158623,0.0236859992146492,0.01863900013267994,0.021385999396443367,85943,0.0,0.0
2020-04-11 00:00:00+00:00,0.021385999396443367,0.036180999130010605,0.018087999895215034,0.028548000380396843,99634,0.0,0.0
2020-04-12 00:00:00+00:00,0.028519000858068466,0.030340999364852905,0.012217000126838684,0.012300999835133553,96335,0.0,0.0
2020-04-13 00:00:00+00:00,0.01228800043463707,0.026705000549554825,0.012047999538481236,0.015275999903678894,8586,0.0,0.0
2020-04-14 00:00:00+00:00,0.015278000384569168,0.03583100065588951,0.014919999986886978,0.0326789990067482,13251,0.0,0.0
2020-04-15 00:00:00+00:00,0.03269600123167038,0.06560199707746506,0.025124000385403633,0.06337200105190277,22240,0.0,0.0
2020-04-16 00:00:00+00:00,0.0633620023727417,0.07361800223588943,0.05046100169420242,0.06271400302648544,21078,0.0,0.0
2020-04-17 00:00:00+00:00,0.06195500120520592,0.06449099630117416,0.05411100015044212,0.06280700117349625,22167,0.0,0.0
2020-04-18 00:00:00+00:00,0.06280700117349625,0.07656999677419662,0.04908100143074989,0.05130700021982193,14539,0.0,0.0
2020-04-19 00:00:00+00:00,0.051325999200344086,0.08183299750089645,0.019151000306010246,0.08069399744272232,9840,0.0,0.0
2020-04-20 00:00:00+00:00,0.08064399659633636,0.2191700041294098,0.05488499999046326,0.07633800059556961,17115,0.0,0.0
2020-04-21 00:00:00+00:00,0.07646899670362473,0.1002890020608902,0.04955099895596504,0.08955699950456619,7468,0.0,0.0
2020-04-22 00:00:00+00:00,0.08355599641799927,0.0946969985961914,0.07603699713945389,0.08176600188016891,5417,0.0,0.0
2020-04-23 00:00:00+00:00,0.0817589983344078,0.09638100117444992,0.03642699867486954,0.07577099651098251,4608,0.0,0.0
2020-04-24 00:00:00+00:00,0.07768899947404861,0.09701299667358398,0.040157001465559006,0.06399700045585632,10035,0.0,0.0
2020-04-25 00:00:00+00:00,0.06434600055217743,0.09132300317287445,0.035565998405218124,0.0694810003042221,9496,0.0,0.0
