TIMESTAMP,SMILE33823_OPEN_PRICE_USD,SMILE33823_HIGH_PRICE_USD,SMILE33823_LOW_PRICE_USD,SMILE33823_CLOSE_PRICE_USD,SMILE33823_VOLUME_USD,SMILE33823_DIVIDENDS_USD,SMILE33823_STOCK_SPLITS_USD
2024-11-06 00:00:00+00:00,0.43261098861694336,0.49258700013160706,0.2826490104198456,0.30765900015830994,40797963,0.0,0.0
2024-11-07 00:00:00+00:00,0.3078089952468872,0.4388990104198456,0.2977850139141083,0.3373050093650818,43491618,0.0,0.0
2024-11-08 00:00:00+00:00,0.33795300126075745,0.34439000487327576,0.25187399983406067,0.2624160051345825,39323750,0.0,0.0
2024-11-09 00:00:00+00:00,0.2618449926376343,0.3153519928455353,0.25641900300979614,0.2834640145301819,30817167,0.0,0.0
2024-11-10 00:00:00+00:00,0.28354400396347046,0.33034300804138184,0.26711198687553406,0.27021199464797974,74301257,0.0,0.0
2024-11-11 00:00:00+00:00,0.27021199464797974,0.34139499068260193,0.2601040005683899,0.31158000230789185,52035156,0.0,0.0
2024-11-12 00:00:00+00:00,0.3116070032119751,0.3353919982910156,0.27208200097084045,0.29054000973701477,33423154,0.0,0.0
2024-11-13 00:00:00+00:00,0.2905519902706146,0.29967400431632996,0.2699599862098694,0.273063987493515,14761395,0.0,0.0
2024-11-14 00:00:00+00:00,0.273063987493515,0.2875640094280243,0.2570030093193054,0.26120299100875854,11162527,0.0,0.0
2024-11-15 00:00:00+00:00,0.2612740099430084,0.264055997133255,0.24373500049114227,0.2588219940662384,8746013,0.0,0.0
2024-11-16 00:00:00+00:00,0.251675009727478,0.2768779993057251,0.24460400640964508,0.2583700120449066,10378565,0.0,0.0
2024-11-17 00:00:00+00:00,0.2583700120449066,0.2596440017223358,0.2438340038061142,0.24410100281238556,10689580,0.0,0.0
2024-11-18 00:00:00+00:00,0.24410100281238556,0.2770859897136688,0.244035005569458,0.2588610053062439,17254067,0.0,0.0
2024-11-19 00:00:00+00:00,0.2588610053062439,0.2600499987602234,0.2031800001859665,0.20764799416065216,45448142,0.0,0.0
2024-11-20 00:00:00+00:00,0.20764799416065216,0.20770299434661865,0.16079099476337433,0.16826100647449493,8342001,0.0,0.0
2024-11-21 00:00:00+00:00,0.16825999319553375,0.17655399441719055,0.15061399340629578,0.16745799779891968,8379065,0.0,0.0
2024-11-22 00:00:00+00:00,0.16745799779891968,0.17664800584316254,0.148157000541687,0.15311500430107117,8331244,0.0,0.0
2024-11-23 00:00:00+00:00,0.15311500430107117,0.1622920036315918,0.1370760053396225,0.14450600743293762,14429803,0.0,0.0
2024-11-24 00:00:00+00:00,0.14450600743293762,0.16665199398994446,0.14034900069236755,0.149508997797966,14913622,0.0,0.0
2024-11-25 00:00:00+00:00,0.149508997797966,0.20093700289726257,0.14763200283050537,0.1716099977493286,15340988,0.0,0.0
2024-11-26 00:00:00+00:00,0.17164799571037292,0.18845200538635254,0.15255999565124512,0.16087299585342407,15659011,0.0,0.0
2024-11-27 00:00:00+00:00,0.16087299585342407,0.1751980036497116,0.15678100287914276,0.17408700287342072,11491472,0.0,0.0
2024-11-28 00:00:00+00:00,0.17408700287342072,0.17897899448871613,0.15808700025081635,0.16162599623203278,7583578,0.0,0.0
2024-11-29 00:00:00+00:00,0.16162599623203278,0.1677349954843521,0.15639199316501617,0.16725699603557587,3293793,0.0,0.0
2024-11-30 00:00:00+00:00,0.16725699603557587,0.17314699292182922,0.15701399743556976,0.165569007396698,2259632,0.0,0.0
2024-12-01 00:00:00+00:00,0.165569007396698,0.165569007396698,0.15570400655269623,0.16109499335289001,2234583,0.0,0.0
2024-12-02 00:00:00+00:00,0.16109499335289001,0.16578200459480286,0.1485150009393692,0.16307899355888367,3684496,0.0,0.0
2024-12-03 00:00:00+00:00,0.16307899355888367,0.1763550043106079,0.15464100241661072,0.17554199695587158,4992708,0.0,0.0
2024-12-04 00:00:00+00:00,0.17554199695587158,0.17576299607753754,0.1610649973154068,0.167263001203537,5203706,0.0,0.0
2024-12-05 00:00:00+00:00,0.167263001203537,0.1896210014820099,0.1601019948720932,0.16394199430942535,4893174,0.0,0.0
2024-12-06 00:00:00+00:00,0.16601400077342987,0.17536400258541107,0.16269899904727936,0.1714330017566681,3542848,0.0,0.0
2024-12-07 00:00:00+00:00,0.1714330017566681,0.17931599915027618,0.16532500088214874,0.1755249947309494,3154234,0.0,0.0
2024-12-08 00:00:00+00:00,0.17306500673294067,0.18006600439548492,0.16674000024795532,0.17601799964904785,3837793,0.0,0.0
2024-12-09 00:00:00+00:00,0.17601799964904785,0.17640499770641327,0.14695799350738525,0.15380099415779114,4835759,0.0,0.0
2024-12-10 00:00:00+00:00,0.15379899740219116,0.1599379926919937,0.14458799362182617,0.15289700031280518,4633169,0.0,0.0
2024-12-11 00:00:00+00:00,0.15289700031280518,0.16391900181770325,0.14798599481582642,0.15573599934577942,2623208,0.0,0.0
2024-12-12 00:00:00+00:00,0.15573599934577942,0.16507799923419952,0.15077300369739532,0.15137900412082672,3084501,0.0,0.0
2024-12-13 00:00:00+00:00,0.15137900412082672,0.15858499705791473,0.14890000224113464,0.1530279964208603,2176472,0.0,0.0
2024-12-14 00:00:00+00:00,0.1530279964208603,0.1582150012254715,0.14774100482463837,0.1490190029144287,2005338,0.0,0.0
