TIMESTAMP,HARE_OPEN_PRICE_USD,HARE_HIGH_PRICE_USD,HARE_LOW_PRICE_USD,HARE_CLOSE_PRICE_USD,HARE_VOLUME_USD,HARE_DIVIDENDS_USD,HARE_STOCK_SPLITS_USD
2021-07-07 00:00:00+00:00,,,,0.0,3050838,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,2003440,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,1483061,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,1289989,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,470493,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,355795,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,489140,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,493549,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,244227,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,146149,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,119657,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,101949,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,97962,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,159966,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,155056,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,79475,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,223492,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,226349,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,81398,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,59419,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,32701,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,30197,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,30570,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,36974,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,62551,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,58530,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,38403,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,44724,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,34681,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,43271,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,49993,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,162154,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,162675,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,208527,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,225704,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,51701,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,30474,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,51141,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,50587,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,33319,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,36190,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,22969,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,16652,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,20539,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,17099,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,12026,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,10428,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,10271,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,12266,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,13399,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,12425,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,10495,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,26356,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,27015,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,10556,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,10180,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,9759,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,9450,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,12839,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,12014,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,8208,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,6824,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,5834,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,5045,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,5282,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,5368,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,5258,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,6228,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,5018,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,5310,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,6731,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,6704,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,5747,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,4202,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,3815,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,9993,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,30583,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,28743,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,20585,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,19270,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,13944,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,14039,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,14250,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,16266,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,22167,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,30098,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,36789,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,38111,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,40211,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,40379,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,3063512,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,3845570,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1153087,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,601284,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,455200,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,350679,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,586486,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,693327,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,474093,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,512981,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,495315,0.0,0.0
