TIMESTAMP,PERA_OPEN_PRICE_USD,PERA_HIGH_PRICE_USD,PERA_LOW_PRICE_USD,PERA_CLOSE_PRICE_USD,PERA_VOLUME_USD,PERA_DIVIDENDS_USD,PERA_STOCK_SPLITS_USD
2021-07-19 00:00:00+00:00,0.37397000193595886,0.39280301332473755,0.35704898834228516,0.36834099888801575,512534,0.0,0.0
2021-07-20 00:00:00+00:00,0.36834099888801575,0.373555988073349,0.3152979910373688,0.31666100025177,543747,0.0,0.0
2021-07-21 00:00:00+00:00,0.3166530132293701,0.35561901330947876,0.2997890114784241,0.34399399161338806,159158,0.0,0.0
2021-07-22 00:00:00+00:00,0.34399399161338806,0.34539300203323364,0.30961498618125916,0.3216550052165985,61928,0.0,0.0
2021-07-23 00:00:00+00:00,0.3216550052165985,0.3315899968147278,0.32094699144363403,0.32396501302719116,36456,0.0,0.0
2021-07-24 00:00:00+00:00,0.32397300004959106,0.34025999903678894,0.31463199853897095,0.32120099663734436,47921,0.0,0.0
2021-07-25 00:00:00+00:00,0.3211989998817444,0.3774240016937256,0.3058669865131378,0.3242349922657013,136302,0.0,0.0
2021-07-26 00:00:00+00:00,0.3242950141429901,0.33632001280784607,0.2957350015640259,0.32139599323272705,36489,0.0,0.0
2021-07-27 00:00:00+00:00,0.3214290142059326,0.3214290142059326,0.2894900143146515,0.28949400782585144,83844,0.0,0.0
2021-07-28 00:00:00+00:00,0.2894960045814514,0.2990249991416931,0.2762340009212494,0.27925199270248413,169965,0.0,0.0
2021-07-29 00:00:00+00:00,0.27926498651504517,0.2826310098171234,0.2486789971590042,0.24944700300693512,120940,0.0,0.0
2021-07-30 00:00:00+00:00,0.24942800402641296,0.2836819887161255,0.24779300391674042,0.2734149992465973,78738,0.0,0.0
2021-07-31 00:00:00+00:00,0.273389995098114,0.3415110111236572,0.273389995098114,0.3312920033931732,142391,0.0,0.0
