TIMESTAMP,FLOCHI31744_OPEN_PRICE_USD,FLOCHI31744_HIGH_PRICE_USD,FLOCHI31744_LOW_PRICE_USD,FLOCHI31744_CLOSE_PRICE_USD,FLOCHI31744_VOLUME_USD,FLOCHI31744_DIVIDENDS_USD,FLOCHI31744_STOCK_SPLITS_USD
2024-06-11 00:00:00+00:00,,,,0.0,440044,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,198628,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,35138,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,12477,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,6284,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,55370,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,20045,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,6027,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,1800,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,1112,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,2715,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1185,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,1446,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,1996,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,2137,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,234,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,3378,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,2557,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,18947,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,5815,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,5533,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,1379,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,4123,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,21,0.0,0.0
