TIMESTAMP,HPB_OPEN_PRICE_USD,HPB_HIGH_PRICE_USD,HPB_LOW_PRICE_USD,HPB_CLOSE_PRICE_USD,HPB_VOLUME_USD,HPB_DIVIDENDS_USD,HPB_STOCK_SPLITS_USD
2018-01-09 00:00:00+00:00,2.964060068130493,5.5337700843811035,2.8069100379943848,5.514389991760254,40041600,0.0,0.0
2018-01-10 00:00:00+00:00,5.518519878387451,6.510799884796143,4.328090190887451,5.415719985961914,17968900,0.0,0.0
2018-01-11 00:00:00+00:00,5.210669994354248,6.411509990692139,4.436039924621582,5.801119804382324,53240500,0.0,0.0
2018-01-12 00:00:00+00:00,5.893310070037842,11.18910026550293,5.4963297843933105,9.654219627380371,93009000,0.0,0.0
2018-01-13 00:00:00+00:00,9.924309730529785,13.647600173950195,9.166769981384277,12.894000053405762,25244500,0.0,0.0
2018-01-14 00:00:00+00:00,12.742899894714355,13.044699668884277,8.702309608459473,11.21150016784668,42616600,0.0,0.0
2018-01-15 00:00:00+00:00,10.98289966583252,11.110199928283691,7.3862199783325195,7.885940074920654,6325420,0.0,0.0
2018-01-16 00:00:00+00:00,7.867400169372559,7.8901801109313965,5.0829901695251465,6.749450206756592,8869800,0.0,0.0
2018-01-17 00:00:00+00:00,6.74606990814209,7.0991902351379395,4.686160087585449,6.361480236053467,5939970,0.0,0.0
2018-01-18 00:00:00+00:00,6.398600101470947,8.7368803024292,6.1493000984191895,8.184309959411621,8456880,0.0,0.0
2018-01-19 00:00:00+00:00,8.138879776000977,8.397760391235352,7.209320068359375,8.101510047912598,5619850,0.0,0.0
2018-01-20 00:00:00+00:00,8.235269546508789,9.03518009185791,7.677549839019775,8.979269981384277,8776920,0.0,0.0
2018-01-21 00:00:00+00:00,8.99740982055664,8.99740982055664,6.589759826660156,7.105169773101807,8513410,0.0,0.0
2018-01-22 00:00:00+00:00,7.170460224151611,7.635930061340332,6.1525797843933105,6.605279922485352,7666650,0.0,0.0
2018-01-23 00:00:00+00:00,6.600959777832031,6.983290195465088,5.4834699630737305,5.954989910125732,6468380,0.0,0.0
2018-01-24 00:00:00+00:00,5.955709934234619,6.212500095367432,5.805769920349121,5.994510173797607,4072870,0.0,0.0
