TIMESTAMP,ORBIT34931_OPEN_PRICE_USD,ORBIT34931_HIGH_PRICE_USD,ORBIT34931_LOW_PRICE_USD,ORBIT34931_CLOSE_PRICE_USD,ORBIT34931_VOLUME_USD,ORBIT34931_DIVIDENDS_USD,ORBIT34931_STOCK_SPLITS_USD
2025-02-22 00:00:00+00:00,0.05847100168466568,0.06221900135278702,0.05648399889469147,0.05687300115823746,7287,0.0,0.0
2025-02-23 00:00:00+00:00,0.05687300115823746,0.05740699917078018,0.05207499861717224,0.05354899913072586,4699,0.0,0.0
2025-02-24 00:00:00+00:00,0.05354899913072586,0.05631500110030174,0.046810999512672424,0.046810999512672424,5237,0.0,0.0
2025-02-25 00:00:00+00:00,0.046810999512672424,0.0475040003657341,0.043487001210451126,0.043487001210451126,8589,0.0,0.0
2025-02-26 00:00:00+00:00,0.043487001210451126,0.045083001255989075,0.03636299818754196,0.03636299818754196,14884,0.0,0.0
2025-02-27 00:00:00+00:00,0.03636299818754196,0.0370590016245842,0.030731000006198883,0.03335899859666824,9962,0.0,0.0
2025-02-28 00:00:00+00:00,0.03335899859666824,0.03366699814796448,0.028245000168681145,0.028512999415397644,8385,0.0,0.0
2025-03-01 00:00:00+00:00,0.028512999415397644,0.030595000833272934,0.02762800082564354,0.030595000833272934,3646,0.0,0.0
2025-03-02 00:00:00+00:00,0.030595000833272934,0.0354669988155365,0.02775599993765354,0.0354669988155365,7113,0.0,0.0
2025-03-03 00:00:00+00:00,0.0354669988155365,0.03629399836063385,0.03140699863433838,0.03140699863433838,2303,0.0,0.0
2025-03-04 00:00:00+00:00,0.03140699863433838,0.032363999634981155,0.02965099923312664,0.032363999634981155,0,0.0,0.0
2025-03-05 00:00:00+00:00,0.032363999634981155,0.03341500088572502,0.03193499892950058,0.03299900144338608,0,0.0,0.0
2025-03-06 00:00:00+00:00,0.03299900144338608,0.03646000102162361,0.0328730009496212,0.03574400022625923,0,0.0,0.0
2025-03-07 00:00:00+00:00,0.03574400022625923,0.03574400022625923,0.03170299902558327,0.03170299902558327,0,0.0,0.0
2025-03-08 00:00:00+00:00,0.03170299902558327,0.03206799924373627,0.029935000464320183,0.03206799924373627,0,0.0,0.0
2025-03-09 00:00:00+00:00,0.03206799924373627,0.03206799924373627,0.028982000425457954,0.028982000425457954,2078,0.0,0.0
