TIMESTAMP,XSEED_OPEN_PRICE_USD,XSEED_HIGH_PRICE_USD,XSEED_LOW_PRICE_USD,XSEED_CLOSE_PRICE_USD,XSEED_VOLUME_USD,XSEED_DIVIDENDS_USD,XSEED_STOCK_SPLITS_USD
2025-05-03 00:00:00+00:00,8.399999933317304e-05,0.0001140000022132881,3.199999991920777e-05,4.099999932805076e-05,72414,0.0,0.0
2025-05-04 00:00:00+00:00,4.099999932805076e-05,4.600000102072954e-05,3.199999991920777e-05,3.400000059627928e-05,24081,0.0,0.0
2025-05-05 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.199999991920777e-05,3.5000000934815034e-05,17313,0.0,0.0
2025-05-06 00:00:00+00:00,3.5000000934815034e-05,4.3000000005122274e-05,3.400000059627928e-05,3.7000001611886546e-05,16678,0.0,0.0
2025-05-07 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.300000025774352e-05,3.5000000934815034e-05,21542,0.0,0.0
2025-05-08 00:00:00+00:00,3.5000000934815034e-05,3.7999998312443495e-05,3.400000059627928e-05,3.7000001611886546e-05,27064,0.0,0.0
2025-05-09 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.5000000934815034e-05,3.7999998312443495e-05,18638,0.0,0.0
2025-05-10 00:00:00+00:00,3.7999998312443495e-05,4.70000013592653e-05,3.7999998312443495e-05,4.600000102072954e-05,16836,0.0,0.0
2025-05-11 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.199999966658652e-05,4.3000000005122274e-05,18421,0.0,0.0
2025-05-12 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.9999998989515007e-05,4.3000000005122274e-05,25027,0.0,0.0
2025-05-13 00:00:00+00:00,4.3000000005122274e-05,5.8000001445179805e-05,3.9999998989515007e-05,4.999999873689376e-05,28795,0.0,0.0
2025-05-14 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,4.70000013592653e-05,4.70000013592653e-05,24739,0.0,0.0
2025-05-15 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.099999932805076e-05,4.3000000005122274e-05,24628,0.0,0.0
2025-05-16 00:00:00+00:00,4.3000000005122274e-05,4.8000001697801054e-05,4.199999966658652e-05,4.3000000005122274e-05,25891,0.0,0.0
2025-05-17 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.099999932805076e-05,4.199999966658652e-05,24460,0.0,0.0
2025-05-18 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,4.199999966658652e-05,4.199999966658652e-05,24817,0.0,0.0
2025-05-19 00:00:00+00:00,4.199999966658652e-05,5.2999999752501026e-05,4.099999932805076e-05,4.8999998398358e-05,31888,0.0,0.0
2025-05-20 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.70000013592653e-05,4.8999998398358e-05,25633,0.0,0.0
2025-05-21 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.600000102072954e-05,4.8999998398358e-05,26868,0.0,0.0
2025-05-22 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,4.8999998398358e-05,4.999999873689376e-05,26614,0.0,0.0
2025-05-23 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.70000013592653e-05,4.70000013592653e-05,80702,0.0,0.0
2025-05-24 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.600000102072954e-05,4.70000013592653e-05,93157,0.0,0.0
2025-05-25 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.600000102072954e-05,4.8999998398358e-05,83121,0.0,0.0
2025-05-26 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.600000102072954e-05,4.600000102072954e-05,96303,0.0,0.0
2025-05-27 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,4.600000102072954e-05,4.70000013592653e-05,77871,0.0,0.0
2025-05-28 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.400000034365803e-05,4.400000034365803e-05,90360,0.0,0.0
2025-05-29 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.199999966658652e-05,4.199999966658652e-05,96742,0.0,0.0
2025-05-30 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7000001611886546e-05,95295,0.0,0.0
2025-05-31 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.899999865097925e-05,92942,0.0,0.0
2025-06-01 00:00:00+00:00,3.9266145904548466e-05,4.16462316934485e-05,3.903875040123239e-05,3.937849396606907e-05,91032,0.0,0.0
