TIMESTAMP,XSEED_OPEN_PRICE_USD,XSEED_HIGH_PRICE_USD,XSEED_LOW_PRICE_USD,XSEED_CLOSE_PRICE_USD,XSEED_VOLUME_USD,XSEED_DIVIDENDS_USD,XSEED_STOCK_SPLITS_USD
2025-03-12 00:00:00+00:00,6.800000119255856e-05,7.899999764049426e-05,6.70000008540228e-05,7.300000288523734e-05,225,0.0,0.0
2025-03-13 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,6.800000119255856e-05,7.000000186963007e-05,233,0.0,0.0
2025-03-14 00:00:00+00:00,7.000000186963007e-05,7.79999973019585e-05,6.500000017695129e-05,6.70000008540228e-05,2081,0.0,0.0
2025-03-15 00:00:00+00:00,6.70000008540228e-05,7.899999764049426e-05,5.999999848427251e-05,6.600000051548705e-05,2636,0.0,0.0
2025-03-16 00:00:00+00:00,6.600000051548705e-05,7.000000186963007e-05,5.700000110664405e-05,5.900000178371556e-05,1482,0.0,0.0
2025-03-17 00:00:00+00:00,5.900000178371556e-05,8.600000001024455e-05,5.2999999752501026e-05,5.8000001445179805e-05,4017,0.0,0.0
2025-03-18 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.8000001445179805e-05,5.8000001445179805e-05,3963,0.0,0.0
2025-03-19 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,4092,0.0,0.0
2025-03-20 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,3962,0.0,0.0
2025-03-21 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,4523,0.0,0.0
2025-03-22 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.8000001445179805e-05,5.8000001445179805e-05,3964,0.0,0.0
2025-03-23 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,5.8000001445179805e-05,3965,0.0,0.0
2025-03-24 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.8000001445179805e-05,5.8000001445179805e-05,3965,0.0,0.0
2025-03-25 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.700000110664405e-05,5.700000110664405e-05,3965,0.0,0.0
2025-03-26 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.500000042957254e-05,5.700000110664405e-05,3964,0.0,0.0
2025-03-27 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.6000000768108293e-05,3963,0.0,0.0
2025-03-28 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.400000009103678e-05,5.6000000768108293e-05,3962,0.0,0.0
2025-03-29 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.700000110664405e-05,3963,0.0,0.0
2025-03-30 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.6000000768108293e-05,4528,0.0,0.0
2025-03-31 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.199999941396527e-05,5.199999941396527e-05,3963,0.0,0.0
2025-04-01 00:00:00+00:00,5.199999941396527e-05,5.500000042957254e-05,4.999999873689376e-05,5.0999999075429514e-05,5553,0.0,0.0
2025-04-02 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.600000102072954e-05,4.8999998398358e-05,5678,0.0,0.0
2025-04-03 00:00:00+00:00,4.8999998398358e-05,5.400000009103678e-05,4.8999998398358e-05,5.400000009103678e-05,3962,0.0,0.0
2025-04-04 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.199999941396527e-05,5.199999941396527e-05,4850,0.0,0.0
2025-04-05 00:00:00+00:00,5.199999941396527e-05,5.6000000768108293e-05,5.199999941396527e-05,5.2999999752501026e-05,3963,0.0,0.0
2025-04-06 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.0999999075429514e-05,5.400000009103678e-05,3961,0.0,0.0
2025-04-07 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,4.70000013592653e-05,4.999999873689376e-05,3963,0.0,0.0
2025-04-08 00:00:00+00:00,4.999999873689376e-05,5.6000000768108293e-05,4.8999998398358e-05,5.500000042957254e-05,3961,0.0,0.0
2025-04-09 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,4.3000000005122274e-05,4.3000000005122274e-05,3963,0.0,0.0
2025-04-10 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,2.9000000722589903e-05,3.400000059627928e-05,2.9000000722589903e-05,2.9999999242136255e-05,9512,0.0,0.0
2025-04-12 00:00:00+00:00,2.9999999242136255e-05,3.7000001611886546e-05,2.9999999242136255e-05,3.5000000934815034e-05,220,0.0,0.0
2025-04-13 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.400000059627928e-05,3.400000059627928e-05,140,0.0,0.0
2025-04-14 00:00:00+00:00,3.400000059627928e-05,3.7999998312443495e-05,3.400000059627928e-05,3.7000001611886546e-05,2042,0.0,0.0
2025-04-15 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.400000059627928e-05,3.5000000934815034e-05,9948,0.0,0.0
2025-04-16 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.199999991920777e-05,3.400000059627928e-05,96,0.0,0.0
2025-04-17 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.300000025774352e-05,3.400000059627928e-05,7352,0.0,0.0
2025-04-18 00:00:00+00:00,3.400000059627928e-05,3.899999865097925e-05,3.400000059627928e-05,3.899999865097925e-05,244,0.0,0.0
2025-04-19 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.9999998989515007e-05,734,0.0,0.0
2025-04-20 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7999998312443495e-05,3.899999865097925e-05,72,0.0,0.0
2025-04-21 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7999998312443495e-05,3.9999998989515007e-05,5,0.0,0.0
2025-04-22 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.7999998312443495e-05,4.199999966658652e-05,44,0.0,0.0
2025-04-23 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,3.899999865097925e-05,4.199999966658652e-05,731,0.0,0.0
2025-04-24 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,3.899999865097925e-05,4.400000034365803e-05,4640,0.0,0.0
2025-04-25 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.3000000005122274e-05,13427,0.0,0.0
2025-04-26 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.400000034365803e-05,12826,0.0,0.0
2025-04-27 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,13092,0.0,0.0
2025-04-28 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.099999932805076e-05,4.3000000005122274e-05,11630,0.0,0.0
2025-04-29 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.099999932805076e-05,4.099999932805076e-05,11861,0.0,0.0
2025-04-30 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,2.099999983329326e-05,3.600000127335079e-05,9918,0.0,0.0
2025-05-01 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,3.199999991920777e-05,3.7000001611886546e-05,13512,0.0,0.0
2025-05-02 00:00:00+00:00,3.7000001611886546e-05,0.0001429999974789098,3.400000059627928e-05,8.399999933317304e-05,89645,0.0,0.0
