,XMR,Lag
BAT,1.833069351665383e-10,2
DCR,2.5885771492376534e-07,2
QTUM,1.3111620648817417e-06,21
IOTA,5.51834706090003e-06,20
USDT,1.983047810471435e-05,25
XRP,5.589571986191928e-05,13
DOGE,6.456947941155959e-05,25
XLM,0.0002525019550852,25
ZEC,0.0006679851611099,29
DASH,0.00272871661132,6
ETC,0.004722965199937,20
LTC,0.0249699328572767,29
ETH,0.076331890234163,1
BTC,0.1009539268066388,1
GNO,0.2141552284856326,21
