TIMESTAMP,XNA_OPEN_PRICE_USD,XNA_HIGH_PRICE_USD,XNA_LOW_PRICE_USD,XNA_CLOSE_PRICE_USD,XNA_VOLUME_USD,XNA_DIVIDENDS_USD,XNA_STOCK_SPLITS_USD
2023-07-01 00:00:00+00:00,0.00015100000018719584,0.00019200000679120421,0.00011999999696854502,0.00015199999324977398,46172,0.0,0.0
2023-07-02 00:00:00+00:00,0.00015199999324977398,0.00019099999917671084,0.00014000000373926014,0.00015100000018719584,88471,0.0,0.0
2023-07-03 00:00:00+00:00,0.00015100000018719584,0.0002680000034160912,0.00014400000509340316,0.00021800000104121864,162519,0.0,0.0
2023-07-04 00:00:00+00:00,0.00021800000104121864,0.000699999975040555,0.00021600000036414713,0.0004839999892283231,259297,0.0,0.0
2023-07-05 00:00:00+00:00,0.0004839999892283231,0.0006900000153109431,0.0004070000140927732,0.000514000013936311,287471,0.0,0.0
2023-07-06 00:00:00+00:00,0.000514000013936311,0.0005699999746866524,0.00042600001324899495,0.0004569999873638153,197011,0.0,0.0
2023-07-07 00:00:00+00:00,0.0004569999873638153,0.0005929999751970172,0.0003209999995306134,0.00041000000783242285,227389,0.0,0.0
2023-07-08 00:00:00+00:00,0.00041000000783242285,0.000598000013269484,0.0003370000049471855,0.0005830000154674053,219770,0.0,0.0
2023-07-09 00:00:00+00:00,0.0005830000154674053,0.0006639999919570982,0.00048499999684281647,0.0005590000073425472,168906,0.0,0.0
2023-07-10 00:00:00+00:00,0.0005590000073425472,0.0005590000073425472,0.0003800000122282654,0.0004220000118948519,230377,0.0,0.0
2023-07-11 00:00:00+00:00,0.0004220000118948519,0.0004990000161342323,0.0003600000054575503,0.00041700000292621553,187289,0.0,0.0
2023-07-12 00:00:00+00:00,0.00041700000292621553,0.00042600001324899495,0.0003600000054575503,0.00038499999209307134,161637,0.0,0.0
2023-07-13 00:00:00+00:00,0.00038499999209307134,0.0004900000058114529,0.0003800000122282654,0.0004079999926034361,142623,0.0,0.0
2023-07-14 00:00:00+00:00,0.0004079999926034361,0.0005499999970197678,0.00039500001003034413,0.0004440000047907233,195437,0.0,0.0
2023-07-15 00:00:00+00:00,0.0004440000047907233,0.00046800001291558146,0.00040099999750964344,0.0004290000069886446,162032,0.0,0.0
2023-07-16 00:00:00+00:00,0.0004290000069886446,0.0004900000058114529,0.00041000000783242285,0.0004459999909158796,170772,0.0,0.0
2023-07-17 00:00:00+00:00,0.0004459999909158796,0.0004459999909158796,0.00041000000783242285,0.0004290000069886446,159422,0.0,0.0
2023-07-18 00:00:00+00:00,0.0004290000069886446,0.00043899999582208693,0.00038300000596791506,0.00039599998854100704,157997,0.0,0.0
2023-07-19 00:00:00+00:00,0.00039599998854100704,0.00042100000428035855,0.0003499999875202775,0.00038300000596791506,163576,0.0,0.0
2023-07-20 00:00:00+00:00,0.00038300000596791506,0.0004419999895617366,0.0003499999875202775,0.00037399999564513564,159772,0.0,0.0
2023-07-21 00:00:00+00:00,0.00037399999564513564,0.0003980000037699938,0.00036100001307204366,0.0003859999997075647,139167,0.0,0.0
2023-07-22 00:00:00+00:00,0.0003859999997075647,0.0004199999966658652,0.000375000003259629,0.0003769999893847853,105686,0.0,0.0
2023-07-23 00:00:00+00:00,0.0003769999893847853,0.0004149999876972288,0.00036700000055134296,0.00038899999344721437,162857,0.0,0.0
2023-07-24 00:00:00+00:00,0.00038899999344721437,0.0005430000019259751,0.00038400001358240843,0.00048499999684281647,209106,0.0,0.0
2023-07-25 00:00:00+00:00,0.00048499999684281647,0.0005280000041238964,0.00045900000259280205,0.0005099999834783375,204808,0.0,0.0
