TIMESTAMP,MAID_CLOSE_PRICE_USD,MAID_OPEN_PRICE_USD,MAID_HIGH_PRICE_USD,MAID_LOW_PRICE_USD
2018-03-22,0.31607,0.30617,0.31953,0.29719
2018-03-23,0.31378,0.31607,0.31885,0.2893
2018-03-24,0.29717,0.31378,0.32328,0.29469
2018-03-25,0.29285,0.29715,0.30318,0.26945
2018-03-26,0.2697,0.29285,0.29399,0.258
2018-03-27,0.25713,0.2697,0.27577,0.2542
2018-03-28,0.26078,0.25603,0.26624,0.25468
2018-03-29,0.24164,0.26052,0.26907,0.23863
2018-03-30,0.2245,0.24075,0.24984,0.22186
2018-03-31,0.236,0.224,0.2464,0.21898
2018-04-01,0.24185,0.23615,0.24472,0.22561
2018-04-02,0.25992,0.24123,0.26699,0.23955
2018-04-03,0.2792,0.25992,0.28528,0.25749
2018-04-04,0.25579,0.2792,0.28716,0.25245
2018-04-05,0.24569,0.25624,0.26235,0.24195
2018-04-06,0.24994,0.24583,0.26274,0.23806
2018-04-07,0.26838,0.24994,0.27271,0.24606
2018-04-08,0.28277,0.26838,0.28741,0.26774
2018-04-09,0.27194,0.28222,0.29788,0.2604
2018-04-10,0.29066,0.27194,0.29574,0.26416
2018-04-11,0.2908,0.29066,0.29252,0.27373
2018-04-12,0.32395,0.2908,0.333,0.28206
2018-04-13,0.33801,0.32437,0.36055,0.31925
2018-04-14,0.3334,0.33801,0.35188,0.32546
2018-04-15,0.36615,0.3334,0.37484,0.3327
2018-04-16,0.33627,0.36615,0.36877,0.32659
2018-04-17,0.34781,0.33627,0.36448,0.33627
2018-04-18,0.3678,0.34796,0.37189,0.34528
2018-04-19,0.37417,0.36916,0.38351,0.36279
2018-04-20,0.395,0.37424,0.40493,0.37121
2018-04-21,0.37899,0.395,0.39737,0.36017
2018-04-22,0.37985,0.37941,0.385,0.36506
2018-04-23,0.3867,0.37985,0.39161,0.37662
2018-04-24,0.40607,0.3867,0.41632,0.38342
2018-04-25,0.364,0.40607,0.40753,0.34616
2018-04-26,0.37995,0.364,0.37995,0.34862
2018-04-27,0.36306,0.37815,0.3966,0.3626
2018-04-28,0.37654,0.3642,0.38099,0.35348
2018-04-29,0.37911,0.37654,0.38933,0.36463
2018-04-30,0.38408,0.37914,0.39068,0.3641
2018-05-01,0.38602,0.38408,0.39778,0.36646
2018-05-02,0.37489,0.38602,0.39012,0.3621
2018-05-03,0.39031,0.3743,0.39468,0.36915
2018-05-04,0.38619,0.39031,0.39178,0.38014
2018-05-05,0.38072,0.38554,0.3988,0.375
2018-05-06,0.36556,0.37908,0.38157,0.35641
2018-05-07,0.35263,0.36659,0.36659,0.34685
2018-05-08,0.34843,0.35372,0.35465,0.34023
2018-05-09,0.34462,0.34837,0.35382,0.33401
2018-05-10,0.35912,0.34437,0.39721,0.34382
2018-05-11,0.34175,0.35912,0.37412,0.3328
2018-05-12,0.36131,0.34175,0.37924,0.34
2018-05-13,0.37548,0.36333,0.37979,0.35701
2018-05-14,0.37926,0.37548,0.39528,0.35529
2018-05-15,0.37611,0.38003,0.38978,0.37611
2018-05-16,0.33063,0.37375,0.37696,0.31525
2018-05-17,0.3257,0.3306,0.35043,0.32195
2018-05-18,0.34743,0.32291,0.34919,0.31167
2018-05-19,0.34899,0.34743,0.35294,0.34234
2018-05-20,0.38882,0.34899,0.39088,0.34441
2018-05-21,0.3715,0.38882,0.39157,0.36574
2018-05-22,0.40928,0.37244,0.4366,0.36867
2018-05-23,0.39445,0.40928,0.42469,0.35726
2018-05-24,0.41514,0.39574,0.43376,0.3618
2018-05-25,0.492,0.41416,0.5,0.40805
2018-05-26,0.43422,0.4895,0.4912,0.43414
2018-05-27,0.44499,0.43422,0.47909,0.42325
2018-05-28,0.40177,0.44596,0.46042,0.39885
2018-05-29,0.42351,0.40177,0.43478,0.39416
2018-05-30,0.45,0.42202,0.45577,0.41336
2018-05-31,0.4548,0.45,0.46965,0.42253
2018-06-01,0.45027,0.45444,0.46967,0.43738
2018-06-02,0.46214,0.45228,0.47048,0.43206
2018-06-03,0.49843,0.46234,0.5043,0.45458
2018-06-04,0.48467,0.49843,0.50445,0.47551
2018-06-05,0.49276,0.48467,0.50485,0.45528
2018-06-06,0.47149,0.49479,0.50233,0.45012
2018-06-07,0.47589,0.4714,0.47919,0.46123
2018-06-08,0.44759,0.47676,0.47825,0.4443
2018-06-09,0.42334,0.44642,0.44985,0.42004
2018-06-10,0.34183,0.42417,0.42599,0.3264
2018-06-11,0.36554,0.34004,0.36643,0.33182
2018-06-12,0.32434,0.36496,0.36759,0.3175
2018-06-13,0.30113,0.32689,0.33458,0.29634
2018-06-14,0.34287,0.30244,0.351,0.30078
2018-06-15,0.3255,0.34435,0.34435,0.3221
2018-06-16,0.33215,0.32494,0.33548,0.32011
2018-06-17,0.33699,0.33153,0.33817,0.32719
2018-06-18,0.35879,0.33805,0.36609,0.32469
2018-06-19,0.35887,0.36011,0.36475,0.35048
2018-06-20,0.36875,0.35713,0.37107,0.34937
2018-06-21,0.37285,0.36886,0.38114,0.36722
2018-06-22,0.32156,0.37148,0.37532,0.31151
2018-06-23,0.32311,0.32118,0.33175,0.31589
2018-06-24,0.30878,0.32352,0.32642,0.28798
2018-06-25,0.318,0.30729,0.322,0.30049
2018-06-26,0.29937,0.318,0.3207,0.29754
2018-06-27,0.31246,0.29945,0.31554,0.29596
2018-06-28,0.30662,0.3126,0.33143,0.30644
2018-06-29,0.32225,0.30699,0.32383,0.291
2018-06-30,0.3375,0.32171,0.34745,0.32127
2018-07-01,0.32562,0.33701,0.33941,0.32485
2018-07-02,0.33698,0.32554,0.34927,0.30841
2018-07-03,0.32899,0.33698,0.34334,0.32545
2018-07-04,0.32752,0.32899,0.33632,0.31999
2018-07-05,0.328,0.3286,0.33403,0.31834
2018-07-06,0.34741,0.328,0.34773,0.31778
2018-07-07,0.35426,0.34741,0.3562,0.34263
2018-07-08,0.36327,0.35545,0.36517,0.35253
2018-07-09,0.36162,0.36302,0.37382,0.35769
2018-07-10,0.3367,0.36162,0.36388,0.3334
2018-07-11,0.34704,0.3367,0.35761,0.33622
2018-07-12,0.33643,0.34704,0.34783,0.32781
2018-07-13,0.34813,0.33781,0.35928,0.33347
2018-07-14,0.36176,0.34813,0.36564,0.34768
2018-07-15,0.37425,0.36176,0.38072,0.36071
2018-07-16,0.38657,0.37425,0.39922,0.36695
2018-07-17,0.40918,0.38657,0.41519,0.37634
2018-07-18,0.42059,0.40918,0.43503,0.40815
2018-07-19,0.44379,0.42059,0.45,0.41028
2018-07-20,0.41716,0.44379,0.44844,0.4153
2018-07-21,0.41647,0.41716,0.4215,0.4062
2018-07-22,0.41674,0.41647,0.42786,0.41225
2018-07-23,0.42674,0.41701,0.44422,0.41508
2018-07-24,0.48348,0.42674,0.48626,0.42347
2018-07-25,0.46738,0.48348,0.48806,0.46008
2018-07-26,0.45825,0.46738,0.49336,0.45241
2018-07-27,0.47482,0.45825,0.4811,0.44994
2018-07-28,0.46597,0.47482,0.47902,0.46222
2018-07-29,0.46648,0.46597,0.47226,0.45709
2018-07-30,0.46075,0.46648,0.46912,0.44731
2018-07-31,0.43036,0.46075,0.4609,0.42234
2018-08-01,0.422,0.43036,0.43424,0.4167
2018-08-02,0.37337,0.422,0.42746,0.36283
2018-08-03,0.37174,0.37337,0.38148,0.3596
2018-08-04,0.35725,0.37174,0.38381,0.35409
2018-08-05,0.36094,0.35725,0.36605,0.35331
2018-08-06,0.35332,0.36094,0.37276,0.3503
2018-08-07,0.3344,0.35332,0.36507,0.33288
2018-08-08,0.31123,0.3344,0.33512,0.2846
2018-08-09,0.32342,0.31123,0.32762,0.2967
2018-08-10,0.29332,0.32342,0.32376,0.28704
2018-08-11,0.27735,0.29332,0.29549,0.26307
2018-08-12,0.27381,0.27735,0.29287,0.26
2018-08-13,0.23526,0.27381,0.2771,0.23478
2018-08-14,0.22295,0.23526,0.23534,0.19816
2018-08-15,0.23142,0.22295,0.24256,0.21253
2018-08-16,0.24675,0.23142,0.24741,0.22902
2018-08-17,0.26672,0.24675,0.26672,0.2427
2018-08-18,0.24197,0.26672,0.26761,0.23323
2018-08-19,0.25168,0.24197,0.25244,0.23724
2018-08-20,0.23544,0.25168,0.25272,0.23333
2018-08-21,0.24108,0.23544,0.24585,0.2324
2018-08-22,0.21948,0.24108,0.25638,0.21517
2018-08-23,0.21967,0.21948,0.23757,0.2111
2018-08-24,0.23002,0.21967,0.23415,0.21814
2018-08-25,0.24502,0.23045,0.24543,0.23
2018-08-26,0.24115,0.24502,0.24615,0.23372
2018-08-27,0.25143,0.24115,0.25315,0.23799
2018-08-28,0.27795,0.25143,0.28417,0.24734
2018-08-29,0.27307,0.27795,0.286,0.26802
2018-08-30,0.26226,0.27307,0.27734,0.25656
2018-08-31,0.26891,0.26226,0.27108,0.25422
2018-09-01,0.28204,0.26891,0.29445,0.26875
2018-09-02,0.2872,0.28204,0.288,0.27736
2018-09-03,0.28931,0.2872,0.29335,0.28174
2018-09-04,0.30082,0.28931,0.30362,0.28831
2018-09-05,0.23683,0.30082,0.30864,0.23683
2018-09-06,0.23565,0.23683,0.24366,0.22393
2018-09-07,0.23252,0.23565,0.2513,0.22447
2018-09-08,0.22041,0.23252,0.23675,0.21867
2018-09-09,0.22477,0.22041,0.23121,0.21624
2018-09-10,0.2238,0.22477,0.22889,0.21668
2018-09-11,0.22077,0.2238,0.22553,0.21679
2018-09-12,0.22339,0.22077,0.22635,0.21808
2018-09-13,0.24906,0.22339,0.25021,0.22261
2018-09-14,0.24339,0.24906,0.256,0.22688
2018-09-15,0.24069,0.24339,0.24567,0.23952
2018-09-16,0.24013,0.24069,0.24211,0.23698
2018-09-17,0.23311,0.24013,0.24891,0.23051
2018-09-18,0.24011,0.23311,0.2457,0.23019
2018-09-19,0.25484,0.2403,0.25758,0.23914
2018-09-20,0.25317,0.25484,0.25677,0.24494
2018-09-21,0.2728,0.25317,0.27417,0.25295
2018-09-22,0.26489,0.2728,0.2753,0.2618
2018-09-23,0.25344,0.26489,0.26787,0.24837
2018-09-24,0.24647,0.25344,0.2553,0.23874
2018-09-25,0.23248,0.24647,0.24737,0.23123
2018-09-26,0.2388,0.23248,0.24374,0.23087
2018-09-27,0.24921,0.2388,0.25106,0.23784
2018-09-28,0.24419,0.2495,0.25197,0.24101
2018-09-29,0.24556,0.24419,0.24696,0.24147
2018-09-30,0.2474,0.24556,0.24852,0.2434
2018-10-01,0.23721,0.2474,0.24866,0.2307
2018-10-02,0.24086,0.23721,0.24398,0.23369
2018-10-03,0.22653,0.24086,0.24189,0.22554
2018-10-04,0.2303,0.22653,0.23168,0.22501
2018-10-05,0.23116,0.2303,0.23294,0.2281
2018-10-06,0.23021,0.23116,0.23457,0.22827
2018-10-07,0.2304,0.23021,0.23277,0.22844
2018-10-08,0.23282,0.2304,0.23423,0.22791
2018-10-09,0.22168,0.2332,0.235,0.18999
2018-10-10,0.21861,0.22168,0.22377,0.2085
2018-10-11,0.19932,0.21861,0.21895,0.19743
2018-10-12,0.21075,0.19932,0.21187,0.19622
2018-10-13,0.18764,0.21009,0.2123,0.1836
2018-10-14,0.17865,0.18764,0.19445,0.17608
2018-10-15,0.1911,0.17865,0.21005,0.17679
2018-10-16,0.20478,0.1911,0.20699,0.18884
2018-10-17,0.19434,0.20478,0.20492,0.19
2018-10-18,0.19629,0.19434,0.1966,0.18946
2018-10-19,0.1992,0.19629,0.2,0.19323
2018-10-20,0.20296,0.1992,0.20301,0.1976
2018-10-21,0.20315,0.20296,0.22083,0.20111
2018-10-22,0.21257,0.20315,0.22004,0.20029
2018-10-23,0.21147,0.21257,0.2226,0.21016
2018-10-24,0.21108,0.21186,0.2177,0.20856
2018-10-25,0.21122,0.21108,0.21517,0.20965
2018-10-26,0.22139,0.21093,0.22815,0.20874
2018-10-27,0.2231,0.22139,0.23106,0.22034
2018-10-28,0.23541,0.2231,0.2428,0.22222
2018-10-29,0.22937,0.23541,0.24523,0.22591
2018-10-30,0.22797,0.22935,0.23442,0.21501
2018-10-31,0.21952,0.22797,0.22943,0.21282
2018-11-01,0.21529,0.21952,0.2227,0.21338
2018-11-02,0.21758,0.21529,0.21948,0.21391
2018-11-03,0.21686,0.21758,0.21922,0.21448
2018-11-04,0.22381,0.21686,0.22543,0.21645
2018-11-05,0.2256,0.22381,0.22608,0.21495
2018-11-06,0.23357,0.2256,0.24066,0.22435
2018-11-07,0.24868,0.23319,0.32014,0.22924
2018-11-08,0.23759,0.24868,0.2513,0.23708
2018-11-09,0.24713,0.23759,0.25791,0.2372
2018-11-10,0.24464,0.24713,0.25317,0.244
2018-11-11,0.2508,0.24587,0.25544,0.24397
2018-11-12,0.25517,0.2508,0.26516,0.24871
2018-11-13,0.26036,0.25517,0.26263,0.25469
2018-11-14,0.21987,0.26036,0.26747,0.21597
2018-11-15,0.2191,0.21987,0.22434,0.20086
2018-11-16,0.21146,0.2191,0.22074,0.20728
2018-11-17,0.2088,0.21146,0.21467,0.20681
2018-11-18,0.22755,0.2088,0.2287,0.20723
2018-11-19,0.18905,0.22755,0.23625,0.18324
2018-11-20,0.19047,0.18905,0.19873,0.17416
2018-11-21,0.20595,0.19047,0.20811,0.18558
2018-11-22,0.1832,0.20595,0.20783,0.1832
2018-11-23,0.18169,0.1832,0.19197,0.17876
2018-11-24,0.17418,0.18169,0.1903,0.17073
2018-11-25,0.16692,0.17418,0.17489,0.15252
2018-11-26,0.15839,0.16692,0.17502,0.15311
2018-11-27,0.15511,0.15839,0.16027,0.14812
2018-11-28,0.1754,0.15511,0.18148,0.15476
2018-11-29,0.17693,0.1754,0.18241,0.16981
2018-11-30,0.16288,0.17693,0.181,0.16014
2018-12-01,0.16637,0.16288,0.17064,0.15535
2018-12-02,0.15965,0.16637,0.17026,0.15827
2018-12-03,0.14278,0.15965,0.16018,0.14211
2018-12-04,0.14731,0.14278,0.15064,0.14181
2018-12-05,0.14459,0.14731,0.15134,0.14456
2018-12-06,0.1407,0.14459,0.15855,0.14035
2018-12-07,0.14011,0.1407,0.14582,0.12803
2018-12-08,0.14083,0.14011,0.14529,0.13409
2018-12-09,0.15972,0.14083,0.16072,0.13894
2018-12-10,0.14953,0.15972,0.16029,0.14891
2018-12-11,0.14174,0.14953,0.15161,0.14101
2018-12-12,0.14385,0.1408,0.14617,0.14066
2018-12-13,0.13316,0.14407,0.146,0.13085
2018-12-14,0.13007,0.13316,0.13409,0.12746
2018-12-15,0.12858,0.13007,0.13222,0.12558
2018-12-16,0.12862,0.12858,0.13221,0.12784
2018-12-17,0.13882,0.12862,0.13945,0.12448
2018-12-18,0.14027,0.13882,0.14203,0.13071
2018-12-19,0.14313,0.14027,0.15152,0.13955
2018-12-20,0.15464,0.14313,0.15872,0.14151
2018-12-21,0.14046,0.15464,0.15854,0.13687
2018-12-22,0.14899,0.14046,0.14963,0.13781
2018-12-23,0.15249,0.14899,0.15529,0.14899
2018-12-24,0.16049,0.15249,0.16683,0.15249
2018-12-25,0.13809,0.16049,0.16181,0.13684
2018-12-26,0.13991,0.13809,0.14342,0.13601
2018-12-27,0.12927,0.13991,0.14102,0.12645
2018-12-28,0.13596,0.12927,0.13839,0.12668
2018-12-29,0.134,0.13596,0.14241,0.13346
2018-12-30,0.13329,0.134,0.14228,0.13162
2018-12-31,0.1326,0.13329,0.13719,0.13069
2019-01-01,0.13881,0.1326,0.13975,0.13112
2019-01-02,0.14951,0.13881,0.15008,0.13731
2019-01-03,0.14279,0.14951,0.15032,0.14123
2019-01-04,0.14029,0.14279,0.14469,0.138
2019-01-05,0.13717,0.14029,0.14239,0.13693
2019-01-06,0.14212,0.13717,0.14534,0.13648
2019-01-07,0.14114,0.14226,0.14759,0.14065
2019-01-08,0.12314,0.14114,0.14157,0.11937
2019-01-09,0.13208,0.12314,0.1341,0.12298
2019-01-10,0.11212,0.13208,0.1334,0.11167
2019-01-11,0.11427,0.11212,0.11875,0.11101
2019-01-12,0.11528,0.11427,0.11626,0.11283
2019-01-13,0.10802,0.11528,0.11578,0.10707
2019-01-14,0.11443,0.10802,0.11479,0.10778
2019-01-15,0.10877,0.11443,0.11478,0.10798
2019-01-16,0.11577,0.10877,0.11714,0.10825
2019-01-17,0.11892,0.11577,0.12247,0.11458
2019-01-18,0.11605,0.11892,0.11981,0.11534
2019-01-19,0.12136,0.11605,0.1224,0.11531
2019-01-20,0.11546,0.12136,0.12291,0.11435
2019-01-21,0.11576,0.11546,0.118,0.11411
2019-01-22,0.11693,0.11576,0.11921,0.11321
2019-01-23,0.1211,0.11693,0.12299,0.11617
2019-01-24,0.1205,0.1211,0.12118,0.11882
2019-01-25,0.11864,0.12021,0.12088,0.11645
2019-01-26,0.12088,0.11864,0.12294,0.11847
2019-01-27,0.12026,0.12088,0.12135,0.11812
2019-01-28,0.1121,0.12026,0.12026,0.11
2019-01-29,0.10969,0.1121,0.11329,0.10924
2019-01-30,0.11386,0.10969,0.11589,0.10896
2019-01-31,0.10681,0.11386,0.11561,0.10023
2019-02-01,0.10655,0.10681,0.10745,0.10416
2019-02-02,0.10902,0.10655,0.10978,0.10184
2019-02-03,0.11073,0.10902,0.1117,0.107
2019-02-04,0.11237,0.11073,0.11486,0.10971
2019-02-05,0.11409,0.11237,0.11468,0.11172
2019-02-06,0.11135,0.11409,0.11432,0.10885
2019-02-07,0.11039,0.11135,0.1135,0.11008
2019-02-08,0.12456,0.11039,0.12637,0.1098
2019-02-09,0.12331,0.12456,0.12626,0.12116
2019-02-10,0.12273,0.12331,0.12424,0.1212
2019-02-11,0.12187,0.12273,0.12273,0.12111
2019-02-12,0.12093,0.12187,0.12223,0.1194
2019-02-13,0.11714,0.12093,0.12145,0.11674
2019-02-14,0.11594,0.11714,0.11969,0.11486
2019-02-15,0.11511,0.11594,0.11694,0.11409
2019-02-16,0.11618,0.11511,0.11785,0.11456
2019-02-17,0.11664,0.11618,0.1181,0.11405
2019-02-18,0.12422,0.11664,0.12464,0.11625
2019-02-19,0.13044,0.12422,0.13202,0.12274
2019-02-20,0.12999,0.13044,0.13112,0.12795
2019-02-21,0.127,0.12999,0.13009,0.12636
2019-02-22,0.12854,0.12701,0.1294,0.12658
2019-02-23,0.13377,0.12854,0.13468,0.12687
2019-02-24,0.12098,0.13377,0.13632,0.11901
2019-02-25,0.12423,0.12098,0.12472,0.12059
2019-02-26,0.12639,0.12423,0.12719,0.12276
2019-02-27,0.12649,0.12639,0.12671,0.12146
2019-02-28,0.12558,0.12649,0.1309,0.12527
2019-03-01,0.12664,0.12558,0.12871,0.12558
2019-03-02,0.12729,0.12664,0.12752,0.12348
2019-03-03,0.12587,0.12729,0.12844,0.12517
2019-03-04,0.12014,0.12587,0.12734,0.11829
2019-03-05,0.12291,0.12007,0.12359,0.11808
2019-03-06,0.12045,0.12291,0.12317,0.11966
2019-03-07,0.11956,0.12054,0.12152,0.11868
2019-03-08,0.11764,0.11956,0.12083,0.11604
2019-03-09,0.11957,0.11764,0.11975,0.11689
2019-03-10,0.11651,0.11957,0.11975,0.11536
2019-03-11,0.11703,0.11651,0.11769,0.11344
2019-03-12,0.11743,0.11703,0.1177,0.11511
2019-03-13,0.1193,0.11743,0.11993,0.1162
2019-03-14,0.1202,0.1193,0.12209,0.1189
2019-03-15,0.12251,0.1202,0.12256,0.12005
2019-03-16,0.12518,0.12251,0.12598,0.12211
2019-03-17,0.1263,0.12518,0.12718,0.12317
2019-03-18,0.13026,0.1263,0.13032,0.1262
2019-03-19,0.12947,0.13026,0.13085,0.12883
2019-03-20,0.13017,0.12947,0.1302,0.12751
2019-03-21,0.12753,0.13017,0.1318,0.12587
2019-03-22,0.12774,0.12753,0.12858,0.12705
2019-03-23,0.12815,0.12774,0.13014,0.12708
2019-03-24,0.12748,0.12815,0.12904,0.12648
2019-03-25,0.12475,0.12748,0.12832,0.12337
2019-03-26,0.12455,0.12475,0.12553,0.12385
2019-03-27,0.12765,0.12455,0.12783,0.12392
2019-03-28,0.12275,0.12765,0.12779,0.12112
2019-03-29,0.12563,0.12275,0.12624,0.12129
2019-03-30,0.12556,0.12563,0.1266,0.12463
2019-03-31,0.12628,0.12556,0.12661,0.12439
2019-04-01,0.12785,0.12628,0.12845,0.12606
2019-04-02,0.14462,0.12801,0.14579,0.12771
2019-04-03,0.14582,0.14462,0.1562,0.14322
2019-04-04,0.14324,0.14582,0.15001,0.14209
2019-04-05,0.14737,0.14324,0.14892,0.14279
2019-04-06,0.14256,0.14737,0.15187,0.13598
2019-04-07,0.14766,0.14256,0.14891,0.13648
2019-04-08,0.14751,0.14766,0.15023,0.14333
2019-04-09,0.14383,0.14751,0.14751,0.14193
2019-04-10,0.14613,0.14383,0.14929,0.14267
2019-04-11,0.13568,0.14613,0.14744,0.12908
2019-04-12,0.13486,0.13568,0.13568,0.1308
2019-04-13,0.1335,0.13486,0.13712,0.13284
2019-04-14,0.1365,0.1335,0.13771,0.13252
2019-04-15,0.13177,0.1365,0.13783,0.13049
2019-04-16,0.13751,0.13177,0.13783,0.13052
2019-04-17,0.13783,0.13751,0.13888,0.13697
2019-04-18,0.14064,0.13783,0.14173,0.13776
2019-04-19,0.14078,0.14064,0.14301,0.13857
2019-04-20,0.14233,0.14078,0.14336,0.13885
2019-04-21,0.13711,0.14233,0.14257,0.134
2019-04-22,0.12889,0.13711,0.13828,0.12153
2019-04-23,0.12625,0.12893,0.13255,0.1235
2019-04-24,0.12486,0.12625,0.12794,0.12235
2019-04-25,0.11607,0.12486,0.12931,0.11427
2019-04-26,0.12444,0.11607,0.12482,0.11478
2019-04-27,0.12837,0.12444,0.1292,0.12391
2019-04-28,0.13898,0.12837,0.14112,0.12644
2019-04-29,0.12878,0.13898,0.14077,0.12784
2019-04-30,0.13126,0.12878,0.132,0.11743
2019-05-01,0.13072,0.13126,0.13223,0.12823
2019-05-02,0.1287,0.13072,0.13095,0.12589
2019-05-03,0.13649,0.1287,0.13796,0.12851
2019-05-04,0.13418,0.13649,0.13904,0.1276
2019-05-05,0.1396,0.13418,0.14233,0.13185
2019-05-06,0.13234,0.1396,0.14171,0.13162
2019-05-07,0.13597,0.13237,0.13813,0.13228
2019-05-08,0.1378,0.13597,0.1386,0.13315
2019-05-09,0.13957,0.1378,0.14155,0.13547
2019-05-10,0.14094,0.13957,0.14364,0.13841
2019-05-11,0.15983,0.14094,0.16316,0.14094
2019-05-12,0.15808,0.15983,0.16842,0.15556
2019-05-13,0.16771,0.15808,0.17939,0.15651
2019-05-14,0.16544,0.16771,0.17095,0.15843
2019-05-15,0.17713,0.16618,0.17905,0.16291
2019-05-16,0.17156,0.17713,0.18096,0.16632
2019-05-17,0.16012,0.17156,0.17303,0.15207
2019-05-18,0.16051,0.16033,0.16346,0.15742
2019-05-19,0.18141,0.16048,0.18446,0.15968
2019-05-20,0.17589,0.18141,0.18213,0.167
2019-05-21,0.17808,0.17589,0.18216,0.17127
2019-05-22,0.18928,0.17808,0.19814,0.17748
2019-05-23,0.2152,0.18928,0.23192,0.17829
2019-05-24,0.22967,0.2152,0.23572,0.21107
2019-05-25,0.22874,0.22967,0.2386,0.22303
2019-05-26,0.23813,0.22874,0.23825,0.21943
2019-05-27,0.26907,0.23813,0.27726,0.23813
2019-05-28,0.26647,0.26907,0.27417,0.26175
2019-05-29,0.25858,0.26647,0.26695,0.25084
2019-05-30,0.22854,0.25858,0.25935,0.224
2019-05-31,0.22515,0.22854,0.23171,0.21532
2019-06-01,0.22478,0.22515,0.22727,0.22173
2019-06-02,0.22945,0.22478,0.23074,0.2232
2019-06-03,0.2265,0.22945,0.2408,0.2265
2019-06-04,0.21044,0.2265,0.2265,0.20401
2019-06-05,0.2058,0.21044,0.21374,0.20243
2019-06-06,0.195,0.2058,0.21053,0.18659
2019-06-07,0.19063,0.194,0.19633,0.18
2019-06-08,0.18678,0.19063,0.19097,0.185
2019-06-09,0.18755,0.18678,0.18972,0.185
2019-06-10,0.18954,0.18755,0.19617,0.185
2019-06-11,0.1838,0.18954,0.19044,0.18269
2019-06-12,0.19564,0.1838,0.19805,0.18266
2019-06-13,0.19325,0.19564,0.19723,0.18955
2019-06-14,0.18518,0.19325,0.1934,0.18
2019-06-15,0.18552,0.18518,0.18777,0.18
2019-06-16,0.17419,0.18552,0.18853,0.17
2019-06-17,0.16246,0.17417,0.17813,0.15528
2019-06-18,0.15804,0.16246,0.1635,0.15552
2019-06-19,0.17668,0.15804,0.17705,0.15672
2019-06-20,0.18606,0.17668,0.19885,0.1737
2019-06-21,0.21565,0.18596,0.21567,0.18552
2019-06-22,0.20589,0.21565,0.21565,0.18688
2019-06-23,0.20262,0.20636,0.22135,0.19696
2019-06-24,0.20267,0.20262,0.20467,0.18722
2019-06-25,0.2094,0.20293,0.24091,0.20266
2019-06-26,0.22665,0.2094,0.23562,0.20506
2019-06-27,0.2137,0.22665,0.22685,0.19124
2019-06-28,0.24059,0.2137,0.25,0.19985
2019-06-29,0.23991,0.24059,0.24106,0.22154
2019-06-30,0.21789,0.23991,0.242,0.21547
2019-07-01,0.22342,0.21789,0.2293,0.21371
