TIMESTAMP,MIST_OPEN_PRICE_USD,MIST_HIGH_PRICE_USD,MIST_LOW_PRICE_USD,MIST_CLOSE_PRICE_USD,MIST_VOLUME_USD,MIST_DIVIDENDS_USD,MIST_STOCK_SPLITS_USD
2021-04-26 00:00:00+00:00,199.6226043701172,225.36241149902344,186.5644073486328,203.059326171875,10366274,0.0,0.0
2021-04-27 00:00:00+00:00,203.17507934570312,204.34078979492188,163.6984405517578,165.98989868164062,13238636,0.0,0.0
2021-04-28 00:00:00+00:00,165.98980712890625,186.9518585205078,157.99227905273438,177.76675415039062,13270848,0.0,0.0
2021-04-29 00:00:00+00:00,177.7707061767578,180.12013244628906,148.61048889160156,148.69760131835938,12027116,0.0,0.0
2021-04-30 00:00:00+00:00,148.61444091796875,160.0785675048828,133.65049743652344,141.6033935546875,8792692,0.0,0.0
2021-05-01 00:00:00+00:00,141.58189392089844,157.92327880859375,136.97000122070312,157.9129638671875,4422807,0.0,0.0
2021-05-02 00:00:00+00:00,157.95130920410156,195.99615478515625,149.06820678710938,160.2606964111328,6125856,0.0,0.0
2021-05-03 00:00:00+00:00,163.52658081054688,201.261474609375,158.2935333251953,190.76962280273438,8907873,0.0,0.0
2021-05-04 00:00:00+00:00,190.7639617919922,191.38107299804688,152.5182647705078,153.1665802001953,5472431,0.0,0.0
2021-05-05 00:00:00+00:00,153.1534423828125,168.76837158203125,152.78811645507812,162.59408569335938,3170571,0.0,0.0
2021-05-06 00:00:00+00:00,162.6001434326172,167.5557098388672,155.73394775390625,163.72544860839844,6585528,0.0,0.0
2021-05-07 00:00:00+00:00,163.68946838378906,166.62928771972656,149.775634765625,152.87388610839844,8138995,0.0,0.0
2021-05-08 00:00:00+00:00,152.75221252441406,157.23715209960938,143.0824432373047,156.1547393798828,8372106,0.0,0.0
2021-05-09 00:00:00+00:00,156.29539489746094,164.90951538085938,145.083984375,146.7041778564453,4887032,0.0,0.0
2021-05-10 00:00:00+00:00,146.561279296875,157.33450317382812,123.6377944946289,131.18321228027344,8809250,0.0,0.0
2021-05-11 00:00:00+00:00,131.41500854492188,134.0243682861328,119.42278289794922,129.50343322753906,4277789,0.0,0.0
2021-05-12 00:00:00+00:00,129.52597045898438,133.7902069091797,110.25146484375,110.25146484375,4567141,0.0,0.0
2021-05-13 00:00:00+00:00,109.20967864990234,114.28033447265625,98.29248046875,104.88180541992188,7347985,0.0,0.0
2021-05-14 00:00:00+00:00,104.97138977050781,142.8406524658203,104.53668975830078,132.8097381591797,11238757,0.0,0.0
2021-05-15 00:00:00+00:00,132.63525390625,134.30255126953125,111.85777282714844,113.15010833740234,3836622,0.0,0.0
2021-05-16 00:00:00+00:00,112.91757202148438,120.89057922363281,103.16631317138672,112.46636199951172,2423126,0.0,0.0
2021-05-17 00:00:00+00:00,112.61089324951172,113.61721801757812,91.51703643798828,97.91649627685547,4731069,0.0,0.0
2021-05-18 00:00:00+00:00,98.02918243408203,115.66720581054688,97.73286437988281,115.40010070800781,6512751,0.0,0.0
2021-05-19 00:00:00+00:00,115.40152740478516,118.28361511230469,64.34846496582031,79.0224838256836,8441436,0.0,0.0
2021-05-20 00:00:00+00:00,78.86973571777344,103.85183715820312,72.01461029052734,100.34526062011719,5421476,0.0,0.0
2021-05-21 00:00:00+00:00,100.28300476074219,109.81918334960938,77.1597671508789,91.94890594482422,6253143,0.0,0.0
2021-05-22 00:00:00+00:00,92.08081817626953,94.29743957519531,76.9234848022461,76.94122314453125,2659482,0.0,0.0
2021-05-23 00:00:00+00:00,76.98047637939453,79.98107147216797,53.35858917236328,74.67127227783203,4802466,0.0,0.0
2021-05-24 00:00:00+00:00,74.637451171875,95.77916717529297,74.11595916748047,94.5876235961914,3642795,0.0,0.0
2021-05-25 00:00:00+00:00,94.63191223144531,99.10330963134766,81.8162612915039,94.16571807861328,4301876,0.0,0.0
2021-05-26 00:00:00+00:00,94.3309097290039,127.96537780761719,92.18646240234375,115.40923309326172,11550621,0.0,0.0
2021-05-27 00:00:00+00:00,115.42790985107422,115.56658172607422,89.78422546386719,97.19068145751953,9888259,0.0,0.0
2021-05-28 00:00:00+00:00,97.33851623535156,97.72608184814453,76.91943359375,97.08344268798828,9966947,0.0,0.0
2021-05-29 00:00:00+00:00,97.03339385986328,106.45755767822266,85.87296295166016,91.86595153808594,7724077,0.0,0.0
2021-05-30 00:00:00+00:00,92.51765441894531,119.3971176147461,86.953125,107.17050170898438,7343948,0.0,0.0
2021-05-31 00:00:00+00:00,107.07306671142578,118.13416290283203,99.61842346191406,115.06078338623047,8538333,0.0,0.0
2021-06-01 00:00:00+00:00,115.15274810791016,115.71285247802734,99.95368957519531,107.94979858398438,5416969,0.0,0.0
2021-06-02 00:00:00+00:00,107.98055267333984,115.71656036376953,104.59474182128906,111.8365249633789,5318367,0.0,0.0
2021-06-03 00:00:00+00:00,111.79187774658203,121.47767639160156,109.3060531616211,120.1121597290039,5215961,0.0,0.0
2021-06-04 00:00:00+00:00,120.14692687988281,120.29684448242188,100.26724243164062,106.92411804199219,4570864,0.0,0.0
2021-06-05 00:00:00+00:00,106.75596618652344,110.08271026611328,96.63629913330078,99.15147399902344,3799114,0.0,0.0
2021-06-06 00:00:00+00:00,99.07024383544922,105.11540985107422,98.61405944824219,103.57206726074219,2914089,0.0,0.0
2021-06-07 00:00:00+00:00,103.5965576171875,106.8891372680664,89.47818756103516,91.67899322509766,3716992,0.0,0.0
2021-06-08 00:00:00+00:00,91.49523162841797,93.84686279296875,82.2607192993164,91.5534439086914,5304695,0.0,0.0
2021-06-09 00:00:00+00:00,91.53518676757812,103.66470336914062,88.8403091430664,97.73388671875,5801348,0.0,0.0
2021-06-10 00:00:00+00:00,97.62960052490234,99.86066436767578,85.51468658447266,85.59510803222656,3579219,0.0,0.0
2021-06-11 00:00:00+00:00,85.59951782226562,90.00635528564453,82.2571029663086,84.06939697265625,2787825,0.0,0.0
2021-06-12 00:00:00+00:00,84.14199829101562,85.90202331542969,79.42739868164062,80.11394500732422,2499261,0.0,0.0
2021-06-13 00:00:00+00:00,80.14604187011719,89.6034164428711,77.23966217041016,85.41871643066406,3498128,0.0,0.0
2021-06-14 00:00:00+00:00,85.46033477783203,88.49796295166016,83.606689453125,86.98956298828125,3255356,0.0,0.0
2021-06-15 00:00:00+00:00,87.71385192871094,88.98600769042969,83.965087890625,87.90107727050781,2579406,0.0,0.0
2021-06-16 00:00:00+00:00,84.37908935546875,86.37386322021484,78.26163482666016,78.97301483154297,2428612,0.0,0.0
2021-06-17 00:00:00+00:00,79.00743865966797,82.78758239746094,76.63335418701172,78.28217315673828,2363403,0.0,0.0
2021-06-18 00:00:00+00:00,78.33917236328125,79.32317352294922,68.56079864501953,75.0299301147461,3789666,0.0,0.0
2021-06-19 00:00:00+00:00,75.11336517333984,76.52061462402344,68.77501678466797,68.85298156738281,3466588,0.0,0.0
