TIMESTAMP,OCTO34073_OPEN_PRICE_USD,OCTO34073_HIGH_PRICE_USD,OCTO34073_LOW_PRICE_USD,OCTO34073_CLOSE_PRICE_USD,OCTO34073_VOLUME_USD,OCTO34073_DIVIDENDS_USD,OCTO34073_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,0.10137999802827835,0.15194399654865265,0.08912300318479538,0.14014700055122375,1285321,0.0,0.0
2024-12-01 00:00:00+00:00,0.14014700055122375,0.1752219945192337,0.1212019994854927,0.14358200132846832,1092487,0.0,0.0
2024-12-02 00:00:00+00:00,0.14358200132846832,0.17959299683570862,0.11827900260686874,0.1193540021777153,1557966,0.0,0.0
2024-12-03 00:00:00+00:00,0.1193540021777153,0.1211019977927208,0.10302399843931198,0.11532899737358093,927874,0.0,0.0
2024-12-04 00:00:00+00:00,0.11532899737358093,0.15739400684833527,0.11470299959182739,0.12963099777698517,983016,0.0,0.0
2024-12-05 00:00:00+00:00,0.12963299453258514,0.14562299847602844,0.12198299914598465,0.12539100646972656,487870,0.0,0.0
2024-12-06 00:00:00+00:00,0.12773199379444122,0.13680100440979004,0.12011799961328506,0.1308950036764145,496011,0.0,0.0
2024-12-07 00:00:00+00:00,0.1309169977903366,0.1541520059108734,0.12834399938583374,0.1382180005311966,567107,0.0,0.0
2024-12-08 00:00:00+00:00,0.1384110003709793,0.14975200593471527,0.12776899337768555,0.13129399716854095,273902,0.0,0.0
2024-12-09 00:00:00+00:00,0.13129399716854095,0.13129399716854095,0.10182200372219086,0.10671500116586685,484138,0.0,0.0
2024-12-10 00:00:00+00:00,0.10671500116586685,0.10773199796676636,0.0917849987745285,0.10563600063323975,756016,0.0,0.0
2024-12-11 00:00:00+00:00,0.10563600063323975,0.12088199704885483,0.10473500192165375,0.11262200027704239,417007,0.0,0.0
2024-12-12 00:00:00+00:00,0.11262200027704239,0.12578199803829193,0.10968100279569626,0.12043700367212296,204449,0.0,0.0
2024-12-13 00:00:00+00:00,0.12043700367212296,0.12134899944067001,0.09159199893474579,0.10715200006961823,346896,0.0,0.0
2024-12-14 00:00:00+00:00,0.10715200006961823,0.14573299884796143,0.10019700229167938,0.1372770071029663,416118,0.0,0.0
2024-12-15 00:00:00+00:00,0.1372770071029663,0.15170900523662567,0.12637099623680115,0.13507699966430664,329129,0.0,0.0
2024-12-16 00:00:00+00:00,0.13507699966430664,0.29615598917007446,0.1223979964852333,0.22164499759674072,2143461,0.0,0.0
