TIMESTAMP,MONA_CLOSE_PRICE_USD,MONA_OPEN_PRICE_USD,MONA_HIGH_PRICE_USD,MONA_LOW_PRICE_USD
2018-03-31,3.06021,3.08629,3.2745,3.05047
2018-04-01,3.02595,3.05931,3.1361,2.86877
2018-04-02,3.254,3.02595,3.28077,2.99346
2018-04-03,3.50367,3.254,3.65937,3.23475
2018-04-04,3.12046,3.50367,3.56101,3.06706
2018-04-05,3.20025,3.12046,3.29916,3.07073
2018-04-06,3.19657,3.20025,3.35844,3.14097
2018-04-07,3.25742,3.19552,3.3486,3.1887
2018-04-08,3.25382,3.25982,3.31177,3.20828
2018-04-09,3.22167,3.25382,3.35955,3.13802
2018-04-10,3.30263,3.22167,3.33978,3.14414
2018-04-11,3.3185,3.30263,3.4836,3.24354
2018-04-12,3.63431,3.3185,3.65838,3.24226
2018-04-13,3.55082,3.63431,3.96321,3.47495
2018-04-14,3.57741,3.55107,3.66228,3.51535
2018-04-15,3.75539,3.57647,3.75539,3.57647
2018-04-16,3.54584,3.75539,3.7753,3.4436
2018-04-17,3.48939,3.54584,3.60384,3.46325
2018-04-18,3.76076,3.48939,3.81727,3.47941
2018-04-19,4.04539,3.76076,4.14441,3.73327
2018-04-20,4.15644,4.04539,4.23798,3.82213
2018-04-21,4.00682,4.15484,4.15546,3.834
2018-04-22,3.98275,4.00816,4.17052,3.93382
2018-04-23,4.03871,3.98275,4.08893,3.95186
2018-04-24,4.43389,4.03871,4.5062,3.97748
2018-04-25,4.36323,4.43389,4.70651,3.96757
2018-04-26,5.07701,4.36323,5.4114,4.22789
2018-04-27,5.60541,5.07701,5.91919,5.06644
2018-04-28,5.4993,5.60106,5.60106,5.22649
2018-04-29,5.36147,5.4993,5.58961,5.08002
2018-04-30,5.19705,5.36147,5.46748,5.07707
2018-05-01,5.02493,5.19705,5.22019,4.79065
2018-05-02,5.17159,5.02493,5.68249,4.97024
2018-05-03,5.25732,5.17159,5.34755,5.1172
2018-05-04,5.13688,5.25732,5.27724,5.072
2018-05-05,5.14233,5.12832,5.24046,5.08914
2018-05-06,4.88535,5.16282,5.19202,4.76146
2018-05-07,4.45144,4.88535,4.95371,4.34958
2018-05-08,4.56953,4.80328,4.80868,0.0005
2018-05-09,4.53486,4.56785,4.65591,4.34211
2018-05-10,4.2922,4.53486,4.57851,4.27585
2018-05-11,3.88843,4.2922,4.41923,3.81082
2018-05-12,3.96889,3.89774,4.0858,3.76792
2018-05-13,4.18204,3.97568,4.27492,3.85891
2018-05-14,4.04665,4.18204,4.23595,3.92988
2018-05-15,3.94751,4.00429,4.17103,3.91736
2018-05-16,3.76344,3.93849,3.96317,3.66084
2018-05-17,3.38306,3.76669,3.83734,3.31179
2018-05-18,3.70423,3.38152,3.8437,3.34087
2018-05-19,3.61178,3.70423,3.73616,3.58633
2018-05-20,3.6741,3.60865,3.71474,3.55466
2018-05-21,3.54443,3.6741,3.67463,3.49177
2018-05-22,3.33239,3.54443,3.56387,3.32168
2018-05-23,3.33717,3.33122,3.59172,3.22558
2018-05-24,3.38518,3.33464,3.47391,3.23227
2018-05-25,3.1904,3.38661,3.43189,3.10382
2018-05-26,3.19953,3.19072,3.36605,3.15959
2018-05-27,3.31183,3.19776,3.33421,3.0878
2018-05-28,3.12382,3.31323,3.39906,3.12046
2018-05-29,3.34406,3.12576,3.40076,3.01371
2018-05-30,3.30377,3.34574,3.4205,3.02562
2018-05-31,3.34701,3.30248,3.4127,3.27583
2018-06-01,3.3595,3.34879,3.3702,3.26816
2018-06-02,3.35574,3.36218,3.41148,3.32141
2018-06-03,3.37256,3.35555,3.42749,3.34352
2018-06-04,3.29063,3.36982,3.40804,3.27035
2018-06-05,3.30097,3.28773,3.32738,3.23919
2018-06-06,3.26986,3.30383,3.32643,3.22988
2018-06-07,3.30479,3.26996,3.30947,3.25111
2018-06-08,3.26065,3.30341,3.30831,3.2255
2018-06-09,3.21799,3.26093,3.30403,3.19431
2018-06-10,2.9094,3.21958,3.2214,2.84989
2018-06-11,2.93061,2.91279,3.02816,2.83905
2018-06-12,2.85793,2.92649,3.02982,2.78952
2018-06-13,2.59457,2.85863,2.87877,2.55963
2018-06-14,2.7499,2.59608,2.77543,2.59057
2018-06-15,2.63686,2.75384,2.78543,2.6267
2018-06-16,2.65573,2.63957,2.70519,2.61707
2018-06-17,2.6203,2.65622,2.70049,2.60525
2018-06-18,2.65005,2.62251,2.70321,2.57943
2018-06-19,2.67634,2.63948,2.70438,2.59485
2018-06-20,2.66442,2.67332,2.69764,2.60857
2018-06-21,2.60061,2.66445,2.67583,2.58529
2018-06-22,2.34801,2.60158,2.62238,2.29179
2018-06-23,2.23654,2.34798,2.36556,2.21715
2018-06-24,2.09919,2.23362,2.28142,1.98583
2018-06-25,2.14859,2.09928,2.22153,2.07191
2018-06-26,2.11512,2.15,2.24162,2.08623
2018-06-27,2.0681,2.10844,2.1394,2.05481
2018-06-28,1.97302,2.06356,2.0918,1.96118
2018-06-29,2.03941,1.95526,2.07292,1.89964
2018-06-30,2.10697,2.04192,2.26107,2.04003
2018-07-01,2.09907,2.10694,2.14914,2.03847
2018-07-02,2.25667,2.09966,2.3718,2e-05
2018-07-03,2.38509,2.25667,2.61565,0.0317
2018-07-04,2.43037,2.38509,2.51855,2.32914
2018-07-05,2.3624,2.43037,2.49291,2.32861
2018-07-06,2.33949,2.3624,2.42679,2.2357
2018-07-07,2.35312,2.33974,2.37127,2.26053
2018-07-08,2.30985,2.35312,2.37235,2.30423
2018-07-09,2.2481,2.30985,2.34699,2.24637
2018-07-10,2.07443,2.2481,2.27001,2.06591
2018-07-11,2.09452,2.07443,2.15104,2.06541
2018-07-12,2.01126,2.09452,2.10463,1.96506
2018-07-13,2.04434,2.01126,2.08961,2.00213
2018-07-14,2.1043,2.04434,2.11531,2.02004
2018-07-15,2.17005,2.10427,2.20769,2.09059
2018-07-16,2.24384,2.17005,2.25392,2.12909
2018-07-17,2.30106,2.24384,2.36506,2.16654
2018-07-18,2.33717,2.30106,2.43081,2.28181
2018-07-19,2.3288,2.33717,2.40284,2.27452
2018-07-20,2.19758,2.3288,2.34693,2.17654
2018-07-21,2.19024,2.19529,2.22027,2.1291
2018-07-22,2.17048,2.19047,2.22077,2.15185
2018-07-23,2.17345,2.17048,2.26105,2.1537
2018-07-24,2.21988,2.17345,2.25328,2.155
2018-07-25,2.21866,2.21988,2.28221,2.18654
2018-07-26,2.28469,2.21866,2.29619,2.19477
2018-07-27,2.21316,2.28469,2.29962,2.17263
2018-07-28,2.16876,2.21526,2.24284,2.15185
2018-07-29,2.21101,2.17482,2.27612,2.15804
2018-07-30,2.15325,2.21105,2.21232,2.10286
2018-07-31,2.06739,2.15325,2.17057,1.95892
2018-08-01,2.01784,2.06739,2.06911,1.95467
2018-08-02,1.96406,2.01784,2.0512,1.94426
2018-08-03,1.9359,1.96406,1.98552,1.91979
2018-08-04,1.8784,1.93018,1.96459,1.86739
2018-08-05,1.85666,1.88208,1.88373,1.77133
2018-08-06,1.84242,1.85666,1.95802,1.80267
2018-08-07,1.75079,1.84242,1.87111,1.74757
2018-08-08,1.46204,1.75079,1.76702,1.42958
2018-08-09,1.93606,1.46204,2.14797,1.45736
2018-08-10,1.70748,1.93606,1.99985,1.68316
2018-08-11,1.72588,1.70908,1.76177,1.54252
2018-08-12,1.72696,1.73385,1.75938,1.69139
2018-08-13,1.67777,1.72696,1.76813,1.66361
2018-08-14,1.56712,1.67777,1.68275,1.38168
2018-08-15,1.56161,1.56712,1.69449,1.53159
2018-08-16,1.54591,1.56161,1.58369,1.50662
2018-08-17,1.66865,1.54591,1.69421,1.53691
2018-08-18,1.58107,1.66806,1.69306,1.54672
2018-08-19,1.60991,1.57647,1.62659,1.55079
2018-08-20,1.54103,1.60991,1.6417,1.533
2018-08-21,1.56148,1.54103,1.59575,1.53464
2018-08-22,1.54429,1.56148,1.67055,1.52379
2018-08-23,1.55242,1.54429,1.569,1.5369
2018-08-24,1.563,1.55242,1.5752,1.50327
2018-08-25,1.55344,1.563,1.58541,1.53172
2018-08-26,1.53154,1.55124,1.56754,1.52049
2018-08-27,1.56751,1.53154,1.5732,1.50293
2018-08-28,1.5471,1.56751,1.57281,1.52593
2018-08-29,1.51834,1.5471,1.5578,1.5156
2018-08-30,1.49325,1.51834,1.54275,1.46919
2018-08-31,1.46983,1.49325,1.49482,1.42647
2018-09-01,1.47206,1.46983,1.51202,1.45987
2018-09-02,1.38907,1.47206,1.47845,1.359
2018-09-03,1.39867,1.38907,1.4204,1.37792
2018-09-04,1.3798,1.39867,1.40904,1.36893
2018-09-05,1.10072,1.3798,1.38784,1.10015
2018-09-06,1.20404,1.10072,1.24373,1.07551
2018-09-07,1.13445,1.20404,1.21586,1.12436
2018-09-08,1.05968,1.13445,1.16268,1.04525
2018-09-09,1.03095,1.05652,1.09144,0.98049
2018-09-10,0.98103,1.03095,1.04974,0.9657
2018-09-11,0.98381,0.98103,1.255,0.95166
2018-09-12,0.97302,0.98381,1.01739,0.90962
2018-09-13,0.9861,0.97302,0.98971,0.94218
2018-09-14,0.95749,0.9861,1.00169,0.93112
2018-09-15,0.95822,0.9576,0.9644,0.94547
2018-09-16,0.95654,0.95747,0.97185,0.9479
2018-09-17,0.93152,0.95654,0.99759,0.93112
2018-09-18,0.95744,0.93152,1.00098,0.92952
2018-09-19,0.93866,0.95744,0.99297,0.91107
2018-09-20,0.93249,0.93866,0.94057,0.88749
2018-09-21,1.66708,0.93249,2.05494,0.9278
2018-09-22,1.3062,1.69968,2.11157,1.27398
2018-09-23,1.37932,1.30599,1.41705,1.26784
2018-09-24,1.24494,1.37932,1.38342,1.22876
2018-09-25,1.34966,1.24494,1.3927,1.11115
2018-09-26,1.33309,1.34966,1.3887,1.2908
2018-09-27,1.34833,1.33309,1.45424,1.29432
2018-09-28,1.36928,1.34833,1.4674,1.32991
2018-09-29,1.34401,1.36818,1.38017,1.31365
2018-09-30,1.32928,1.34401,1.3663,1.31648
2018-10-01,1.31231,1.32928,1.34713,1.29859
2018-10-02,1.30451,1.31231,1.3499,1.28291
2018-10-03,1.2986,1.30451,1.32694,1.26625
2018-10-04,1.30295,1.2986,1.33518,1.28519
2018-10-05,1.27918,1.30295,1.30611,1.25748
2018-10-06,1.22628,1.27918,1.28745,1.21516
2018-10-07,1.19886,1.22648,1.22779,1.18605
2018-10-08,1.27252,1.19886,1.34007,1.19209
2018-10-09,1.27627,1.27252,1.29483,1.21873
2018-10-10,1.2563,1.27627,1.27811,1.22524
2018-10-11,1.1442,1.2563,1.2563,1.13596
2018-10-12,1.1941,1.1442,1.22807,1.13521
2018-10-13,1.21579,1.19348,1.24264,1.15858
2018-10-14,1.18897,1.21639,1.25675,1.18683
2018-10-15,1.25852,1.18897,1.39697,1.16162
2018-10-16,1.25164,1.25852,1.28232,1.2106
2018-10-17,1.23879,1.25164,1.25331,1.22237
2018-10-18,1.22401,1.23879,1.25391,1.2184
2018-10-19,1.19522,1.22401,1.22509,1.1915
2018-10-20,1.20196,1.19628,1.20923,1.182
2018-10-21,1.19412,1.20218,1.21006,1.19036
2018-10-22,1.17393,1.19412,1.19974,1.16218
2018-10-23,1.17894,1.17393,1.19951,1.16204
2018-10-24,1.17878,1.17894,1.19983,1.171
2018-10-25,1.19773,1.17878,1.22765,1.1744
2018-10-26,1.21557,1.19773,1.25367,1.18734
2018-10-27,1.26275,1.21523,1.56286,1.19878
2018-10-28,1.21466,1.26317,1.26662,1.19921
2018-10-29,1.14467,1.21466,1.21629,1.14357
2018-10-30,1.15919,1.14467,1.18385,1.14467
2018-10-31,1.15722,1.15919,1.16725,1.13498
2018-11-01,1.15679,1.15722,1.16386,1.14771
2018-11-02,1.19532,1.15679,1.19532,1.15374
2018-11-03,1.16198,1.19532,1.20318,1.15193
2018-11-04,1.17842,1.16227,1.18851,1.14284
2018-11-05,1.17378,1.17842,1.18032,1.16093
2018-11-06,1.21581,1.17378,1.23963,1.16693
2018-11-07,1.19852,1.21581,1.22532,1.19192
2018-11-08,1.1612,1.19852,1.20337,1.15404
2018-11-09,1.16019,1.1612,1.18473,1.15008
2018-11-10,1.16232,1.16019,1.17196,1.15614
2018-11-11,1.16691,1.16228,1.17188,1.15468
2018-11-12,1.17125,1.16691,1.17956,1.15319
2018-11-13,1.17569,1.17125,1.18329,1.16374
2018-11-14,1.075,1.17569,1.19069,1.03697
2018-11-15,1.07399,1.075,1.11581,0.9994
2018-11-16,1.1251,1.07399,1.19282,1.07399
2018-11-17,1.11998,1.12544,1.2031,1.10453
2018-11-18,1.12063,1.12091,1.14084,1.10321
2018-11-19,1.07815,1.12063,1.12068,1.03228
2018-11-20,0.96934,1.07815,1.10709,0.91656
2018-11-21,0.95615,0.96934,0.99319,0.91186
2018-11-22,0.9237,0.95615,0.9578,0.90404
2018-11-23,0.82834,0.9237,0.92983,0.81653
2018-11-24,0.66003,0.82834,0.85601,0.65567
2018-11-25,0.72098,0.6592,0.74341,0.55635
2018-11-26,0.78596,0.72098,0.89842,0.71591
2018-11-27,0.77516,0.78596,0.78596,0.72803
2018-11-28,0.78843,0.77516,0.80306,0.73997
2018-11-29,0.76907,0.78843,0.79778,0.75479
2018-11-30,0.6885,0.76907,0.77897,0.67943
2018-12-01,0.70087,0.6885,0.72221,0.66629
2018-12-02,0.6749,0.70094,0.71862,0.67316
2018-12-03,0.62589,0.6749,0.68807,0.6153
2018-12-04,0.62917,0.62589,0.65882,0.61516
2018-12-05,0.56755,0.62917,0.63812,0.56533
2018-12-06,0.54483,0.56755,0.61705,0.53525
2018-12-07,0.55453,0.54483,0.57423,0.51926
2018-12-08,0.51635,0.55453,0.57046,0.48444
2018-12-09,0.51092,0.51629,0.52927,0.49574
2018-12-10,0.48981,0.51092,0.51855,0.46909
2018-12-11,0.43707,0.48981,0.48981,0.42019
2018-12-12,0.44069,0.43306,0.47851,0.41041
2018-12-13,0.40987,0.44069,0.44284,0.40326
2018-12-14,0.37377,0.40987,0.41314,0.36549
2018-12-15,0.36521,0.37385,0.37442,0.35855
2018-12-16,0.37067,0.36524,0.39485,0.36147
2018-12-17,0.46985,0.37067,0.4818,0.36387
2018-12-18,0.63473,0.46985,0.63473,0.45527
2018-12-19,0.77018,0.63473,0.89738,0.63301
2018-12-20,0.78719,0.77018,0.83152,0.69919
2018-12-21,0.69029,0.78719,0.78719,0.65251
2018-12-22,0.733,0.69029,0.80073,0.64958
2018-12-23,0.72033,0.73461,0.77106,0.70447
2018-12-24,0.75119,0.72033,0.85418,0.71992
2018-12-25,0.69789,0.75119,0.75241,0.66214
2018-12-26,0.70598,0.69789,0.73227,0.67758
2018-12-27,0.67811,0.70598,0.72257,0.65894
2018-12-28,0.70344,0.67811,0.71807,0.6564
2018-12-29,0.66939,0.70346,0.71057,0.66687
2018-12-30,0.67699,0.67013,0.6898,0.66051
2018-12-31,0.64637,0.67699,0.67929,0.62616
2019-01-01,0.65931,0.64637,0.66329,0.6318
2019-01-02,0.67873,0.65931,0.67946,0.6467
2019-01-03,0.64124,0.67873,0.67873,0.64052
2019-01-04,0.63879,0.64124,0.64989,0.62773
2019-01-05,0.63881,0.63879,0.67129,0.63801
2019-01-06,0.6581,0.63871,1.28554,0.63171
2019-01-07,0.64373,0.6581,0.66628,0.64057
2019-01-08,0.6446,0.64373,0.65375,0.63522
2019-01-09,0.6614,0.6446,0.68328,0.63995
2019-01-10,0.60492,0.6614,0.67876,0.58828
2019-01-11,0.59298,0.60492,0.61092,0.58495
2019-01-12,0.59772,0.59286,0.60357,0.58841
2019-01-13,0.57665,0.59771,0.60304,0.57263
2019-01-14,0.59537,0.57665,0.60488,0.57479
2019-01-15,0.58156,0.59537,0.60082,0.57523
2019-01-16,0.58268,0.58156,0.5905,0.5778
2019-01-17,0.58573,0.58268,0.58869,0.57404
2019-01-18,0.57448,0.58573,0.58763,0.57188
2019-01-19,0.58453,0.57454,0.60389,0.5742
2019-01-20,0.55603,0.58453,0.59101,0.54441
2019-01-21,0.54998,0.55603,0.55815,0.54167
2019-01-22,0.55576,0.54998,0.55994,0.53745
2019-01-23,0.54904,0.55576,0.55862,0.54779
2019-01-24,0.55129,0.54904,0.557,0.54261
2019-01-25,0.5487,0.55129,0.55254,0.54469
2019-01-26,0.53761,0.5487,0.56095,0.53519
2019-01-27,0.51705,0.53733,0.53784,0.50552
2019-01-28,0.48916,0.51705,0.5177,0.47526
2019-01-29,0.47818,0.48916,0.49344,0.47238
2019-01-30,0.51745,0.47818,0.54196,0.47672
2019-01-31,0.50294,0.51745,0.53857,0.49589
2019-02-01,0.50471,0.50294,0.50838,0.4852
2019-02-02,0.50208,0.5043,0.50493,0.49077
2019-02-03,0.48643,0.50281,0.50364,0.48244
2019-02-04,0.48571,0.48643,0.488,0.48026
2019-02-05,0.48484,0.48571,0.48873,0.48299
2019-02-06,0.47178,0.48484,0.4857,0.46742
2019-02-07,0.4671,0.47178,0.47537,0.4671
2019-02-08,0.49796,0.4671,0.5184,0.4671
2019-02-09,0.50278,0.49798,0.5069,0.49447
2019-02-10,0.5023,0.50278,0.50418,0.49463
2019-02-11,0.49092,0.5023,0.5027,0.49068
2019-02-12,0.49328,0.49092,0.49634,0.48613
2019-02-13,0.49582,0.49328,0.49865,0.48759
2019-02-14,0.51169,0.49582,0.54784,0.49507
2019-02-15,0.51533,0.51169,0.52178,0.50683
2019-02-16,0.53502,0.51616,0.55045,0.51531
2019-02-17,0.5328,0.53502,0.55651,0.51828
2019-02-18,0.55549,0.5328,0.56392,0.52942
2019-02-19,0.55739,0.55549,0.59302,0.55205
2019-02-20,0.56718,0.55739,0.5729,0.54393
2019-02-21,0.54716,0.56718,0.57105,0.54298
2019-02-22,0.55162,0.54716,0.55511,0.54457
2019-02-23,0.56326,0.55072,0.57126,0.54486
2019-02-24,0.50824,0.56326,0.57796,0.49537
2019-02-25,0.53024,0.50824,0.5384,0.50538
2019-02-26,0.52244,0.53024,0.53181,0.51483
2019-02-27,0.52392,0.52244,0.52699,0.50681
2019-02-28,0.51445,0.52392,0.52674,0.51145
2019-03-01,0.49643,0.51445,0.51608,0.49601
2019-03-02,0.49897,0.49698,0.50675,0.49502
2019-03-03,0.49266,0.49897,0.50372,0.48965
2019-03-04,0.47518,0.49266,0.49538,0.46747
2019-03-05,0.49658,0.47518,0.50621,0.47192
2019-03-06,0.49612,0.49658,0.50907,0.49134
2019-03-07,0.49267,0.49612,0.50186,0.48902
2019-03-08,0.49755,0.49267,0.50824,0.48987
2019-03-09,0.50411,0.49755,0.50776,0.49381
2019-03-10,0.50198,0.50507,0.50507,0.4955
2019-03-11,0.50201,0.50198,0.50514,0.4939
2019-03-12,0.51699,0.50201,0.51935,0.49572
2019-03-13,0.5085,0.51699,0.52066,0.49994
2019-03-14,0.51883,0.5085,0.54119,0.50817
2019-03-15,0.53254,0.51883,0.53728,0.518
2019-03-16,0.53549,0.53254,0.55961,0.53051
2019-03-17,0.53106,0.53549,0.53549,0.52195
2019-03-18,0.53335,0.53106,0.5374,0.52743
2019-03-19,0.53629,0.53335,0.53785,0.52944
2019-03-20,0.53709,0.53629,0.54523,0.53163
2019-03-21,0.53172,0.53709,0.54537,0.5219
2019-03-22,0.5227,0.53172,0.53172,0.51962
2019-03-23,0.52925,0.52273,0.5305,0.52117
2019-03-24,0.51759,0.5292,0.5292,0.51563
2019-03-25,0.50762,0.51759,0.51942,0.50429
2019-03-26,0.51139,0.50762,0.51713,0.50421
2019-03-27,0.5242,0.51139,0.52511,0.50901
2019-03-28,0.52698,0.5242,0.52784,0.51761
2019-03-29,0.53057,0.52698,0.53217,0.52377
2019-03-30,0.5221,0.53057,0.53502,0.52114
2019-03-31,0.52215,0.52211,0.52513,0.52028
2019-04-01,0.52882,0.52215,0.52947,0.5175
2019-04-02,0.59245,0.52882,0.59245,0.52386
2019-04-03,0.5958,0.59245,0.63999,0.57224
2019-04-04,0.57419,0.5958,0.60165,0.57225
2019-04-05,0.69364,0.57419,0.72546,0.57419
2019-04-06,0.66883,0.69348,0.69827,0.65877
2019-04-07,0.69102,0.66883,0.70464,0.66883
2019-04-08,0.70074,0.69102,0.71388,0.68051
2019-04-09,0.67455,0.70074,0.70074,0.67398
2019-04-10,0.67681,0.67455,0.6996,0.6663
2019-04-11,0.63337,0.67681,0.68155,0.60983
2019-04-12,0.63959,0.63337,0.641,0.61016
2019-04-13,0.63654,0.63926,0.66798,0.6318
2019-04-14,0.6509,0.63592,0.65205,0.62699
2019-04-15,0.62754,0.6509,0.65224,0.62353
2019-04-16,0.64222,0.62754,0.64677,0.62031
2019-04-17,0.64205,0.64222,0.64821,0.6356
2019-04-18,0.64927,0.64205,0.65639,0.64094
2019-04-19,0.65068,0.64927,0.65146,0.63016
2019-04-20,1.17783,0.65017,1.18594,0.64968
2019-04-21,1.15372,1.15294,1.30218,0.95144
2019-04-22,1.08864,1.15372,1.15372,1.03811
2019-04-23,1.07558,1.08864,1.22406,1.06821
2019-04-24,1.02979,1.07558,1.11568,0.92162
2019-04-25,0.95475,1.02979,1.02979,0.94638
2019-04-26,0.96949,0.95475,1.00159,0.91221
2019-04-27,0.94825,0.96949,1.01639,0.93714
2019-04-28,1.17483,0.9477,1.18964,0.94768
2019-04-29,1.05237,1.17483,1.30345,1.02186
2019-04-30,1.1396,1.05237,1.25973,1.04511
2019-05-01,1.12324,1.1396,1.16909,1.1078
2019-05-02,1.10438,1.12324,1.14485,1.1031
2019-05-03,1.07847,1.10438,1.11727,1.07485
2019-05-04,1.07867,1.07853,1.11544,1.06298
2019-05-05,1.07597,1.07867,1.15458,1.06171
