TIMESTAMP,DOLR_OPEN_PRICE_USD,DOLR_HIGH_PRICE_USD,DOLR_LOW_PRICE_USD,DOLR_CLOSE_PRICE_USD,DOLR_VOLUME_USD,DOLR_DIVIDENDS_USD,DOLR_STOCK_SPLITS_USD
2025-04-29 00:00:00+00:00,0.01191600039601326,0.012889999896287918,0.011633999645709991,0.012701000086963177,8365,0.0,0.0
2025-04-30 00:00:00+00:00,0.012701000086963177,0.012722999788820744,0.012016999535262585,0.012346000410616398,6051,0.0,0.0
2025-05-01 00:00:00+00:00,0.012346000410616398,0.01261099986732006,0.011882999911904335,0.012137000449001789,1142,0.0,0.0
2025-05-02 00:00:00+00:00,0.012137000449001789,0.012426000088453293,0.012054000049829483,0.012295999564230442,4179,0.0,0.0
2025-05-03 00:00:00+00:00,0.012295999564230442,0.01233300007879734,0.010871999897062778,0.010893000289797783,5155,0.0,0.0
2025-05-04 00:00:00+00:00,0.010893000289797783,0.011606000363826752,0.010653999634087086,0.011265000328421593,6266,0.0,0.0
2025-05-05 00:00:00+00:00,0.011265000328421593,0.011373000219464302,0.009399999864399433,0.009399999864399433,4663,0.0,0.0
2025-05-06 00:00:00+00:00,0.009399999864399433,0.013190999627113342,0.00923100020736456,0.013175000436604023,43668,0.0,0.0
2025-05-07 00:00:00+00:00,0.013175000436604023,0.015514999628067017,0.012423000298440456,0.015514999628067017,13640,0.0,0.0
2025-05-08 00:00:00+00:00,0.015514999628067017,0.016433000564575195,0.015224999748170376,0.016184000298380852,9627,0.0,0.0
2025-05-09 00:00:00+00:00,0.016184000298380852,0.016429999843239784,0.015573999844491482,0.015664000064134598,2682,0.0,0.0
2025-05-10 00:00:00+00:00,0.015664000064134598,0.01637900061905384,0.015298999845981598,0.016359999775886536,1152,0.0,0.0
2025-05-11 00:00:00+00:00,0.016359999775886536,0.0166190005838871,0.015440000221133232,0.015946999192237854,795,0.0,0.0
2025-05-12 00:00:00+00:00,0.015946999192237854,0.01668200083076954,0.0157880000770092,0.01620499975979328,4827,0.0,0.0
2025-05-13 00:00:00+00:00,0.01620499975979328,0.01620499975979328,0.015035999938845634,0.016062000766396523,2715,0.0,0.0
2025-05-14 00:00:00+00:00,0.016062000766396523,0.016224000602960587,0.015033000148832798,0.015147999860346317,1677,0.0,0.0
2025-05-15 00:00:00+00:00,0.015147999860346317,0.015289000235497952,0.014244000427424908,0.014387999661266804,1068,0.0,0.0
2025-05-16 00:00:00+00:00,0.014387999661266804,0.0147299999371171,0.012523000128567219,0.012583999894559383,7373,0.0,0.0
2025-05-17 00:00:00+00:00,0.012583999894559383,0.012694000266492367,0.01119999960064888,0.011331000365316868,5826,0.0,0.0
2025-05-18 00:00:00+00:00,0.011331000365316868,0.011668999679386616,0.010594000108540058,0.011177999898791313,2299,0.0,0.0
2025-05-19 00:00:00+00:00,0.011177999898791313,0.011195999570190907,0.010497000068426132,0.010935000143945217,173,0.0,0.0
2025-05-20 00:00:00+00:00,0.010935000143945217,0.011246000416576862,0.010753000155091286,0.01114100031554699,1429,0.0,0.0
2025-05-21 00:00:00+00:00,0.01114100031554699,0.011594000272452831,0.010976999998092651,0.011303000152111053,341,0.0,0.0
2025-05-22 00:00:00+00:00,0.011303000152111053,0.012102000415325165,0.011278999969363213,0.011970999650657177,1232,0.0,0.0
2025-05-23 00:00:00+00:00,0.011970999650657177,0.0121069997549057,0.010784000158309937,0.010793999768793583,358,0.0,0.0
2025-05-24 00:00:00+00:00,0.010793999768793583,0.01097899954766035,0.01054100040346384,0.010572000406682491,815,0.0,0.0
2025-05-25 00:00:00+00:00,0.010572000406682491,0.010618000291287899,0.009790999814867973,0.01029600016772747,1762,0.0,0.0
2025-05-26 00:00:00+00:00,0.01029600016772747,0.010576000437140465,0.010001000016927719,0.010091000236570835,327,0.0,0.0
2025-05-27 00:00:00+00:00,0.010091000236570835,0.010406999848783016,0.00989300012588501,0.010243999771773815,56,0.0,0.0
2025-05-28 00:00:00+00:00,0.010243999771773815,0.010377000086009502,0.009816999547183514,0.010316000320017338,688,0.0,0.0
2025-05-29 00:00:00+00:00,0.010316000320017338,0.010565999895334244,0.009879999794065952,0.00990699976682663,310,0.0,0.0
2025-05-30 00:00:00+00:00,0.00990699976682663,0.009963000193238258,0.0089910002425313,0.009002000093460083,14,0.0,0.0
2025-05-31 00:00:00+00:00,0.009002000093460083,0.009317999705672264,0.008860999718308449,0.009270000271499157,20,0.0,0.0
2025-06-01 00:00:00+00:00,0.00927015207707882,0.009431770071387291,0.009090409614145756,0.009264728985726833,10,0.0,0.0
