TIMESTAMP,RNA_OPEN_PRICE_USD,RNA_HIGH_PRICE_USD,RNA_LOW_PRICE_USD,RNA_CLOSE_PRICE_USD,RNA_VOLUME_USD,RNA_DIVIDENDS_USD,RNA_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,,,,0.0,2907076,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,501106,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,815611,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,458368,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,351134,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,613747,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,3868051,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,6146117,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,1035899,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,716205,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,834530,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,691736,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,496754,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,465407,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,357865,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,470170,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,439418,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,348745,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,339989,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,286483,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,345816,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,311635,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,256239,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,246641,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,268756,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,220149,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,265775,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,249374,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,226738,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,211178,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,218059,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,221009,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,206097,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,209487,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,186469,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,180580,0.0,0.0
