TIMESTAMP,AUR_OPEN_PRICE_USD,AUR_HIGH_PRICE_USD,AUR_LOW_PRICE_USD,AUR_CLOSE_PRICE_USD,AUR_VOLUME_USD,AUR_DIVIDENDS_USD,AUR_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.6390680074691772,0.7168539762496948,0.6210920214653015,0.6473900079727173,157257,0.0,0.0
2017-11-10 00:00:00+00:00,0.6489319801330566,0.6602299809455872,0.5852149724960327,0.6040470004081726,56687,0.0,0.0
2017-11-11 00:00:00+00:00,0.6063849925994873,0.6172000169754028,0.5515850186347961,0.5575879812240601,17115,0.0,0.0
2017-11-12 00:00:00+00:00,0.5571920275688171,0.5677909851074219,0.4867039918899536,0.5277450084686279,32786,0.0,0.0
2017-11-13 00:00:00+00:00,0.5282790064811707,0.5872920155525208,0.526835024356842,0.576645016670227,14139,0.0,0.0
2017-11-14 00:00:00+00:00,0.5783569812774658,0.6319739818572998,0.5775610208511353,0.6211100220680237,36619,0.0,0.0
2017-11-15 00:00:00+00:00,0.6216869950294495,0.6726530194282532,0.6216869950294495,0.6632840037345886,20372,0.0,0.0
2017-11-16 00:00:00+00:00,0.666562020778656,0.6998159885406494,0.6502779722213745,0.6845210194587708,24696,0.0,0.0
2017-11-17 00:00:00+00:00,0.6833080053329468,0.6867340207099915,0.634302020072937,0.6357589960098267,25848,0.0,0.0
2017-11-18 00:00:00+00:00,0.6336640119552612,0.6521090269088745,0.6171799898147583,0.6427710056304932,12360,0.0,0.0
2017-11-19 00:00:00+00:00,0.6419029831886292,0.6612949967384338,0.6295719742774963,0.6534289717674255,16977,0.0,0.0
2017-11-20 00:00:00+00:00,0.6530460119247437,0.6730139851570129,0.6406099796295166,0.665012001991272,15929,0.0,0.0
2017-11-21 00:00:00+00:00,0.6579830050468445,0.7490329742431641,0.63509601354599,0.7283859848976135,83547,0.0,0.0
2017-11-22 00:00:00+00:00,0.7294690012931824,0.778685986995697,0.7007719874382019,0.7200049757957458,99058,0.0,0.0
2017-11-23 00:00:00+00:00,0.7075530290603638,0.74577397108078,0.6840280294418335,0.6929519772529602,55751,0.0,0.0
