,K,Alpha,Tau,MSE
44,13,1500,0.2,5.70739906019624e-09
45,12,1500,0.2,5.707399187913167e-09
46,15,1750,0.3,5.707399265840404e-09
47,11,1000,0.15,5.7073992894237276e-09
48,10,1000,0.15,5.707399293213802e-09
49,14,2000,0.2,5.707399394571762e-09
50,13,1500,0.15,5.70739970921634e-09
51,15,1750,0.25,5.707399712276761e-09
52,14,1750,0.3,5.707399791602991e-09
53,15,2250,0.25,5.7073998722205275e-09
54,14,2250,0.25,5.707399910388659e-09
55,13,2000,0.3,5.707400228107528e-09
56,14,1750,0.25,5.707400351550947e-09
57,15,1750,0.2,5.707400470491291e-09
58,10,1500,0.25,5.70740053252369e-09
59,14,1750,0.2,5.707401315682835e-09
60,13,1250,0.3,5.7074033037924525e-09
61,12,1250,0.3,5.7074040258170985e-09
62,14,1750,0.15,5.707405592729543e-09
63,13,1250,0.25,5.7074063447235405e-09
64,12,1250,0.25,5.707407735964188e-09
65,11,750,0.3,5.707409878902731e-09
66,10,750,0.3,5.707410155097839e-09
67,15,1500,0.3,5.707411369516284e-09
68,13,1250,0.2,5.707412686335979e-09
69,11,750,0.25,5.707415014157461e-09
70,14,1500,0.3,5.7074153190029495e-09
71,15,2000,0.3,5.7074154625593425e-09
72,10,750,0.25,5.707415475354446e-09
73,15,1500,0.25,5.707416417452153e-09
74,15,2500,0.3,5.707416848832461e-09
75,15,2000,0.25,5.70742044797137e-09
76,14,1500,0.25,5.707421423309081e-09
77,11,750,0.2,5.707424741363216e-09
78,15,1500,0.2,5.707425080230761e-09
79,10,750,0.2,5.7074255805959395e-09
80,13,1250,0.15,5.707429222009581e-09
81,14,1500,0.2,5.707431936391241e-09
82,15,2000,0.2,5.7074320425314796e-09
83,15,1500,0.15,5.707442463324982e-09
84,11,750,0.15,5.707446886852479e-09
85,10,750,0.15,5.707448664684474e-09
86,14,1500,0.15,5.7074533369609105e-09
87,13,1000,0.3,5.707462462013469e-09
88,12,1500,0.3,5.707466641704074e-09
89,13,1750,0.15,5.707467581285891e-09
90,11,1250,0.1,5.707470059885477e-09
91,12,1750,0.15,5.707470740585121e-09
92,12,1000,0.3,5.707489184581417e-09
93,13,1250,0.1,5.7074932714104265e-09
94,13,1000,0.25,5.707496099309306e-09
95,15,1500,0.1,5.707497399747184e-09
96,11,750,0.1,5.7075171656284995e-09
97,10,750,0.1,5.707522120107437e-09
98,14,1750,0.1,5.7075324521195324e-09
99,15,1250,0.3,5.707537471013454e-09
100,14,1500,0.1,5.707538454123573e-09
101,12,1000,0.25,5.707538545907686e-09
102,13,1000,0.2,5.707563910156284e-09
103,14,1250,0.3,5.7075668269698365e-09
104,15,1250,0.25,5.707588312007769e-09
105,14,1250,0.25,5.707627485096484e-09
106,12,1000,0.2,5.7076401809655525e-09
107,13,2000,0.25,5.707649328602695e-09
108,15,1250,0.2,5.7076752664646575e-09
109,11,500,0.3,5.707711893544155e-09
110,14,1250,0.2,5.707731233549127e-09
111,13,1000,0.15,5.7077331031686144e-09
112,12,500,0.3,5.707800536858057e-09
113,8,500,0.3,5.7078407634870304e-09
114,15,1250,0.15,5.707845937897029e-09
115,10,500,0.3,5.707846349511773e-09
116,9,500,0.3,5.7078666624892694e-09
117,12,1000,0.15,5.7079130567842915e-09
118,14,1250,0.15,5.707934575529858e-09
119,11,500,0.25,5.707938174507196e-09
120,14,750,0.3,5.707945392508802e-09
121,12,500,0.25,5.707991037262283e-09
122,13,750,0.3,5.7080038642600786e-09
123,10,500,0.25,5.708057822630831e-09
124,9,500,0.25,5.708069919767846e-09
125,14,2500,0.3,5.708076494512641e-09
126,14,750,0.25,5.708212863365677e-09
127,15,1250,0.1,5.7082809371072056e-09
128,13,750,0.25,5.708302043456231e-09
129,12,500,0.2,5.708358045984175e-09
130,14,2000,0.1,5.7083612105748654e-09
131,11,500,0.2,5.708361936595264e-09
132,13,1000,0.1,5.70837109436106e-09
133,14,1250,0.1,5.70843155138757e-09
134,10,500,0.2,5.7084655207033076e-09
135,12,1250,0.2,5.7086298454003045e-09
136,14,750,0.2,5.708737521359259e-09
137,13,750,0.2,5.708889954105575e-09
138,15,1000,0.3,5.708894241880978e-09
139,14,1000,0.3,5.709188722938157e-09
140,12,500,0.15,5.709213488787033e-09
141,11,500,0.15,5.709276046682844e-09
142,10,500,0.15,5.7094172078902664e-09
143,15,1000,0.25,5.709460134703216e-09
144,15,1750,0.15,5.709800509327005e-09
145,14,1000,0.25,5.7098521572465715e-09
146,14,750,0.15,5.709995937663613e-09
147,12,750,0.3,5.7100838940792345e-09
148,13,750,0.15,5.7103111819409295e-09
149,15,1000,0.2,5.710440943324819e-09
150,14,2250,0.2,5.710463820908846e-09
151,14,1000,0.2,5.710999025894011e-09
152,12,2000,0.25,5.711513703492363e-09
153,15,500,0.3,5.712026422599476e-09
154,12,500,0.1,5.712066530433785e-09
155,15,1000,0.15,5.712370976323661e-09
156,10,500,0.1,5.712601673969737e-09
157,11,500,0.1,5.7126534269538035e-09
158,14,500,0.3,5.71275466772617e-09
159,11,1250,0.05,5.712976892449366e-09
160,11,250,0.3,5.7131862583938205e-09
161,14,1000,0.15,5.71325353894902e-09
162,14,250,0.3,5.7137076584097155e-09
163,12,250,0.3,5.713910694958717e-09
164,13,250,0.3,5.7139854873611685e-09
165,15,500,0.25,5.7142441635922384e-09
166,10,250,0.3,5.714260612220666e-09
167,9,250,0.3,5.714289643099487e-09
168,12,1250,0.05,5.714313424958052e-09
169,8,250,0.3,5.714373560443621e-09
170,14,750,0.1,5.714424223001569e-09
171,7,250,0.3,5.714533014290318e-09
172,14,500,0.25,5.715291467025492e-09
173,13,500,0.3,5.715333755752769e-09
174,15,250,0.3,5.715341623147776e-09
175,13,750,0.1,5.7153780123230555e-09
176,10,1500,0.2,5.716646460267674e-09
177,9,500,0.2,5.716648439281273e-09
178,14,250,0.25,5.716651462708464e-09
179,15,1000,0.1,5.71679137750232e-09
180,11,250,0.25,5.71698214635745e-09
181,12,250,0.25,5.716993721100969e-09
182,13,250,0.25,5.71703129410409e-09
183,10,250,0.25,5.717423965905374e-09
184,9,250,0.25,5.7174673382762154e-09
185,8,250,0.25,5.7175961764733255e-09
186,7,250,0.25,5.717789808424029e-09
187,13,1250,0.05,5.718358648157254e-09
188,14,1000,0.1,5.718365023662838e-09
189,15,500,0.2,5.7185489731718865e-09
190,15,2750,0.3,5.718676062255797e-09
191,12,750,0.25,5.718872810152271e-09
192,15,250,0.25,5.719033589691453e-09
193,13,500,0.25,5.719062840534623e-09
194,14,500,0.2,5.720213878867022e-09
195,8,500,0.25,5.722100378331906e-09
196,14,250,0.2,5.722245468812006e-09
197,13,1000,0.05,5.722411883090837e-09
198,13,250,0.2,5.7228136187402494e-09
199,12,250,0.2,5.722869383251835e-09
200,10,250,0.2,5.72343213001613e-09
201,9,250,0.2,5.723503899633881e-09
202,8,250,0.2,5.723721232945893e-09
203,11,250,0.2,5.724574604918319e-09
204,15,250,0.2,5.726026046880668e-09
205,13,500,0.2,5.726311871867201e-09
206,15,500,0.15,5.7287169927484446e-09
207,12,1000,0.05,5.72942123490426e-09
208,11,1500,0.2,5.729647715050144e-09
209,15,750,0.3,5.730267266812163e-09
210,13,1500,0.05,5.730980702383377e-09
211,14,500,0.15,5.731864748494272e-09
212,15,1250,0.05,5.734640961331674e-09
213,14,250,0.15,5.734968562996148e-09
214,13,250,0.15,5.735955073320109e-09
215,12,250,0.15,5.736276267810201e-09
216,10,250,0.15,5.737102679907451e-09
217,9,250,0.15,5.7372436144970444e-09
218,8,250,0.15,5.737673188831993e-09
219,12,500,0.05,5.7392329239056876e-09
220,15,750,0.25,5.739474704252119e-09
221,15,250,0.15,5.741841391379369e-09
222,15,1500,0.05,5.742461804206393e-09
223,11,250,0.15,5.742814485511936e-09
224,10,500,0.05,5.742875542783076e-09
225,13,500,0.15,5.743612395774882e-09
226,13,2000,0.2,5.754423346509541e-09
227,15,750,0.2,5.756178518973158e-09
228,14,1250,0.05,5.761978118299398e-09
229,14,1500,0.05,5.7632446344051005e-09
230,15,500,0.1,5.763564394617415e-09
231,15,1000,0.05,5.7674263421873725e-09
232,14,750,0.05,5.768116284843955e-09
233,14,500,0.1,5.7721054325730615e-09
234,14,250,0.1,5.775167933436164e-09
235,13,250,0.1,5.777451606739592e-09
236,12,250,0.1,5.778784871425008e-09
237,13,750,0.05,5.779046963953058e-09
238,10,250,0.1,5.780379111878841e-09
239,9,250,0.1,5.78076129843858e-09
240,8,250,0.1,5.781918455886879e-09
241,12,750,0.2,5.789547679442773e-09
242,15,250,0.1,5.791280101747618e-09
243,15,750,0.15,5.792219487684247e-09
244,14,1000,0.05,5.7925054080747135e-09
245,11,250,0.1,5.8044838856826226e-09
246,13,500,0.1,5.8049999992471975e-09
247,15,2000,0.15,5.812166192108505e-09
248,15,2250,0.2,5.844309948481937e-09
249,15,1750,0.1,5.854921951550568e-09
250,14,1750,0.05,5.8595629072717295e-09
251,15,2500,0.25,5.862194446353739e-09
252,15,750,0.1,5.901864832151002e-09
253,12,1750,0.1,5.9053667671618454e-09
254,13,1750,0.1,5.91882319328502e-09
255,14,250,0.05,6.073411267591408e-09
256,13,250,0.05,6.085117801236447e-09
257,12,1500,0.05,6.09646764237994e-09
258,12,250,0.05,6.096501793469727e-09
259,10,250,0.05,6.103140397368609e-09
260,9,250,0.05,6.106844701296895e-09
261,8,250,0.05,6.112613180528475e-09
262,15,500,0.05,6.121386454612043e-09
263,15,250,0.05,6.145514006359239e-09
264,14,500,0.05,6.197197069314011e-09
265,12,750,0.1,6.322647660346938e-09
266,11,250,0.05,6.330168987537289e-09
267,12,2000,0.2,6.355317011378572e-09
268,15,2750,0.2,6.355865061167039e-09
269,12,750,0.05,6.4397081607346674e-09
270,13,500,0.05,6.522234358593483e-09
271,12,1000,0.1,6.673722151404573e-09
272,15,2500,0.15,6.844806794440925e-09
273,15,2250,0.1,6.878264570823546e-09
274,15,750,0.05,7.333760415002754e-09
275,7,250,0.2,7.602051309293206e-09
276,14,2250,0.15,7.906674480473185e-09
277,14,2500,0.25,9.204610587820535e-09
278,14,2000,0.05,9.770657949519927e-09
279,10,1500,0.15,1.1203469129036359e-08
280,9,500,0.15,1.1865321337830254e-08
281,11,500,0.05,1.2711363360717508e-08
282,11,1750,0.2,1.305876601848552e-08
283,13,1750,0.05,1.3872165547946156e-08
284,11,1750,0.3,1.4813405322933897e-08
285,12,1250,0.15,1.6449595828532505e-08
286,11,2000,0.3,1.6648866123349457e-08
287,12,750,0.15,1.9718057740561055e-08
288,10,1750,0.3,2.647643477343647e-08
289,14,2250,0.1,2.6844857839830898e-08
290,15,1750,0.05,2.8457881585194282e-08
291,13,2250,0.3,2.8569031407800276e-08
292,15,2000,0.1,2.9982435292052295e-08
293,15,2750,0.25,3.3032985804568685e-08
294,12,1750,0.05,3.9059550118089584e-08
295,8,500,0.2,4.29958221750965e-08
296,11,1500,0.15,4.304713200300041e-08
297,7,250,0.15,5.4773985264865935e-08
298,12,2250,0.3,5.8931059606278446e-08
299,13,2000,0.15,1.1317670363751382e-07
300,15,2750,0.15,1.427615281000772e-07
301,15,3000,0.3,1.5101677157356878e-07
302,12,2000,0.15,1.609145734083863e-07
303,15,3000,0.25,1.7010998596131151e-07
304,14,2750,0.3,1.7161572096715557e-07
305,15,2500,0.1,1.785719160164267e-07
306,13,2500,0.25,2.144648288271374e-07
307,15,3250,0.3,2.459944756828709e-07
308,13,2250,0.05,2.8111963621772793e-07
309,9,500,0.1,3.483536312282227e-07
310,15,2250,0.15,3.7743999761103285e-07
311,8,500,0.15,3.9627595043721614e-07
312,9,1000,0.2,4.07324816636659e-07
313,11,1750,0.15,4.361446679913452e-07
314,15,2000,0.05,4.6323698422587095e-07
315,7,250,0.1,5.463176514330398e-07
316,11,2000,0.25,5.575549054761077e-07
317,15,2250,0.05,5.97719127645002e-07
318,15,2500,0.2,6.058388230178278e-07
319,9,750,0.25,6.149092877733401e-07
320,14,2500,0.2,7.4480764107923e-07
321,14,2250,0.05,7.649827013700944e-07
322,9,750,0.3,8.056028636462479e-07
323,9,500,0.05,8.879931947133098e-07
324,9,1000,0.3,8.925155709364603e-07
325,12,2250,0.25,1.0565583516463674e-06
326,10,1500,0.1,1.164593754612345e-06
327,8,500,0.1,1.385180172619709e-06
328,13,2250,0.15,1.4397930458439619e-06
329,9,1000,0.15,1.5200848586488488e-06
330,12,2000,0.1,1.5327835976588096e-06
331,15,2500,0.05,1.5508532038821755e-06
332,8,750,0.2,1.5986967690061519e-06
333,11,1500,0.05,1.9242827263182825e-06
334,9,1250,0.1,1.9823955633442553e-06
335,8,750,0.3,2.063026049996287e-06
336,9,1250,0.25,2.097023567278378e-06
337,13,2750,0.3,2.177663453217236e-06
338,8,1000,0.2,2.3223274648574916e-06
339,11,1750,0.25,2.3401164644267355e-06
340,9,1500,0.25,2.3960688185294015e-06
341,13,2250,0.1,2.7659408733215146e-06
342,12,2000,0.05,2.8392926059594476e-06
343,15,3500,0.25,2.864420815467022e-06
344,6,250,0.3,2.9150327608599103e-06
345,13,2000,0.05,3.1996960873991862e-06
346,13,2000,0.1,3.5477813588808665e-06
347,11,2250,0.3,3.7162510011334788e-06
348,15,2750,0.1,3.8007109282542036e-06
349,11,1750,0.1,3.851935822440452e-06
350,13,2500,0.15,3.856106397469009e-06
351,13,2500,0.2,3.869605111078028e-06
352,9,750,0.2,3.90913587689314e-06
353,9,1000,0.1,3.933025132400494e-06
354,10,1750,0.25,4.105721402957617e-06
355,9,750,0.15,4.192964024013649e-06
356,14,2500,0.05,4.432640006049091e-06
357,13,2500,0.3,4.749432115295697e-06
358,13,2250,0.25,4.994824978324521e-06
359,15,3000,0.2,5.038770032400281e-06
360,9,1750,0.3,5.155577954766236e-06
361,14,2750,0.15,5.284837853373745e-06
362,12,2250,0.05,5.3443804548061395e-06
363,15,3500,0.2,5.3683245162753115e-06
364,13,3000,0.3,5.640834616844298e-06
365,14,3000,0.25,5.7241768550830065e-06
366,11,2000,0.2,5.735045206182849e-06
367,9,1000,0.25,5.880138968481626e-06
368,12,2250,0.15,6.070139974398234e-06
369,7,250,0.05,6.600855024407733e-06
370,13,2750,0.25,6.636379399167682e-06
371,9,750,0.1,6.747214908177744e-06
372,14,2750,0.1,7.080535593191737e-06
373,14,3250,0.2,7.091224835585142e-06
374,15,2750,0.05,7.096798594672697e-06
375,12,2250,0.1,7.124697544504166e-06
376,11,2000,0.1,7.2782068633366965e-06
377,8,1250,0.25,7.298897239225785e-06
378,11,2250,0.2,7.722709761258926e-06
379,10,2000,0.2,7.748783903263442e-06
380,9,1000,0.05,7.81652569572976e-06
381,15,3250,0.15,7.945114519583614e-06
382,12,3000,0.3,7.946630604661357e-06
383,12,2500,0.25,7.951417313110277e-06
384,6,250,0.25,8.10304620346415e-06
385,15,3000,0.1,8.1298400794165e-06
386,14,2750,0.25,8.240150631320704e-06
387,15,250,0.0,8.377295290863682e-06
388,14,250,0.0,8.466581923436477e-06
389,8,500,0.05,8.488719218981431e-06
390,13,250,0.0,8.508019912988204e-06
391,9,750,0.05,8.602341876462305e-06
392,12,250,0.0,8.630857495915945e-06
393,6,250,0.1,8.721440080787065e-06
394,11,1750,0.05,8.879580960393253e-06
395,12,2250,0.2,9.043753790461934e-06
396,11,250,0.0,9.051319633889132e-06
397,14,2500,0.15,9.15672549288583e-06
398,15,3500,0.3,9.15744311519831e-06
399,10,2000,0.15,9.207912562086762e-06
400,14,2750,0.2,9.360454219264774e-06
401,10,250,0.0,9.462535955199872e-06
402,14,3000,0.3,9.526553823461058e-06
403,15,3250,0.1,9.587241891834421e-06
404,11,2500,0.3,9.655101748215422e-06
405,14,3000,0.15,9.98549128770588e-06
406,13,2250,0.2,1.0105010056680897e-05
407,9,1250,0.05,1.0296710281700952e-05
408,7,500,0.25,1.0298591728673073e-05
409,12,2500,0.2,1.0643675351362398e-05
410,11,2000,0.05,1.0689984991222342e-05
411,8,1000,0.25,1.0779853313897264e-05
412,14,2750,0.05,1.1035713185692889e-05
413,9,1750,0.25,1.1149912511569085e-05
414,9,250,0.0,1.124517861762743e-05
415,14,3000,0.2,1.132760208443024e-05
416,15,3000,0.15,1.1465029526383589e-05
417,11,2250,0.05,1.1943147917478902e-05
418,13,3000,0.25,1.2236983973064602e-05
419,15,3250,0.25,1.2310845826447686e-05
420,13,2750,0.2,1.246339385277671e-05
421,14,3250,0.25,1.2893995572626306e-05
422,15,3750,0.3,1.3017745404772546e-05
423,8,750,0.1,1.3256346798308432e-05
424,6,250,0.2,1.3488751355157784e-05
425,15,3500,0.15,1.4083054121362759e-05
426,13,2750,0.15,1.4292539243125214e-05
427,14,2500,0.1,1.4331955036477368e-05
428,10,1750,0.05,1.4353454429618468e-05
429,7,500,0.3,1.4434703897338262e-05
430,11,2000,0.15,1.4819822429099161e-05
431,12,2750,0.3,1.489007711909175e-05
432,14,3000,0.05,1.496203197314103e-05
433,10,2000,0.25,1.514121056755042e-05
434,14,3250,0.15,1.5223580383707355e-05
435,15,3250,0.2,1.5408436450286514e-05
436,8,750,0.25,1.5539333713448088e-05
437,11,2250,0.1,1.5700627636941804e-05
438,11,2250,0.25,1.5737586832665684e-05
439,12,2500,0.15,1.588621047247683e-05
440,13,2500,0.1,1.600687474495241e-05
441,8,1250,0.3,1.6070535192840055e-05
442,8,250,0.0,1.646694015189736e-05
443,14,3500,0.3,1.648087821825411e-05
444,10,2250,0.3,1.669142672199514e-05
445,11,2750,0.3,1.676773233506118e-05
446,10,2500,0.3,1.677009932466518e-05
447,9,1250,0.3,1.692913948662437e-05
448,13,3250,0.25,1.6932167142043587e-05
449,13,3250,0.3,1.6964473945316656e-05
450,7,500,0.15,1.7095670213139735e-05
451,12,3000,0.25,1.7426425351549256e-05
452,15,3000,0.05,1.7622934622016466e-05
453,14,3000,0.1,1.810468456082413e-05
454,15,500,0.0,1.8148270853900648e-05
455,14,500,0.0,1.825973900418728e-05
456,13,3500,0.3,1.924904963157458e-05
457,14,3750,0.25,1.9256806049948684e-05
458,13,500,0.0,1.9349388880461206e-05
459,14,3250,0.3,2.030756584044501e-05
460,12,2500,0.3,2.0599108629849647e-05
461,6,250,0.15,2.0737923602138913e-05
462,13,3000,0.15,2.0771345822937976e-05
463,8,750,0.15,2.077296523722765e-05
464,9,1250,0.2,2.0903924194104455e-05
465,12,2750,0.25,2.103217280325817e-05
466,15,3750,0.2,2.107330467957437e-05
467,15,3500,0.05,2.1874119773691373e-05
468,14,3250,0.05,2.2188599607352107e-05
469,9,1500,0.15,2.2255822222128452e-05
470,6,250,0.05,2.2283606278953473e-05
471,12,2750,0.2,2.2379853445080456e-05
472,12,2750,0.15,2.2487001601704416e-05
473,14,3250,0.1,2.2553209877913137e-05
474,15,3750,0.25,2.292279665494214e-05
475,13,2750,0.1,2.306536875612438e-05
476,15,750,0.0,2.31157031915347e-05
477,8,750,0.05,2.325718160310565e-05
478,15,4000,0.25,2.35164606188648e-05
479,13,2500,0.05,2.3708566757966788e-05
480,14,3500,0.15,2.3770345375638368e-05
481,14,4000,0.25,2.434830742227931e-05
482,10,2250,0.25,2.4370986036227378e-05
483,7,500,0.2,2.4753553431031873e-05
484,13,3000,0.2,2.505665743334455e-05
485,9,1250,0.15,2.514481979064427e-05
486,14,3500,0.25,2.5372964856507608e-05
487,13,3250,0.1,2.5409539055854055e-05
488,12,2500,0.1,2.5431035465747785e-05
489,6,500,0.25,2.579214406929544e-05
490,15,3250,0.05,2.6060374485589844e-05
491,12,3250,0.25,2.6100135281197483e-05
492,12,3250,0.1,2.66384198057581e-05
493,15,4000,0.3,2.6802542205722132e-05
494,13,3250,0.2,2.6817780100171425e-05
495,8,1000,0.3,2.7188342834333908e-05
496,7,250,0.0,2.7219846095850288e-05
497,14,4750,0.3,2.756641426590195e-05
498,14,3750,0.3,2.7755495729124872e-05
499,9,1500,0.3,2.8433047645479274e-05
500,14,3500,0.05,2.8440774369812392e-05
501,7,750,0.15,2.8902252779807742e-05
502,10,2000,0.3,2.9015356277127377e-05
503,14,3500,0.2,2.9362794451230446e-05
504,11,2750,0.25,3.044873385231283e-05
505,14,3500,0.1,3.0505690339690344e-05
506,13,4250,0.3,3.096773981962849e-05
507,13,3000,0.1,3.1199810695442435e-05
508,9,2000,0.25,3.135082115708424e-05
509,12,500,0.0,3.166018438096329e-05
510,7,750,0.3,3.1723376405439994e-05
511,15,4250,0.3,3.17959504141916e-05
512,15,3750,0.05,3.233511974344785e-05
513,13,3750,0.2,3.278214892684066e-05
514,11,500,0.0,3.312569111600551e-05
515,7,1000,0.3,3.372643032090473e-05
516,9,1750,0.1,3.428542077990862e-05
517,10,500,0.0,3.4449478605424994e-05
518,8,1000,0.05,3.4544934178697573e-05
519,13,3500,0.25,3.4641086811512395e-05
520,11,2500,0.15,3.4655076477690276e-05
521,10,1750,0.15,3.473537639797594e-05
522,14,4000,0.3,3.481666736034739e-05
523,9,1500,0.2,3.527729649833461e-05
524,7,500,0.05,3.528274654552912e-05
525,12,3000,0.2,3.585783702347259e-05
526,11,2500,0.1,3.660058107803421e-05
527,14,750,0.0,3.7134751686945226e-05
528,11,2250,0.15,3.7484499337352095e-05
529,14,3750,0.15,3.773391796954229e-05
530,15,1000,0.0,3.7810871850287344e-05
531,12,3250,0.2,3.789239198329548e-05
532,13,750,0.0,3.795670756989267e-05
533,14,4000,0.05,3.8245643471073846e-05
534,7,1250,0.3,3.849689272710998e-05
535,8,1250,0.2,3.8592513201030235e-05
536,15,4500,0.3,3.8622652784048954e-05
537,13,3500,0.2,3.888482346683969e-05
538,13,2750,0.05,3.9009945609797115e-05
539,14,1000,0.0,3.9022929977399064e-05
540,14,4250,0.25,3.929271136450734e-05
541,12,3250,0.3,3.9380636465294916e-05
542,5,250,0.1,3.9437580107703494e-05
543,15,4000,0.15,3.974065648477498e-05
544,6,500,0.15,3.9834992726373204e-05
545,8,1000,0.15,4.0263572505754986e-05
546,9,500,0.0,4.0351543180720726e-05
547,12,750,0.0,4.065035074519433e-05
548,6,500,0.2,4.0900508833639053e-05
549,15,4500,0.2,4.091328276060725e-05
550,7,750,0.05,4.0990310090389556e-05
551,11,2750,0.2,4.115482059795229e-05
552,13,3750,0.25,4.1478034701188854e-05
553,14,4250,0.2,4.17716797818158e-05
554,13,3500,0.1,4.18987087650003e-05
555,7,500,0.1,4.205746921844342e-05
556,14,3750,0.05,4.22071692167951e-05
557,15,4000,0.2,4.237693371477827e-05
558,14,4500,0.3,4.3247404156334126e-05
559,12,3500,0.3,4.329065143675552e-05
560,12,3750,0.25,4.339297822608709e-05
561,15,3750,0.15,4.378997006518756e-05
562,12,4000,0.25,4.3918433614992174e-05
563,8,1500,0.25,4.414435121448497e-05
564,10,1750,0.2,4.448260188235882e-05
565,14,3750,0.2,4.456174330345339e-05
566,11,2500,0.2,4.487838642724876e-05
567,11,3000,0.3,4.500507090713537e-05
568,9,1500,0.05,4.5567636174310896e-05
569,5,250,0.15,4.5670054277548224e-05
570,7,750,0.25,4.5845990212480695e-05
571,15,3750,0.1,4.5968715917457035e-05
572,15,3500,0.1,4.659694654223706e-05
573,10,1750,0.1,4.734213654795415e-05
574,13,3750,0.3,4.781388786306567e-05
575,13,3250,0.15,4.782113475919143e-05
576,13,4000,0.2,4.7848683379264865e-05
577,13,4000,0.25,4.8274287764226455e-05
578,15,4500,0.05,4.828869120128877e-05
579,10,2250,0.05,4.835174744774138e-05
580,14,3750,0.1,4.838913898026291e-05
581,8,1500,0.3,4.9662421038593794e-05
582,15,4500,0.25,4.985449391050439e-05
583,14,4250,0.1,5.101663725368956e-05
584,12,3250,0.05,5.2235854762052205e-05
585,11,1500,0.1,5.223857668042877e-05
586,11,3250,0.3,5.228131662560117e-05
587,15,4250,0.2,5.2835274401723835e-05
588,15,4750,0.3,5.296418819251919e-05
589,15,4250,0.25,5.3917880752574414e-05
590,12,3500,0.25,5.400024782610871e-05
591,15,1250,0.0,5.436340393263366e-05
592,8,500,0.0,5.438944179466644e-05
593,12,2750,0.05,5.493772861323977e-05
594,13,4500,0.25,5.5143852165377445e-05
595,12,2500,0.05,5.5799277813033116e-05
596,14,1250,0.0,5.6116097227382825e-05
597,4,250,0.15,5.613737744363194e-05
598,8,1000,0.1,5.62083165615644e-05
599,15,4000,0.1,5.6569067843535145e-05
600,14,4250,0.3,5.7024071141000996e-05
601,15,4000,0.05,5.7114164937488996e-05
602,10,2000,0.05,5.794469961846085e-05
603,14,5000,0.2,5.81289311304766e-05
604,15,5250,0.3,5.88159070648858e-05
605,14,5250,0.1,6.023526232673053e-05
606,15,7750,0.25,6.024599860517234e-05
607,15,5500,0.3,6.093291880229456e-05
608,13,1000,0.0,6.121155485930494e-05
609,7,1000,0.2,6.154550755724578e-05
610,12,2750,0.1,6.16578950857484e-05
611,6,750,0.05,6.210722336142455e-05
612,14,4500,0.2,6.221770731347358e-05
613,15,4750,0.2,6.224553866407573e-05
614,15,4250,0.05,6.260390002764212e-05
615,14,5500,0.2,6.271854127133604e-05
616,15,5250,0.15,6.289618567373541e-05
617,14,4000,0.2,6.303880940079945e-05
618,13,3750,0.15,6.318652128364784e-05
619,14,4500,0.05,6.343231519127236e-05
620,14,4500,0.15,6.355191578473849e-05
621,6,250,0.0,6.457975754781231e-05
622,14,5000,0.05,6.531172964739288e-05
623,12,3000,0.15,6.53863890538499e-05
624,12,1000,0.0,6.542970899147976e-05
625,15,5000,0.05,6.553176594147301e-05
626,5,500,0.25,6.555771879428963e-05
627,9,1750,0.2,6.58915533728504e-05
628,5,250,0.2,6.58954639337335e-05
629,7,1500,0.15,6.607810158291123e-05
630,5,250,0.05,6.611314903688728e-05
631,4,250,0.2,6.630108707947198e-05
632,15,2000,0.0,6.68440333644949e-05
633,13,4000,0.05,6.689031149011914e-05
