TIMESTAMP,STARSHIP34216_OPEN_PRICE_USD,STARSHIP34216_HIGH_PRICE_USD,STARSHIP34216_LOW_PRICE_USD,STARSHIP34216_CLOSE_PRICE_USD,STARSHIP34216_VOLUME_USD,STARSHIP34216_DIVIDENDS_USD,STARSHIP34216_STOCK_SPLITS_USD
2024-12-07 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,2.700000004551839e-05,3.5000000934815034e-05,5510,0.0,0.0
2024-12-08 00:00:00+00:00,3.400000059627928e-05,4.70000013592653e-05,1.5999999959603883e-05,3.300000025774352e-05,9153,0.0,0.0
2024-12-09 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,1.9999999494757503e-05,2.300000051036477e-05,2906,0.0,0.0
2024-12-10 00:00:00+00:00,2.300000051036477e-05,2.700000004551839e-05,2.2000000171829015e-05,2.700000004551839e-05,2111,0.0,0.0
2024-12-11 00:00:00+00:00,2.700000004551839e-05,3.199999991920777e-05,2.300000051036477e-05,2.300000051036477e-05,1510,0.0,0.0
2024-12-12 00:00:00+00:00,2.300000051036477e-05,6.0999998822808266e-05,1.8000000636675395e-05,2.4000000848900527e-05,9944,0.0,0.0
2024-12-13 00:00:00+00:00,2.4000000848900527e-05,3.9999998989515007e-05,2.4000000848900527e-05,3.099999958067201e-05,3828,0.0,0.0
2024-12-14 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.499999936844688e-05,2.5999999706982635e-05,923,0.0,0.0
2024-12-15 00:00:00+00:00,2.5999999706982635e-05,4.600000102072954e-05,2.499999936844688e-05,3.199999991920777e-05,7205,0.0,0.0
2024-12-16 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.099999983329326e-05,2.700000004551839e-05,1963,0.0,0.0
2024-12-17 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.499999936844688e-05,892,0.0,0.0
2024-12-18 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.099999983329326e-05,2.499999936844688e-05,737,0.0,0.0
2024-12-19 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.099999983329326e-05,2.099999983329326e-05,767,0.0,0.0
2024-12-20 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.8999999156221747e-05,2.099999983329326e-05,492,0.0,0.0
2024-12-21 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,250,0.0,0.0
2024-12-22 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,141,0.0,0.0
2024-12-23 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.2999999853491317e-05,2.099999983329326e-05,677,0.0,0.0
2024-12-24 00:00:00+00:00,2.099999983329326e-05,4.199999966658652e-05,2.099999983329326e-05,2.499999936844688e-05,2283,0.0,0.0
2024-12-25 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.300000051036477e-05,312,0.0,0.0
2024-12-26 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.2000000171829015e-05,539,0.0,0.0
2024-12-27 00:00:00+00:00,2.2000000171829015e-05,4.099999932805076e-05,1.8000000636675395e-05,2.099999983329326e-05,2756,0.0,0.0
2024-12-28 00:00:00+00:00,2.099999983329326e-05,2.700000004551839e-05,1.9999999494757503e-05,2.5999999706982635e-05,1066,0.0,0.0
2024-12-29 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,222,0.0,0.0
2024-12-30 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.5999999706982635e-05,480,0.0,0.0
2024-12-31 00:00:00+00:00,2.5999999706982635e-05,4.3000000005122274e-05,2.499999936844688e-05,3.199999991920777e-05,3391,0.0,0.0
2025-01-01 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.8000000384054147e-05,3.300000025774352e-05,1795,0.0,0.0
2025-01-02 00:00:00+00:00,3.300000025774352e-05,3.9999998989515007e-05,3.199999991920777e-05,3.7000001611886546e-05,1339,0.0,0.0
2025-01-03 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,9.000000318337698e-06,2.8000000384054147e-05,6306,0.0,0.0
2025-01-04 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,1.4999999621068127e-05,1.8999999156221747e-05,1321,0.0,0.0
2025-01-05 00:00:00+00:00,1.8999999156221747e-05,2.4000000848900527e-05,1.8000000636675395e-05,2.4000000848900527e-05,722,0.0,0.0
2025-01-06 00:00:00+00:00,2.4000000848900527e-05,3.899999865097925e-05,2.2000000171829015e-05,2.4000000848900527e-05,3705,0.0,0.0
2025-01-07 00:00:00+00:00,2.4000000848900527e-05,3.600000127335079e-05,2.099999983329326e-05,2.8000000384054147e-05,3116,0.0,0.0
2025-01-08 00:00:00+00:00,2.8000000384054147e-05,4.199999966658652e-05,2.8000000384054147e-05,3.099999958067201e-05,3312,0.0,0.0
2025-01-09 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,2.5999999706982635e-05,2.700000004551839e-05,759,0.0,0.0
2025-01-10 00:00:00+00:00,2.700000004551839e-05,3.199999991920777e-05,2.5999999706982635e-05,2.8000000384054147e-05,886,0.0,0.0
2025-01-11 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.499999936844688e-05,2.8000000384054147e-05,846,0.0,0.0
2025-01-12 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,1.700000029813964e-05,2.700000004551839e-05,1421,0.0,0.0
2025-01-13 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.2000000171829015e-05,2.2000000171829015e-05,46,0.0,0.0
2025-01-14 00:00:00+00:00,2.2000000171829015e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.5999999706982635e-05,725,0.0,0.0
2025-01-15 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.5999999706982635e-05,1145,0.0,0.0
