TIMESTAMP,SLND_OPEN_PRICE_USD,SLND_HIGH_PRICE_USD,SLND_LOW_PRICE_USD,SLND_CLOSE_PRICE_USD,SLND_VOLUME_USD,SLND_DIVIDENDS_USD,SLND_STOCK_SPLITS_USD
2021-11-03 00:00:00+00:00,8.485489845275879,11.000576972961426,6.70389986038208,11.000449180603027,5247603,0.0,0.0
2021-11-04 00:00:00+00:00,11.000631332397461,11.306968688964844,8.635074615478516,10.078540802001953,5314933,0.0,0.0
2021-11-05 00:00:00+00:00,10.077840805053711,15.724295616149902,10.07734489440918,11.278953552246094,22411435,0.0,0.0
2021-11-06 00:00:00+00:00,11.278446197509766,13.775004386901855,11.130302429199219,13.436355590820312,6437811,0.0,0.0
2021-11-07 00:00:00+00:00,13.436266899108887,16.7241153717041,13.214705467224121,13.214705467224121,15162380,0.0,0.0
2021-11-08 00:00:00+00:00,13.215436935424805,14.476746559143066,12.509721755981445,12.571154594421387,7913030,0.0,0.0
2021-11-09 00:00:00+00:00,12.570698738098145,13.126640319824219,10.430377960205078,11.107731819152832,9232044,0.0,0.0
2021-11-10 00:00:00+00:00,11.107222557067871,13.521936416625977,10.742844581604004,11.12193489074707,9038569,0.0,0.0
2021-11-11 00:00:00+00:00,11.121946334838867,11.785296440124512,11.045019149780273,11.236507415771484,3630717,0.0,0.0
2021-11-12 00:00:00+00:00,11.238394737243652,11.93946361541748,10.2423677444458,11.884989738464355,3729074,0.0,0.0
2021-11-13 00:00:00+00:00,11.886701583862305,12.38749885559082,11.239368438720703,11.446859359741211,2665739,0.0,0.0
2021-11-14 00:00:00+00:00,11.44626522064209,11.44626522064209,9.866097450256348,9.982417106628418,2668460,0.0,0.0
2021-11-15 00:00:00+00:00,9.956637382507324,10.209013938903809,7.838129997253418,8.19248104095459,16145552,0.0,0.0
2021-11-16 00:00:00+00:00,8.191619873046875,14.986725807189941,6.701993942260742,7.131093978881836,9777299,0.0,0.0
