,Frequency,ADF TS,ADF P-Val.,ADF CV (1\%),ADF CV (5\%),ADF CV (10\%),ADF_Determination,KPSS TS,KPSS P-Val,KPSS CV (1\%),KPSS CV (2.5\%),KPSS CV (5\%),KPSS CV (10\%),KPSS_Determination
0,12_Hour,-1.332,0.615,-3.432,-2.862,-2.567,Non-Stationary,6.385,0.010,0.739,0.574,0.463,0.347,Non-Stationary
1,1_Day,-1.320,0.620,-3.434,-2.863,-2.568,Non-Stationary,4.518,0.010,0.739,0.574,0.463,0.347,Non-Stationary
2,1_Hour,-1.185,0.680,-3.431,-2.862,-2.567,Non-Stationary,24.034,0.010,0.739,0.574,0.463,0.347,Non-Stationary
3,2_Hour,-1.191,0.677,-3.431,-2.862,-2.567,Non-Stationary,16.048,0.010,0.739,0.574,0.463,0.347,Non-Stationary
4,4_Hour,-1.326,0.617,-3.431,-2.862,-2.567,Non-Stationary,11.859,0.010,0.739,0.574,0.463,0.347,Non-Stationary
5,6_Hour,-1.286,0.635,-3.431,-2.862,-2.567,Non-Stationary,9.120,0.010,0.739,0.574,0.463,0.347,Non-Stationary
6,8_Hour,-1.279,0.639,-3.432,-2.862,-2.567,Non-Stationary,8.248,0.010,0.739,0.574,0.463,0.347,Non-Stationary
