TIMESTAMP,USV_OPEN_PRICE_USD,USV_HIGH_PRICE_USD,USV_LOW_PRICE_USD,USV_CLOSE_PRICE_USD,USV_VOLUME_USD,USV_DIVIDENDS_USD,USV_STOCK_SPLITS_USD
2022-05-05 00:00:00+00:00,601.6047973632812,619.128173828125,573.5421752929688,593.10595703125,70851,0.0,0.0
2022-05-06 00:00:00+00:00,592.4049072265625,597.361572265625,576.8006591796875,581.3285522460938,45333,0.0,0.0
2022-05-07 00:00:00+00:00,581.3233032226562,581.3233032226562,560.2789306640625,570.11962890625,22403,0.0,0.0
2022-05-08 00:00:00+00:00,570.109130859375,571.3256225585938,526.6724853515625,542.959228515625,62687,0.0,0.0
2022-05-09 00:00:00+00:00,535.0498046875,540.8317260742188,512.0193481445312,516.6466674804688,95031,0.0,0.0
2022-05-10 00:00:00+00:00,516.7423706054688,536.7213134765625,515.63916015625,520.9132080078125,24873,0.0,0.0
2022-05-11 00:00:00+00:00,520.7755126953125,520.7755126953125,476.17376708984375,506.30975341796875,151131,0.0,0.0
2022-05-12 00:00:00+00:00,506.021240234375,521.7760009765625,483.5430603027344,488.833251953125,87485,0.0,0.0
2022-05-13 00:00:00+00:00,488.83062744140625,500.84637451171875,478.6318664550781,498.4528503417969,49135,0.0,0.0
2022-05-14 00:00:00+00:00,498.43804931640625,507.758544921875,495.1955261230469,506.9927978515625,14583,0.0,0.0
2022-05-15 00:00:00+00:00,506.986328125,537.3118896484375,496.315185546875,532.8336181640625,199031,0.0,0.0
2022-05-16 00:00:00+00:00,533.9819946289062,534.3751831054688,519.1807250976562,519.5608520507812,22981,0.0,0.0
2022-05-17 00:00:00+00:00,519.6016845703125,534.0595703125,517.6958618164062,533.8449096679688,13018,0.0,0.0
2022-05-18 00:00:00+00:00,533.8449096679688,533.8449096679688,508.9485778808594,512.335205078125,50467,0.0,0.0
2022-05-19 00:00:00+00:00,512.335205078125,522.6656494140625,500.7745361328125,522.3335571289062,42511,0.0,0.0
