TIMESTAMP,USDCAT_OPEN_PRICE_USD,USDCAT_HIGH_PRICE_USD,USDCAT_LOW_PRICE_USD,USDCAT_CLOSE_PRICE_USD,USDCAT_VOLUME_USD,USDCAT_DIVIDENDS_USD,USDCAT_STOCK_SPLITS_USD
2024-07-06 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,2.9999999242136255e-05,3.600000127335079e-05,22129,0.0,0.0
2024-07-07 00:00:00+00:00,3.600000127335079e-05,4.199999966658652e-05,3.400000059627928e-05,3.7999998312443495e-05,12457,0.0,0.0
2024-07-08 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.600000127335079e-05,3.7999998312443495e-05,5795,0.0,0.0
2024-07-09 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.600000127335079e-05,3.7000001611886546e-05,940,0.0,0.0
2024-07-10 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.300000025774352e-05,3.300000025774352e-05,2393,0.0,0.0
2024-07-11 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.9999999242136255e-05,2.9999999242136255e-05,3934,0.0,0.0
2024-07-12 00:00:00+00:00,2.9999999242136255e-05,4.8999998398358e-05,2.8000000384054147e-05,2.9999999242136255e-05,43767,0.0,0.0
2024-07-13 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.9999999242136255e-05,3.099999958067201e-05,6784,0.0,0.0
2024-07-14 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9999999242136255e-05,3.300000025774352e-05,3561,0.0,0.0
2024-07-15 00:00:00+00:00,3.300000025774352e-05,3.7000001611886546e-05,3.300000025774352e-05,3.7000001611886546e-05,9777,0.0,0.0
2024-07-16 00:00:00+00:00,3.7000001611886546e-05,5.0999999075429514e-05,3.600000127335079e-05,5.0999999075429514e-05,16232,0.0,0.0
2024-07-17 00:00:00+00:00,5.0999999075429514e-05,5.8000001445179805e-05,3.899999865097925e-05,3.899999865097925e-05,23197,0.0,0.0
2024-07-18 00:00:00+00:00,3.899999865097925e-05,5.0999999075429514e-05,3.899999865097925e-05,4.400000034365803e-05,17391,0.0,0.0
2024-07-19 00:00:00+00:00,4.400000034365803e-05,5.2999999752501026e-05,4.3000000005122274e-05,4.999999873689376e-05,6950,0.0,0.0
2024-07-20 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.099999932805076e-05,4.600000102072954e-05,12813,0.0,0.0
2024-07-21 00:00:00+00:00,4.600000102072954e-05,0.00014000000373926014,4.5000000682193786e-05,0.00012599999899975955,165642,0.0,0.0
2024-07-22 00:00:00+00:00,0.00012599999899975955,0.00012599999899975955,9.000000136438757e-05,9.000000136438757e-05,33824,0.0,0.0
2024-07-23 00:00:00+00:00,9.000000136438757e-05,9.100000170292333e-05,5.6000000768108293e-05,6.900000153109431e-05,65941,0.0,0.0
2024-07-24 00:00:00+00:00,6.900000153109431e-05,7.999999797903001e-05,6.600000051548705e-05,7.500000356230885e-05,13514,0.0,0.0
2024-07-25 00:00:00+00:00,7.500000356230885e-05,7.699999696342275e-05,5.900000178371556e-05,6.800000119255856e-05,20027,0.0,0.0
2024-07-26 00:00:00+00:00,6.800000119255856e-05,7.200000254670158e-05,5.999999848427251e-05,6.900000153109431e-05,44800,0.0,0.0
2024-07-27 00:00:00+00:00,6.900000153109431e-05,7.699999696342275e-05,6.70000008540228e-05,6.70000008540228e-05,16476,0.0,0.0
2024-07-28 00:00:00+00:00,6.70000008540228e-05,7.200000254670158e-05,6.399999983841553e-05,6.800000119255856e-05,12696,0.0,0.0
2024-07-29 00:00:00+00:00,6.800000119255856e-05,7.200000254670158e-05,6.70000008540228e-05,6.800000119255856e-05,4647,0.0,0.0
2024-07-30 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.0999998822808266e-05,6.500000017695129e-05,12617,0.0,0.0
2024-07-31 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,4.5000000682193786e-05,4.600000102072954e-05,18121,0.0,0.0
2024-08-01 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.7999998312443495e-05,4.3000000005122274e-05,12248,0.0,0.0
2024-08-02 00:00:00+00:00,4.3000000005122274e-05,5.8000001445179805e-05,3.9999998989515007e-05,5.0999999075429514e-05,13134,0.0,0.0
2024-08-03 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.3000000005122274e-05,4.600000102072954e-05,6193,0.0,0.0
2024-08-04 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.199999966658652e-05,4.400000034365803e-05,2433,0.0,0.0
2024-08-05 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,2.8000000384054147e-05,3.600000127335079e-05,8298,0.0,0.0
2024-08-06 00:00:00+00:00,3.600000127335079e-05,4.3000000005122274e-05,3.600000127335079e-05,4.099999932805076e-05,7271,0.0,0.0
2024-08-07 00:00:00+00:00,4.099999932805076e-05,5.8000001445179805e-05,4.099999932805076e-05,5.8000001445179805e-05,20613,0.0,0.0
2024-08-08 00:00:00+00:00,5.8000001445179805e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.900000178371556e-05,5703,0.0,0.0
2024-08-09 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,4.8999998398358e-05,4.8999998398358e-05,3521,0.0,0.0
2024-08-10 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,3.899999865097925e-05,4.099999932805076e-05,11710,0.0,0.0
2024-08-11 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.400000059627928e-05,3.400000059627928e-05,4849,0.0,0.0
2024-08-12 00:00:00+00:00,3.400000059627928e-05,3.7999998312443495e-05,3.199999991920777e-05,3.199999991920777e-05,6564,0.0,0.0
2024-08-13 00:00:00+00:00,3.199999991920777e-05,4.8999998398358e-05,3.199999991920777e-05,3.300000025774352e-05,36299,0.0,0.0
2024-08-14 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.199999991920777e-05,3.5000000934815034e-05,5150,0.0,0.0
2024-08-15 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.300000025774352e-05,3.7000001611886546e-05,4159,0.0,0.0
2024-08-16 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.600000127335079e-05,3.600000127335079e-05,3063,0.0,0.0
2024-08-17 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,3.600000127335079e-05,3.7999998312443495e-05,1064,0.0,0.0
2024-08-18 00:00:00+00:00,3.7999998312443495e-05,4.3000000005122274e-05,3.7999998312443495e-05,4.199999966658652e-05,5804,0.0,0.0
2024-08-19 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,2.8000000384054147e-05,2.9000000722589903e-05,16416,0.0,0.0
2024-08-20 00:00:00+00:00,2.9000000722589903e-05,3.600000127335079e-05,2.8000000384054147e-05,3.600000127335079e-05,7520,0.0,0.0
2024-08-21 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.199999991920777e-05,3.300000025774352e-05,5163,0.0,0.0
2024-08-22 00:00:00+00:00,3.300000025774352e-05,3.7999998312443495e-05,3.199999991920777e-05,3.5000000934815034e-05,10812,0.0,0.0
2024-08-23 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.7000001611886546e-05,4099,0.0,0.0
2024-08-24 00:00:00+00:00,3.7000001611886546e-05,4.70000013592653e-05,3.7000001611886546e-05,4.600000102072954e-05,12200,0.0,0.0
2024-08-25 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.7999998312443495e-05,3.7999998312443495e-05,8690,0.0,0.0
2024-08-26 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.400000059627928e-05,3.5000000934815034e-05,2804,0.0,0.0
2024-08-27 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,2.8000000384054147e-05,2.9000000722589903e-05,13897,0.0,0.0
2024-08-28 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.8000000384054147e-05,2.8000000384054147e-05,6355,0.0,0.0
2024-08-29 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.300000051036477e-05,2.300000051036477e-05,10435,0.0,0.0
2024-08-30 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.099999983329326e-05,2.4000000848900527e-05,6868,0.0,0.0
2024-08-31 00:00:00+00:00,2.4000000848900527e-05,3.099999958067201e-05,2.4000000848900527e-05,2.4000000848900527e-05,14669,0.0,0.0
2024-09-01 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,3696,0.0,0.0
2024-09-02 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.700000004551839e-05,12783,0.0,0.0
2024-09-03 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.300000051036477e-05,2.300000051036477e-05,9538,0.0,0.0
2024-09-04 00:00:00+00:00,2.300000051036477e-05,3.7000001611886546e-05,2.2000000171829015e-05,3.7000001611886546e-05,18730,0.0,0.0
2024-09-05 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.300000025774352e-05,3.300000025774352e-05,4153,0.0,0.0
2024-09-06 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.5999999706982635e-05,2.5999999706982635e-05,5401,0.0,0.0
2024-09-07 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.8000000384054147e-05,3124,0.0,0.0
2024-09-08 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.8000000384054147e-05,1243,0.0,0.0
2024-09-09 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.8000000384054147e-05,3.099999958067201e-05,4004,0.0,0.0
2024-09-10 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9999999242136255e-05,3.199999991920777e-05,4818,0.0,0.0
2024-09-11 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,616,0.0,0.0
