,MSE,RMSE,MAE,MAPE,R2
0,0.0026240834538852472,0.05122580847468634,0.038567715000000044,0.05127625389383283,0.8577750824283611
1,0.0006991888828626604,0.02644217999452126,0.019497117741935504,0.030694797215670942,0.7625288446082872
2,0.005451061278457727,0.07383130283597687,0.05659269677419344,0.05272528960905317,0.862453700500775
3,0.004738762571573498,0.06883867061160825,0.04602086333333335,0.04312727981101093,0.7263488777568201
4,0.0015194942875249142,0.038980691214047423,0.02556214354838697,0.02364310831175398,-0.137066020548694
5,0.0017988957478168334,0.042413391137903995,0.03299746999999999,0.029896903253495907,0.7890367259566089
6,0.0014163168501351558,0.037633985307633254,0.030122635483870872,0.034885380273961854,0.6163873496697587
7,0.0006367075791842729,0.025233065195973972,0.017969717741935516,0.025354018126837942,0.9085012008023525
8,0.002401648980405,0.049006621801599426,0.038323328571428554,0.05054034669594467,0.5964460288270578
9,0.0006379230601494316,0.025257138795782702,0.019258285483870922,0.024663172928510144,0.6820000969992854
10,0.000741137507130673,0.02722384078580157,0.021442526666666715,0.02954995301938924,0.8210733272640262
11,0.0010492820814929792,0.03239262387478018,0.0232612519230769,0.04916152347825201,0.8604079318295706
Mean,0.001976208523384866,0.041539943335859614,0.030801312689058235,0.0371265022181428,0.6954910955078507
