TIMESTAMP,SHIBA20_OPEN_PRICE_USD,SHIBA20_HIGH_PRICE_USD,SHIBA20_LOW_PRICE_USD,SHIBA20_CLOSE_PRICE_USD,SHIBA20_VOLUME_USD,SHIBA20_DIVIDENDS_USD,SHIBA20_STOCK_SPLITS_USD
2023-07-12 00:00:00+00:00,,,,0.0,94750,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,32240,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,13524,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,10221,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,37181,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,6686,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,3844,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,522,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,4477,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,20353,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,26004,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,7795,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,10760,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,5318,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,2491,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,488,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1866,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,2393,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,5311,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,9923,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,154,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,3052,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,478,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,356,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,823,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,2278,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,465,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,113,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1926,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,666,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,2163,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,1676,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,6183,0.0,0.0
