TIMESTAMP,LARRY35508_OPEN_PRICE_USD,LARRY35508_HIGH_PRICE_USD,LARRY35508_LOW_PRICE_USD,LARRY35508_CLOSE_PRICE_USD,LARRY35508_VOLUME_USD,LARRY35508_DIVIDENDS_USD,LARRY35508_STOCK_SPLITS_USD
2025-03-16 00:00:00+00:00,0.00014699999883305281,0.00015100000018719584,0.00014699999883305281,0.00015100000018719584,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.00015100000018719584,0.00015300000086426735,0.00015100000018719584,0.00015199999324977398,0,0.0,0.0
2025-03-18 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00014400000509340316,0.00014600000577047467,0,0.0,0.0
2025-03-19 00:00:00+00:00,0.00014600000577047467,0.00015900000289548188,0.00014600000577047467,0.00015900000289548188,2,0.0,0.0
2025-03-20 00:00:00+00:00,0.00015900000289548188,0.00015900000289548188,0.00014600000577047467,0.00014600000577047467,0,0.0,0.0
2025-03-21 00:00:00+00:00,0.00014600000577047467,0.00014699999883305281,0.0001429999974789098,0.00014600000577047467,0,0.0,0.0
2025-03-22 00:00:00+00:00,0.00014600000577047467,0.00014899999951012433,0.00014600000577047467,0.00014800000644754618,0,0.0,0.0
2025-03-23 00:00:00+00:00,0.00014800000644754618,0.0001500000071246177,0.0001429999974789098,0.0001429999974789098,0,0.0,0.0
2025-03-24 00:00:00+00:00,0.0001429999974789098,0.0001539999939268455,0.0001429999974789098,0.00014800000644754618,0,0.0,0.0
2025-03-25 00:00:00+00:00,0.00014800000644754618,0.00015199999324977398,0.00014800000644754618,0.00015199999324977398,0,0.0,0.0
2025-03-26 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00011800000356743112,0.0001230000052601099,3193,0.0,0.0
2025-03-27 00:00:00+00:00,0.0001230000052601099,0.00012799999967683107,0.0001230000052601099,0.00012799999967683107,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.00012799999967683107,0.00012799999967683107,0.00011800000356743112,0.00011800000356743112,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,9.699999645818025e-05,9.699999645818025e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,9.699999645818025e-05,9.7999996796716e-05,9.699999645818025e-05,9.7999996796716e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.7999996796716e-05,9.7999996796716e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,9.7999996796716e-05,9.999999747378752e-05,9.699999645818025e-05,9.699999645818025e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,9.699999645818025e-05,9.899999713525176e-05,9.500000305706635e-05,9.899999713525176e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,9.100000170292333e-05,9.100000170292333e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,9.100000170292333e-05,9.40000027185306e-05,9.100000170292333e-05,9.40000027185306e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,9.40000027185306e-05,9.699999645818025e-05,9.40000027185306e-05,9.600000339560211e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,9.600000339560211e-05,9.699999645818025e-05,9.200000204145908e-05,9.200000204145908e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,7.599999662488699e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,8.399999933317304e-05,8.600000001024455e-05,8.099999831756577e-05,8.199999865610152e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,8.199999865610152e-05,9.200000204145908e-05,8.199999865610152e-05,9.000000136438757e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,8.399999933317304e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,8.399999933317304e-05,8.800000068731606e-05,8.399999933317304e-05,8.70000003487803e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,8.70000003487803e-05,9.200000204145908e-05,8.70000003487803e-05,9.100000170292333e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,9.100000170292333e-05,9.100000170292333e-05,7.100000220816582e-05,7.100000220816582e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,6.600000051548705e-05,6.600000051548705e-05,640,0.0,0.0
2025-04-15 00:00:00+00:00,6.600000051548705e-05,7.000000186963007e-05,6.600000051548705e-05,6.600000051548705e-05,373,0.0,0.0
2025-04-16 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,6.600000051548705e-05,6.800000119255856e-05,6.600000051548705e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.800000119255856e-05,7.000000186963007e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.900000153109431e-05,6.900000153109431e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,6.900000153109431e-05,7.100000220816582e-05,6.900000153109431e-05,7.000000186963007e-05,0,0.0,0.0
