TIMESTAMP,VUNI_OPEN_PRICE_USD,VUNI_HIGH_PRICE_USD,VUNI_LOW_PRICE_USD,VUNI_CLOSE_PRICE_USD,VUNI_VOLUME_USD,VUNI_DIVIDENDS_USD,VUNI_STOCK_SPLITS_USD
2023-11-16 00:00:00+00:00,5.453360080718994,5.56409215927124,5.139759063720703,5.209227085113525,260529,0.0,0.0
2023-11-17 00:00:00+00:00,5.209720134735107,5.383068084716797,4.886514186859131,5.098394870758057,254303,0.0,0.0
2023-11-18 00:00:00+00:00,5.098957061767578,5.149655818939209,4.855618000030518,5.0667572021484375,253152,0.0,0.0
2023-11-19 00:00:00+00:00,5.066914081573486,5.244670867919922,4.976590156555176,5.24456787109375,261709,0.0,0.0
2023-11-20 00:00:00+00:00,5.244253158569336,5.347814083099365,5.1439619064331055,5.188240051269531,258926,0.0,0.0
2023-11-21 00:00:00+00:00,5.187990188598633,5.265867233276367,4.866675853729248,4.884787082672119,244770,0.0,0.0
2023-11-22 00:00:00+00:00,4.8838701248168945,6.276260852813721,4.869657039642334,6.118752956390381,305794,0.0,0.0
2023-11-23 00:00:00+00:00,6.118309020996094,6.416041851043701,6.093630790710449,6.359762191772461,297503,0.0,0.0
2023-11-24 00:00:00+00:00,6.356925010681152,6.5745530128479,6.118607044219971,6.174551010131836,288773,0.0,0.0
2023-11-25 00:00:00+00:00,6.174490928649902,6.308510780334473,6.09938907623291,6.181105136871338,290654,0.0,0.0
2023-11-26 00:00:00+00:00,6.181293964385986,6.196282863616943,5.878623008728027,6.177615165710449,321976,0.0,0.0
2023-11-27 00:00:00+00:00,6.177535057067871,6.348348140716553,5.958587169647217,6.297501087188721,342594,0.0,0.0
2023-11-28 00:00:00+00:00,6.297486782073975,6.54658317565918,6.1050238609313965,6.162108898162842,345471,0.0,0.0
2023-11-29 00:00:00+00:00,6.1622138023376465,6.377039909362793,6.010499954223633,6.027061939239502,362360,0.0,0.0
2023-11-30 00:00:00+00:00,6.027188777923584,6.029818058013916,5.869015216827393,5.957757949829102,358845,0.0,0.0
