,ETH
ARK,0.006241158195610667
XEM,0.01022472502000607
XRP,0.01566014733235819
MAID,0.033456270728748246
LSK,0.04150986863685387
ZEN,0.04177725539349263
KMD,0.054348392948660666
BTS,0.0632996821258543
FIRO,0.10703106728364432
XWC,0.1322707600648204
ETC,0.1501544022260926
SC,0.15973300625396059
BTC,0.16822100335438223
USDT,0.1750456064741757
DOGE,0.17607875252714797
SYS,0.19189456418946582
MONA,0.24071640177472045
QTUM,0.3210973766148895
DCR,0.33659348563058417
GNO,0.35398572294125413
DGB,0.5023028656035248
RLC,0.5596279393930955
STEEM,0.6870087419461008
CON,0.730037135233958
ANT,0.7654645917042024
VERI,0.7834915094626606
