TIMESTAMP,ANUS_OPEN_PRICE_USD,ANUS_HIGH_PRICE_USD,ANUS_LOW_PRICE_USD,ANUS_CLOSE_PRICE_USD,ANUS_VOLUME_USD,ANUS_DIVIDENDS_USD,ANUS_STOCK_SPLITS_USD
2024-01-31 00:00:00+00:00,2.700000004551839e-05,3.600000127335079e-05,7.000000096013537e-06,1.2000000424450263e-05,586588,0.0,0.0
2024-02-01 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.9999999949504854e-06,1.9999999949504854e-06,112528,0.0,0.0
2024-02-02 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,32413,0.0,0.0
2024-02-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,12617,0.0,0.0
2024-02-04 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,18143,0.0,0.0
2024-02-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,13437,0.0,0.0
2024-02-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,7198,0.0,0.0
2024-02-07 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,30197,0.0,0.0
2024-02-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7516,0.0,0.0
2024-02-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2926,0.0,0.0
2024-02-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3018,0.0,0.0
2024-02-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2222,0.0,0.0
2024-02-12 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,3.999999989900971e-06,44222,0.0,0.0
2024-02-13 00:00:00+00:00,3.999999989900971e-06,9.999999747378752e-06,3.000000106112566e-06,4.999999873689376e-06,126854,0.0,0.0
2024-02-14 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,12617,0.0,0.0
2024-02-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,2674,0.0,0.0
2024-02-16 00:00:00+00:00,1.9999999949504854e-06,9.000000318337698e-06,1.9999999949504854e-06,3.999999989900971e-06,41301,0.0,0.0
2024-02-17 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,11540,0.0,0.0
2024-02-18 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,7724,0.0,0.0
2024-02-19 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,6.000000212225132e-06,7.999999979801942e-06,29826,0.0,0.0
2024-02-20 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,3.999999989900971e-06,4.999999873689376e-06,6642,0.0,0.0
2024-02-21 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,2678,0.0,0.0
2024-02-22 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,935,0.0,0.0
2024-02-23 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1240,0.0,0.0
2024-02-24 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1023,0.0,0.0
2024-02-25 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,4510,0.0,0.0
2024-02-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,6128,0.0,0.0
2024-02-27 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1070,0.0,0.0
2024-02-28 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,2603,0.0,0.0
2024-02-29 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,3342,0.0,0.0
2024-03-01 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,4383,0.0,0.0
2024-03-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,6568,0.0,0.0
2024-03-03 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,3707,0.0,0.0
2024-03-04 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,2203,0.0,0.0
2024-03-05 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,2790,0.0,0.0
2024-03-06 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,3756,0.0,0.0
2024-03-07 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1624,0.0,0.0
2024-03-08 00:00:00+00:00,6.000000212225132e-06,5.700000110664405e-05,6.000000212225132e-06,9.999999747378752e-06,237126,0.0,0.0
2024-03-09 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,25010,0.0,0.0
2024-03-10 00:00:00+00:00,1.1000000085914508e-05,1.8999999156221747e-05,9.999999747378752e-06,1.8999999156221747e-05,32304,0.0,0.0
2024-03-11 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,7.000000096013537e-06,7.999999979801942e-06,30305,0.0,0.0
2024-03-12 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,4684,0.0,0.0
2024-03-13 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,18590,0.0,0.0
2024-03-14 00:00:00+00:00,7.000000096013537e-06,1.700000029813964e-05,6.000000212225132e-06,1.2999999853491317e-05,52404,0.0,0.0
2024-03-15 00:00:00+00:00,1.2999999853491317e-05,0.00018400000408291817,1.2999999853491317e-05,0.0001539999939268455,814442,0.0,0.0
2024-03-16 00:00:00+00:00,0.0001539999939268455,0.00028300000121816993,0.0001140000022132881,0.0001449999981559813,1542032,0.0,0.0
2024-03-17 00:00:00+00:00,0.0001449999981559813,0.00023400000645779073,9.000000136438757e-05,0.00019799999427050352,522351,0.0,0.0
2024-03-18 00:00:00+00:00,0.00022400000307243317,0.0002770000137388706,0.00016500000492669642,0.00017499999376013875,686196,0.0,0.0
2024-03-19 00:00:00+00:00,0.00017499999376013875,0.00018400000408291817,0.0001049999991664663,0.00011999999696854502,259829,0.0,0.0
2024-03-20 00:00:00+00:00,0.00011999999696854502,0.00014600000577047467,9.40000027185306e-05,9.500000305706635e-05,145622,0.0,0.0
2024-03-21 00:00:00+00:00,9.600000339560211e-05,0.00012099999730708078,4.199999966658652e-05,8.900000102585182e-05,346032,0.0,0.0
2024-03-22 00:00:00+00:00,8.900000102585182e-05,0.00014200000441633165,7.300000288523734e-05,9.699999645818025e-05,159685,0.0,0.0
2024-03-23 00:00:00+00:00,9.699999645818025e-05,0.0001630000042496249,9.300000237999484e-05,0.00011500000255182385,155980,0.0,0.0
2024-03-24 00:00:00+00:00,0.00011500000255182385,0.00011500000255182385,8.800000068731606e-05,0.0001140000022132881,112722,0.0,0.0
2024-03-25 00:00:00+00:00,0.0001140000022132881,0.00012799999967683107,9.000000136438757e-05,9.100000170292333e-05,59864,0.0,0.0
2024-03-26 00:00:00+00:00,9.100000170292333e-05,0.0002789999998640269,9.100000170292333e-05,0.00026199998683296144,448752,0.0,0.0
2024-03-27 00:00:00+00:00,0.00026199998683296144,0.000446999998530373,0.00021399999968707561,0.0004130000015720725,761234,0.0,0.0
2024-03-28 00:00:00+00:00,0.0004140000091865659,0.0009840000420808792,0.000387999985832721,0.0005089999758638442,2957697,0.0,0.0
2024-03-29 00:00:00+00:00,0.0005089999758638442,0.0008340000058524311,0.0004949999856762588,0.0007169999880716205,1809170,0.0,0.0
2024-03-30 00:00:00+00:00,0.0007120000082068145,0.0014680000022053719,0.0006810000049881637,0.001436999998986721,2155453,0.0,0.0
2024-03-31 00:00:00+00:00,0.001436999998986721,0.002951999893411994,0.0012450000504031777,0.002010999945923686,7387161,0.0,0.0
2024-04-01 00:00:00+00:00,0.002010999945923686,0.0021699999924749136,0.0009250000002793968,0.0012939999578520656,3281184,0.0,0.0
2024-04-02 00:00:00+00:00,0.0012939999578520656,0.001538999960757792,0.0007529999711550772,0.0009800000116229057,1671329,0.0,0.0
2024-04-03 00:00:00+00:00,0.0009800000116229057,0.0014009999576956034,0.0008529999759048223,0.0013970000436529517,1037351,0.0,0.0
2024-04-04 00:00:00+00:00,0.0013970000436529517,0.0018360000103712082,0.0010809999657794833,0.001276999944821,2479217,0.0,0.0
2024-04-05 00:00:00+00:00,0.001276999944821,0.0013020000187680125,0.0010770000517368317,0.0011099999537691474,865423,0.0,0.0
