TIMESTAMP,KAMA32438_OPEN_PRICE_USD,KAMA32438_HIGH_PRICE_USD,KAMA32438_LOW_PRICE_USD,KAMA32438_CLOSE_PRICE_USD,KAMA32438_VOLUME_USD,KAMA32438_DIVIDENDS_USD,KAMA32438_STOCK_SPLITS_USD
2024-07-27 00:00:00+00:00,,,,0.0,200587,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,176327,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,149575,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,109110,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,14616,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,10552,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,15652,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,23763,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,22553,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,18583,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,16146,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,11200,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,113327,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,55221,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,398899,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,230369,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,66733,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,45523,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,22050,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,13460,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,28823,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,27902,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,19862,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,26943,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,20992,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,20966,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,18926,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,33240,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,18352,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,4998,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,11982,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,5474,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,25742,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,6978,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,3788,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,7057,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,14878,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,5865,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,5352,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,8813,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,10179,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,1839,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,1226,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,1581,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,8912,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,15994,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,10836,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,3493,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,9408,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,2796,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,12719,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,6693,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,1604,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,4884,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,6593,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,2381,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,2070,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,3616,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,8256,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,4820,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,8055,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,23647,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,13712,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,24420,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,5906,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,6538,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,9062,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,4227,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,11204,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,11091,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,6422,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,18814,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,8265,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,13448,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,4637,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,7336,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,3527,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,6822,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,6948,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,7307,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,5873,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,10810,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,1954,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,3085,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,5556,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,8035,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,2802,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,3747,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,6381,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,7286,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,30813,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,8857,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,5142,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,8644,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,12557,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,9189,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,21353,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,121024,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,142088,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,584107,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,440958,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,370961,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,192277,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,47950,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,15731,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,6863,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,9281,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,4550,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,9467,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,2433,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,1706,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2783,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,6005,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,821,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,5841,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,8872,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,3063,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,5781,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,4611,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,3088,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,539,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,764,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,767,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,3522,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,1675,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,1074,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,714,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,449,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,465,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,1593,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,1234,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,6953,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,1937,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,764,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,2509,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,2016,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,2252,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,1912,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,3090,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,2264,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,2131,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1427,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,2005,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1637,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2075,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,2114,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,293,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,949,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1017,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1211,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,699,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,931,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,708,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,3360,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,3716,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,2528,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2262,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,2155,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,1635,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,2591,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,2442,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1619,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1314,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,2673,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,1908,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,8434,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,3708,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,324,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,301,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,299,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,2013,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,827,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,401,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1378,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,1172,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,912,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,238,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,387,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,358,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,468,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,242,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,184,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,295,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,276,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,296,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,563,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,363,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,245,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,166,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,272,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,388,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,205,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,460,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,807,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,800,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,322,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,610,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,590,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,215,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,274,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,93,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,216,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,592,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,1132,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,272,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,718,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,435,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,492,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,208,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,351,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,348,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,149,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,394,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,163,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,247,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,2960,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,2610,0.0,0.0
