TIMESTAMP,NODIDDY_OPEN_PRICE_USD,NODIDDY_HIGH_PRICE_USD,NODIDDY_LOW_PRICE_USD,NODIDDY_CLOSE_PRICE_USD,NODIDDY_VOLUME_USD,NODIDDY_DIVIDENDS_USD,NODIDDY_STOCK_SPLITS_USD
2024-10-14 00:00:00+00:00,0.00029799999902024865,0.0003499999875202775,0.00021899999410379678,0.00022000000171829015,41739,0.0,0.0
2024-10-15 00:00:00+00:00,0.00022000000171829015,0.0002500000118743628,0.00021100000594742596,0.00022899999748915434,8603,0.0,0.0
2024-10-16 00:00:00+00:00,0.00022899999748915434,0.00022899999748915434,0.0001230000052601099,0.00017699999443721026,21495,0.0,0.0
2024-10-17 00:00:00+00:00,0.00017699999443721026,0.00017899999511428177,0.00016900000628083944,0.0001740000006975606,1059,0.0,0.0
2024-10-18 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.00016900000628083944,0.0001740000006975606,1174,0.0,0.0
2024-10-19 00:00:00+00:00,0.0001740000006975606,0.00017499999376013875,0.00015300000086426735,0.00016599999798927456,4417,0.0,0.0
2024-10-20 00:00:00+00:00,0.00016599999798927456,0.00017299999308306724,0.00015700000221841037,0.00016700000560376793,3229,0.0,0.0
2024-10-21 00:00:00+00:00,0.00016700000560376793,0.00017600000137463212,0.00012599999899975955,0.0001429999974789098,7652,0.0,0.0
2024-10-22 00:00:00+00:00,0.0001429999974789098,0.0001429999974789098,6.800000119255856e-05,9.899999713525176e-05,10454,0.0,0.0
2024-10-23 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,6.399999983841553e-05,7.79999973019585e-05,11245,0.0,0.0
2024-10-24 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,5.0999999075429514e-05,5.0999999075429514e-05,3151,0.0,0.0
2024-10-25 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.199999966658652e-05,4.199999966658652e-05,1316,0.0,0.0
2024-10-26 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7999998312443495e-05,3.899999865097925e-05,19,0.0,0.0
2024-10-27 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7000001611886546e-05,3.7000001611886546e-05,567,0.0,0.0
2024-10-28 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2024-10-29 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,2.700000004551839e-05,2.700000004551839e-05,1608,0.0,0.0
2024-10-30 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,35,0.0,0.0
2024-10-31 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2024-11-01 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.300000051036477e-05,235,0.0,0.0
