TIMESTAMP,MAO33810_OPEN_PRICE_USD,MAO33810_HIGH_PRICE_USD,MAO33810_LOW_PRICE_USD,MAO33810_CLOSE_PRICE_USD,MAO33810_VOLUME_USD,MAO33810_DIVIDENDS_USD,MAO33810_STOCK_SPLITS_USD
2024-11-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,827155,0.0,0.0
2024-11-06 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,2068682,0.0,0.0
2024-11-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,1520393,0.0,0.0
2024-11-08 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1315440,0.0,0.0
2024-11-09 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,1.9999999949504854e-06,6.000000212225132e-06,5537834,0.0,0.0
2024-11-10 00:00:00+00:00,6.000000212225132e-06,1.4999999621068127e-05,6.000000212225132e-06,1.1000000085914508e-05,6349409,0.0,0.0
2024-11-11 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,7.000000096013537e-06,9.000000318337698e-06,5086237,0.0,0.0
2024-11-12 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,3.999999989900971e-06,7.000000096013537e-06,4802349,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,3893633,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,379689,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,43608,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,42332,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,34319,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,10616,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,3104,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,10558,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,16661,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,17547,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,5137,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,7918,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,14252,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,5520,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,912,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,1801,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,1432,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,4247,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,2449,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,3434,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,585,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,8383,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,6132,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,597,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,694,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,2332,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,3166,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,3087,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1151,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,2060,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1468,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1357,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,4621,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,3053,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,833,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,462,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,894,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1527,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,569,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,519,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,852,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,496,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,4134,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1292,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1535,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,369,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,218,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,144,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,545,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,939,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,959,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,908,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,247,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,439,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,163,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,340,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,778,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,525,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,459,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,313,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,285,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,456,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,189,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,164,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,7289,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-06-01 00:00:00+00:00,8.144409946453379e-08,8.144409946453379e-08,8.040270671472172e-08,8.040270671472172e-08,1,0.0,0.0
