,MSE,MAE,RMSE,MAPE,R2
0,0.0008216888801085668,0.024033818745616938,0.028665100960419132,0.04483820686429999,0.8441322925115621
1,0.00040529500296926667,0.015935519536968402,0.020131894216338667,0.03211701030983557,0.8019505235594097
2,0.0009012153526808666,0.024567422566569866,0.030020182413105268,0.03328125928019587,0.7157118017221826
3,0.0018880293523083,0.034153758929136864,0.04345141779062447,0.0438515226220515,0.7525467104120928
4,0.0011579149677327667,0.027363300678678204,0.034028080539433535,0.029630080291020797,0.8144464638006594
5,0.0020400314569402667,0.03503206379747193,0.045166591092325965,0.0335938935611572,0.27943594146216916
6,0.0012027287340376335,0.027457533273263765,0.034680012315695966,0.02853537161318163,0.6057219587397115
7,0.0008605720173712333,0.022720831589365133,0.0293347050502074,0.0320989793812018,0.9276593927116698
8,0.0010530449811826336,0.024429777842756465,0.0324506541845349,0.0355512187871787,0.5518930026297398
9,0.00042672290764289995,0.0166206838827835,0.02065726068614797,0.024840464678037702,0.9062832198006885
10,0.0005508233377118666,0.0184939135467478,0.023469487462045368,0.025358531988736634,0.7839662034391913
11,0.0007943961665421334,0.02376277371942513,0.028184386277343168,0.045850464511657696,0.8936469478814314
Mean,0.0010085385964357027,0.024547616509065336,0.03085331441568515,0.034128916990712924,0.7397828715558757
