,MSE,MAE,RMSE,MAPE,R2
0,0.00035794440453176666,0.0147602967207961,0.0189192852332606,0.06406360597357601,0.864323676241618
1,8.827932470907725e-05,0.0068458689818459,0.009395685845279333,0.0362693526796693,0.7903157574648604
2,0.0007349421237932667,0.021028710601342565,0.027109635966361095,0.05919420302747106,0.8703085253452528
3,0.0006175342603224333,0.0162878058993816,0.024850200159272962,0.04582693793242943,0.7506072737904658
4,0.0002199791323885,0.0103883942221441,0.014831623819954934,0.029044144460425234,-0.15122055806116233
5,0.00025265453780210005,0.012888745395474932,0.0158951017375055,0.03526517829239716,0.7927863282789427
6,0.00021578356280163333,0.0115527378450798,0.014676522218722898,0.04239673962295176,0.5912654972402208
7,8.044618952686269e-05,0.006603141779604734,0.0089632419056961,0.030849587951186697,0.919151625131314
8,0.0003258439503176333,0.013758235461938903,0.018050983833119035,0.05752064753342127,0.6170939774832839
9,8.690556837546828e-05,0.0071174091539716,0.009322243187721166,0.0291502378233111,0.6970320195637688
10,9.17320320616866e-05,0.0072092009160253335,0.0095768157604058,0.0324647373696303,0.8451227068795087
11,0.00013599977584933336,0.008589597271803067,0.011661669088716834,0.06948385299630529,0.873468947774157
Mean,0.00026733707187331343,0.011419178687450718,0.015271084063001357,0.04429410213856455,0.7050213147610193
