TIMESTAMP,AME_OPEN_PRICE_USD,AME_HIGH_PRICE_USD,AME_LOW_PRICE_USD,AME_CLOSE_PRICE_USD,AME_VOLUME_USD,AME_DIVIDENDS_USD,AME_STOCK_SPLITS_USD
2021-01-02 00:00:00+00:00,0.034377001225948334,0.034699998795986176,0.033153001219034195,0.034085001796483994,5723160,0.0,0.0
2021-01-03 00:00:00+00:00,0.03409000113606453,0.035062000155448914,0.03381900116801262,0.035027001053094864,5891955,0.0,0.0
2021-01-04 00:00:00+00:00,0.03502799943089485,0.0350629985332489,0.031150000169873238,0.03445500135421753,2584720,0.0,0.0
2021-01-05 00:00:00+00:00,0.03445399925112724,0.034487999975681305,0.02046399936079979,0.029996000230312347,995650,0.0,0.0
2021-01-06 00:00:00+00:00,0.029996000230312347,0.03098299913108349,0.024550000205636024,0.030564000830054283,808069,0.0,0.0
2021-01-07 00:00:00+00:00,0.030566999688744545,0.03133400157094002,0.020005999132990837,0.02301900088787079,464005,0.0,0.0
2021-01-08 00:00:00+00:00,0.02301900088787079,0.025606999173760414,0.02029000036418438,0.02029000036418438,207505,0.0,0.0
2021-01-09 00:00:00+00:00,0.020291000604629517,0.020664000883698463,0.020003000274300575,0.02059900015592575,121223,0.0,0.0
2021-01-10 00:00:00+00:00,0.020601000636816025,0.020672999322414398,0.018998000770807266,0.020194999873638153,115152,0.0,0.0
2021-01-11 00:00:00+00:00,0.020194999873638153,0.02035900019109249,0.018239999189972878,0.019121000543236732,110721,0.0,0.0
2021-01-12 00:00:00+00:00,0.019121000543236732,0.01961899921298027,0.01658100076019764,0.016648000106215477,94223,0.0,0.0
2021-01-13 00:00:00+00:00,0.01664699986577034,0.016944000497460365,0.015223000198602676,0.015891000628471375,94056,0.0,0.0
2021-01-14 00:00:00+00:00,0.015890000388026237,0.017000000923871994,0.009750000201165676,0.013526000082492828,235665,0.0,0.0
2021-01-15 00:00:00+00:00,0.013526000082492828,0.014088000170886517,0.012094000354409218,0.012427999638020992,246570,0.0,0.0
2021-01-16 00:00:00+00:00,0.012490999884903431,0.01350099965929985,0.012052999809384346,0.012823999859392643,281000,0.0,0.0
2021-01-17 00:00:00+00:00,0.012744000181555748,0.012954000383615494,0.011757999658584595,0.012149999849498272,237467,0.0,0.0
2021-01-18 00:00:00+00:00,0.012149999849498272,0.012621000409126282,0.011278999969363213,0.012484000064432621,242527,0.0,0.0
2021-01-19 00:00:00+00:00,0.012477000243961811,0.012842999771237373,0.01156499981880188,0.012443999759852886,263219,0.0,0.0
2021-01-20 00:00:00+00:00,0.012443999759852886,0.013280999846756458,0.011927000246942043,0.01254700031131506,229033,0.0,0.0
2021-01-21 00:00:00+00:00,0.012595999985933304,0.015583000145852566,0.012473000213503838,0.012829000130295753,261028,0.0,0.0
2021-01-22 00:00:00+00:00,0.012849999591708183,0.015062999911606312,0.012655000202357769,0.013691999949514866,334894,0.0,0.0
2021-01-23 00:00:00+00:00,0.013682999648153782,0.01486700028181076,0.012901999987661839,0.01387799996882677,273873,0.0,0.0
2021-01-24 00:00:00+00:00,0.01387100014835596,0.017493000254034996,0.013341999612748623,0.01564599946141243,477303,0.0,0.0
2021-01-25 00:00:00+00:00,0.01568399928510189,0.016668999567627907,0.011474999599158764,0.01233300007879734,734342,0.0,0.0
2021-01-26 00:00:00+00:00,0.012350000441074371,0.013159000314772129,0.009885000064969063,0.010676000267267227,1436346,0.0,0.0
2021-01-27 00:00:00+00:00,0.010673999786376953,0.01181699987500906,0.010308999568223953,0.010812000371515751,1822489,0.0,0.0
2021-01-28 00:00:00+00:00,0.010809999890625477,0.011769999749958515,0.01007699966430664,0.01032199990004301,1579103,0.0,0.0
2021-01-29 00:00:00+00:00,0.010331000201404095,0.010331000201404095,0.008375000208616257,0.009026999585330486,1049520,0.0,0.0
2021-01-30 00:00:00+00:00,0.009026999585330486,0.01013300009071827,0.008919999934732914,0.010125000029802322,993489,0.0,0.0
2021-01-31 00:00:00+00:00,0.010125000029802322,0.014832999557256699,0.009362000040709972,0.013412999920547009,802100,0.0,0.0
2021-02-01 00:00:00+00:00,0.013411999680101871,0.01425199955701828,0.0066269999369978905,0.00735800014808774,329535,0.0,0.0
