TIMESTAMP,PINK30450_OPEN_PRICE_USD,PINK30450_HIGH_PRICE_USD,PINK30450_LOW_PRICE_USD,PINK30450_CLOSE_PRICE_USD,PINK30450_VOLUME_USD,PINK30450_DIVIDENDS_USD,PINK30450_STOCK_SPLITS_USD
2024-04-08 00:00:00+00:00,0.004031000193208456,0.00506300013512373,0.004031000193208456,0.004999999888241291,435509,0.0,0.0
2024-04-09 00:00:00+00:00,0.005026000086218119,0.005071999970823526,0.0046430001966655254,0.004681000020354986,167639,0.0,0.0
2024-04-10 00:00:00+00:00,0.004672999959439039,0.004672999959439039,0.004399999976158142,0.004536000080406666,103205,0.0,0.0
2024-04-11 00:00:00+00:00,0.004536000080406666,0.004656000062823296,0.004329000134021044,0.004341000225394964,103146,0.0,0.0
2024-04-12 00:00:00+00:00,0.004341000225394964,0.004437000025063753,0.003346000099554658,0.003375000087544322,173894,0.0,0.0
2024-04-13 00:00:00+00:00,0.0033489998895674944,0.0034549999982118607,0.0025390000082552433,0.0029380000196397305,121471,0.0,0.0
2024-04-14 00:00:00+00:00,0.0029380000196397305,0.003435000078752637,0.0028750000055879354,0.003435000078752637,116179,0.0,0.0
2024-04-15 00:00:00+00:00,0.003473999910056591,0.0034779999405145645,0.0029150000773370266,0.0029299999587237835,132486,0.0,0.0
2024-04-16 00:00:00+00:00,0.00291300006210804,0.0031220000237226486,0.0027069998905062675,0.0028460000175982714,114600,0.0,0.0
2024-04-17 00:00:00+00:00,0.0028639999218285084,0.0028649999294430017,0.002623999956995249,0.0026289999950677156,83973,0.0,0.0
2024-04-18 00:00:00+00:00,0.0026289999950677156,0.002725000027567148,0.0025869999080896378,0.0026499999221414328,44186,0.0,0.0
2024-04-19 00:00:00+00:00,0.0026499999221414328,0.0026499999221414328,0.0022319999989122152,0.002300000051036477,84539,0.0,0.0
2024-04-20 00:00:00+00:00,0.002300000051036477,0.0026100000832229853,0.002280999906361103,0.002601000014692545,70428,0.0,0.0
2024-04-21 00:00:00+00:00,0.0026279999874532223,0.002722000004723668,0.0023070001043379307,0.0023070001043379307,137474,0.0,0.0
2024-04-22 00:00:00+00:00,0.0023070001043379307,0.002873999997973442,0.00228899996727705,0.0026660000439733267,99228,0.0,0.0
2024-04-23 00:00:00+00:00,0.0026660000439733267,0.0026660000439733267,0.002498999936506152,0.002524999901652336,41255,0.0,0.0
2024-04-24 00:00:00+00:00,0.002549000084400177,0.002624999964609742,0.00227600010111928,0.0022960000205785036,81539,0.0,0.0
2024-04-25 00:00:00+00:00,0.0022960000205785036,0.002472999971359968,0.0017310000257566571,0.0018210000125691295,232741,0.0,0.0
2024-04-26 00:00:00+00:00,0.0018210000125691295,0.001955999992787838,0.0017509999452158809,0.0018609999679028988,88997,0.0,0.0
2024-04-27 00:00:00+00:00,0.0018609999679028988,0.002053000032901764,0.0017269999952986836,0.001908999984152615,107159,0.0,0.0
2024-04-28 00:00:00+00:00,0.001908999984152615,0.0019680000841617584,0.0015689999563619494,0.0015719999792054296,56092,0.0,0.0
2024-04-29 00:00:00+00:00,0.0015719999792054296,0.001617999980226159,0.0013749999925494194,0.0014400000218302011,54372,0.0,0.0
2024-04-30 00:00:00+00:00,0.0014400000218302011,0.0015140000032261014,0.00133200001437217,0.001386999967508018,34118,0.0,0.0
2024-05-01 00:00:00+00:00,0.001386999967508018,0.0015109999803826213,0.001353000057861209,0.0015109999803826213,22413,0.0,0.0
2024-05-02 00:00:00+00:00,0.0015109999803826213,0.0017659999430179596,0.0014830000000074506,0.001765000051818788,41844,0.0,0.0
2024-05-03 00:00:00+00:00,0.0017239999724552035,0.0017859999788925052,0.0016339999856427312,0.0017630000365898013,35119,0.0,0.0
2024-05-04 00:00:00+00:00,0.0017630000365898013,0.0017839999636635184,0.0017320000333711505,0.0017320000333711505,19092,0.0,0.0
2024-05-05 00:00:00+00:00,0.0017320000333711505,0.0017320000333711505,0.0015790000325068831,0.0015800000401213765,32899,0.0,0.0
2024-05-06 00:00:00+00:00,0.0015800000401213765,0.0015820000553503633,0.001382000045850873,0.0014309999532997608,42136,0.0,0.0
2024-05-07 00:00:00+00:00,0.0014309999532997608,0.0014459999511018395,0.0012959999730810523,0.0013589999871328473,41035,0.0,0.0
2024-05-08 00:00:00+00:00,0.0013589999871328473,0.0014070000033825636,0.001307999948039651,0.0013409999664872885,35339,0.0,0.0
2024-05-09 00:00:00+00:00,0.0013409999664872885,0.0013409999664872885,0.0012009999481961131,0.0012379999971017241,37419,0.0,0.0
2024-05-10 00:00:00+00:00,0.0012379999971017241,0.0012600000482052565,0.0011020000092685223,0.001129999989643693,35182,0.0,0.0
2024-05-11 00:00:00+00:00,0.001129999989643693,0.0011419999646022916,0.001069999998435378,0.0010730000212788582,20697,0.0,0.0
2024-05-12 00:00:00+00:00,0.0010730000212788582,0.0010770000517368317,0.0007249999907799065,0.000910000002477318,66957,0.0,0.0
2024-05-13 00:00:00+00:00,0.0009059999720193446,0.0009609999833628535,0.0008730000117793679,0.0009200000204145908,18086,0.0,0.0
2024-05-14 00:00:00+00:00,0.0009200000204145908,0.0009330000029876828,0.0008500000112690032,0.0008500000112690032,24496,0.0,0.0
2024-05-15 00:00:00+00:00,0.0008500000112690032,0.0009219999774359167,0.0008459999808110297,0.0009219999774359167,14807,0.0,0.0
2024-05-16 00:00:00+00:00,0.0009219999774359167,0.0009519999730400741,0.0008789999992586672,0.0009319999953731894,22769,0.0,0.0
2024-05-17 00:00:00+00:00,0.0009319999953731894,0.0009790000040084124,0.0009210000280290842,0.0009210000280290842,16115,0.0,0.0
2024-05-18 00:00:00+00:00,0.0009210000280290842,0.0009330000029876828,0.0009050000226125121,0.0009120000177063048,6467,0.0,0.0
2024-05-19 00:00:00+00:00,0.0009120000177063048,0.0009159999899566174,0.0008800000068731606,0.0008829999715089798,6700,0.0,0.0
2024-05-20 00:00:00+00:00,0.0008839999791234732,0.0009529999806545675,0.0008430000161752105,0.0009519999730400741,23447,0.0,0.0
2024-05-21 00:00:00+00:00,0.0009519999730400741,0.0009749999735504389,0.0008399999933317304,0.000859999970998615,52033,0.0,0.0
2024-05-22 00:00:00+00:00,0.000859999970998615,0.000859999970998615,0.0007750000222586095,0.0007789999945089221,12366,0.0,0.0
2024-05-23 00:00:00+00:00,0.0007789999945089221,0.0007989999721758068,0.000750000006519258,0.000754999986384064,13869,0.0,0.0
2024-05-24 00:00:00+00:00,0.000754999986384064,0.0007769999792799354,0.0007379999733529985,0.0007670000195503235,11105,0.0,0.0
2024-05-25 00:00:00+00:00,0.0007670000195503235,0.0007800000021234155,0.0007650000043213367,0.0007730000070296228,6371,0.0,0.0
2024-05-26 00:00:00+00:00,0.0007750000222586095,0.0008110000053420663,0.0007750000222586095,0.0008110000053420663,5425,0.0,0.0
2024-05-27 00:00:00+00:00,0.0008120000129565597,0.0008120000129565597,0.0007900000200606883,0.0008030000026337802,6619,0.0,0.0
2024-05-28 00:00:00+00:00,0.0008030000026337802,0.000805000017862767,0.0007689999765716493,0.0007730000070296228,4842,0.0,0.0
2024-05-29 00:00:00+00:00,0.0007730000070296228,0.0007800000021234155,0.0007319999858736992,0.0007319999858736992,10412,0.0,0.0
2024-05-30 00:00:00+00:00,0.0007329999934881926,0.0007699999841861427,0.0007159999804571271,0.0007350000087171793,8953,0.0,0.0
2024-05-31 00:00:00+00:00,0.0007340000011026859,0.0007409999961964786,0.0007309999782592058,0.0007399999885819852,2439,0.0,0.0
2024-06-01 00:00:00+00:00,0.0007399999885819852,0.0007980000227689743,0.0007360000163316727,0.0007639999967068434,4880,0.0,0.0
2024-06-02 00:00:00+00:00,0.0007639999967068434,0.0007650000043213367,0.0007440000190399587,0.0007469999836757779,2097,0.0,0.0
2024-06-03 00:00:00+00:00,0.0007469999836757779,0.0007869999972172081,0.0007469999836757779,0.0007520000217482448,5879,0.0,0.0
2024-06-04 00:00:00+00:00,0.0007520000217482448,0.0007699999841861427,0.0007389999809674919,0.0007660000119358301,9015,0.0,0.0
2024-06-05 00:00:00+00:00,0.0007660000119358301,0.000826000003144145,0.0007660000119358301,0.0008210000232793391,15526,0.0,0.0
