TIMESTAMP,AMF_OPEN_PRICE_USD,AMF_HIGH_PRICE_USD,AMF_LOW_PRICE_USD,AMF_CLOSE_PRICE_USD,AMF_VOLUME_USD,AMF_DIVIDENDS_USD,AMF_STOCK_SPLITS_USD
2022-02-01 00:00:00+00:00,0.006622999906539917,0.0070039997808635235,0.004796000197529793,0.005255000200122595,103152,0.0,0.0
2022-02-02 00:00:00+00:00,0.005255000200122595,0.0057310000993311405,0.005255000200122595,0.00559299997985363,103809,0.0,0.0
2022-02-03 00:00:00+00:00,0.00559299997985363,0.005636999849230051,0.004941999912261963,0.005452000070363283,14141,0.0,0.0
2022-02-04 00:00:00+00:00,0.005452000070363283,0.006002000067383051,0.005452000070363283,0.0059460001066327095,13065,0.0,0.0
2022-02-05 00:00:00+00:00,0.0059460001066327095,0.00621799984946847,0.005795000120997429,0.005863000173121691,7504,0.0,0.0
2022-02-06 00:00:00+00:00,0.005863000173121691,0.005956000182777643,0.00571299996227026,0.005905000027269125,5354,0.0,0.0
2022-02-07 00:00:00+00:00,0.005905000027269125,0.006198999937623739,0.00583200016990304,0.006066000089049339,4033,0.0,0.0
2022-02-08 00:00:00+00:00,0.006066000089049339,0.006227000150829554,0.005743000190705061,0.0057669999077916145,4145,0.0,0.0
2022-02-09 00:00:00+00:00,0.0057669999077916145,0.005987999960780144,0.005745000205934048,0.005892000161111355,1171,0.0,0.0
2022-02-10 00:00:00+00:00,0.005892000161111355,0.0060720001347362995,0.005690999794751406,0.005756999831646681,804,0.0,0.0
2022-02-11 00:00:00+00:00,0.005756999831646681,0.00583800021559,0.005497999954968691,0.005584999918937683,622,0.0,0.0
2022-02-12 00:00:00+00:00,0.005584999918937683,0.0056500001810491085,0.005514000076800585,0.005578000098466873,0,0.0,0.0
2022-02-13 00:00:00+00:00,0.005578000098466873,0.005710000172257423,0.005535000003874302,0.0055680000223219395,174,0.0,0.0
2022-02-14 00:00:00+00:00,0.0055680000223219395,0.005714000202715397,0.0054720002226531506,0.0056570000015199184,333,0.0,0.0
2022-02-15 00:00:00+00:00,0.0056570000015199184,0.006180000025779009,0.0056570000015199184,0.006101000122725964,1603,0.0,0.0
2022-02-16 00:00:00+00:00,0.006101000122725964,0.006118999794125557,0.005932999774813652,0.006008000113070011,1246,0.0,0.0
2022-02-17 00:00:00+00:00,0.006008000113070011,0.006120000034570694,0.005716999992728233,0.005781000014394522,813,0.0,0.0
2022-02-18 00:00:00+00:00,0.005781000014394522,0.0060789999552071095,0.005646000150591135,0.005776999983936548,5729,0.0,0.0
2022-02-19 00:00:00+00:00,0.005776999983936548,0.005886000115424395,0.005671999882906675,0.005814999807626009,5339,0.0,0.0
2022-02-20 00:00:00+00:00,0.005814999807626009,0.005814999807626009,0.0054419999942183495,0.005503000225871801,264,0.0,0.0
2022-02-21 00:00:00+00:00,0.005503000225871801,0.005690999794751406,0.005154999904334545,0.005164000205695629,156,0.0,0.0
2022-02-22 00:00:00+00:00,0.005164000205695629,0.0055740000680089,0.005150000099092722,0.0055740000680089,980,0.0,0.0
2022-02-23 00:00:00+00:00,0.0055740000680089,0.0057390001602470875,0.005497000180184841,0.005512000061571598,1716,0.0,0.0
2022-02-24 00:00:00+00:00,0.005512000061571598,0.005528000183403492,0.004863000009208918,0.005419000051915646,888,0.0,0.0
2022-02-25 00:00:00+00:00,0.005419000051915646,0.005667000077664852,0.0053519997745752335,0.005526000168174505,2069,0.0,0.0
