TIMESTAMP,OBICOIN_OPEN_PRICE_USD,OBICOIN_HIGH_PRICE_USD,OBICOIN_LOW_PRICE_USD,OBICOIN_CLOSE_PRICE_USD,OBICOIN_VOLUME_USD,OBICOIN_DIVIDENDS_USD,OBICOIN_STOCK_SPLITS_USD
2024-04-19 00:00:00+00:00,0.05432400107383728,0.05839800089597702,0.054016999900341034,0.056403998285532,112840,0.0,0.0
2024-04-20 00:00:00+00:00,0.056403998285532,0.08361499756574631,0.05442199856042862,0.07063300162553787,117594,0.0,0.0
2024-04-21 00:00:00+00:00,0.07068400084972382,0.07838799804449081,0.06769400089979172,0.07642599940299988,106489,0.0,0.0
2024-04-22 00:00:00+00:00,0.07676900178194046,0.09403900057077408,0.0767349973320961,0.09187900274991989,121475,0.0,0.0
2024-04-23 00:00:00+00:00,0.09187900274991989,0.11183100193738937,0.09172400087118149,0.09568700194358826,111441,0.0,0.0
2024-04-24 00:00:00+00:00,0.09635599702596664,0.0980290025472641,0.08516000211238861,0.08567400276660919,99109,0.0,0.0
2024-04-25 00:00:00+00:00,0.08614800125360489,0.08668000251054764,0.0803309977054596,0.08199799805879593,98927,0.0,0.0
2024-04-26 00:00:00+00:00,0.08199799805879593,0.08212699741125107,0.08092000335454941,0.08146599680185318,80185,0.0,0.0
2024-04-27 00:00:00+00:00,0.08199600130319595,0.08205900341272354,0.07754199951887131,0.07849600166082382,106488,0.0,0.0
2024-04-28 00:00:00+00:00,0.07849600166082382,0.08003199845552444,0.07788799703121185,0.07813999801874161,91169,0.0,0.0
2024-04-29 00:00:00+00:00,0.07813999801874161,0.07990200072526932,0.0766879990696907,0.0795930027961731,98740,0.0,0.0
2024-04-30 00:00:00+00:00,0.0795930027961731,0.07993999868631363,0.07345300167798996,0.07541400194168091,95646,0.0,0.0
2024-05-01 00:00:00+00:00,0.07541400194168091,0.07541400194168091,0.06989199668169022,0.07082699984312057,95644,0.0,0.0
2024-05-02 00:00:00+00:00,0.07082699984312057,0.07415100187063217,0.07016900181770325,0.07377000153064728,104496,0.0,0.0
2024-05-03 00:00:00+00:00,0.07346600294113159,0.07830499857664108,0.07306499779224396,0.07767199724912643,95243,0.0,0.0
2024-05-04 00:00:00+00:00,0.07752399891614914,0.0797709971666336,0.07714299857616425,0.07920999825000763,100733,0.0,0.0
2024-05-05 00:00:00+00:00,0.07960399985313416,0.0801829993724823,0.07807300239801407,0.07935900241136551,95182,0.0,0.0
2024-05-06 00:00:00+00:00,0.07929199934005737,0.08046899735927582,0.06414099782705307,0.06457100063562393,110636,0.0,0.0
2024-05-07 00:00:00+00:00,0.06457100063562393,0.06654699891805649,0.06386300176382065,0.06428100168704987,122030,0.0,0.0
2024-05-08 00:00:00+00:00,0.06365499645471573,0.07320000231266022,0.061404999345541,0.06243100017309189,180535,0.0,0.0
2024-05-09 00:00:00+00:00,0.06243100017309189,0.06456799805164337,0.060504000633955,0.06442800164222717,204520,0.0,0.0
2024-05-10 00:00:00+00:00,0.06442800164222717,0.06491000205278397,0.06170500069856644,0.06207999959588051,213648,0.0,0.0
2024-05-11 00:00:00+00:00,0.06241999939084053,0.06279899924993515,0.060972001403570175,0.06234699860215187,182273,0.0,0.0
2024-05-12 00:00:00+00:00,0.06203800067305565,0.06345000118017197,0.06195399910211563,0.06266000121831894,200504,0.0,0.0
