TIMESTAMP,WARPED_OPEN_PRICE_USD,WARPED_HIGH_PRICE_USD,WARPED_LOW_PRICE_USD,WARPED_CLOSE_PRICE_USD,WARPED_VOLUME_USD,WARPED_DIVIDENDS_USD,WARPED_STOCK_SPLITS_USD
2023-12-06 00:00:00+00:00,0.00120900000911206,0.0013040000339969993,0.0012029999634250998,0.0012760000536218286,262042,0.0,0.0
2023-12-07 00:00:00+00:00,0.0012760000536218286,0.0017480000387877226,0.0012760000536218286,0.001475999946705997,236490,0.0,0.0
2023-12-08 00:00:00+00:00,0.001475999946705997,0.0014799999771639705,0.0012659999774768949,0.0012730000307783484,119679,0.0,0.0
2023-12-09 00:00:00+00:00,0.0012730000307783484,0.0013340000296011567,0.0012450000504031777,0.0013139999937266111,48459,0.0,0.0
2023-12-10 00:00:00+00:00,0.0013139999937266111,0.001339999958872795,0.0013050000416114926,0.001322000054642558,27096,0.0,0.0
2023-12-11 00:00:00+00:00,0.001322000054642558,0.0013229999458417296,0.001062000053934753,0.0010900000343099236,138736,0.0,0.0
2023-12-12 00:00:00+00:00,0.0010900000343099236,0.0011990000493824482,0.0010100000072270632,0.0010479999473318458,113951,0.0,0.0
2023-12-13 00:00:00+00:00,0.0010479999473318458,0.001104000024497509,0.001041000010445714,0.0011030000168830156,52909,0.0,0.0
2023-12-14 00:00:00+00:00,0.0011020000092685223,0.0012329999590292573,0.0010949999559670687,0.001183000043965876,79313,0.0,0.0
2023-12-15 00:00:00+00:00,0.0011840000515803695,0.0014440000522881746,0.0011810000287368894,0.001424000016413629,261490,0.0,0.0
2023-12-16 00:00:00+00:00,0.001424000016413629,0.001563000027090311,0.0014049999881535769,0.001512999995611608,86361,0.0,0.0
2023-12-17 00:00:00+00:00,0.0015140000032261014,0.001838000025600195,0.0015140000032261014,0.0018149999668821692,133540,0.0,0.0
2023-12-18 00:00:00+00:00,0.0018149999668821692,0.0018690000288188457,0.001740999985486269,0.0018680000212043524,76775,0.0,0.0
2023-12-19 00:00:00+00:00,0.001867000013589859,0.0018840000266209245,0.0015559999737888575,0.0015589999966323376,124892,0.0,0.0
