TIMESTAMP,XOXO_OPEN_PRICE_USD,XOXO_HIGH_PRICE_USD,XOXO_LOW_PRICE_USD,XOXO_CLOSE_PRICE_USD,XOXO_VOLUME_USD,XOXO_DIVIDENDS_USD,XOXO_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.008329999633133411,0.009177000261843204,0.00824199989438057,0.00875999964773655,946820,0.0,0.0
2025-04-02 00:00:00+00:00,0.00875999964773655,0.009986000135540962,0.00841899961233139,0.00880999956279993,1014173,0.0,0.0
2025-04-03 00:00:00+00:00,0.008813999593257904,0.009964999742805958,0.008727000094950199,0.008857999928295612,985077,0.0,0.0
2025-04-04 00:00:00+00:00,0.008868999779224396,0.010166999883949757,0.008825999684631824,0.008983000181615353,1002264,0.0,0.0
2025-04-05 00:00:00+00:00,0.008999000303447247,0.01018499955534935,0.008930999785661697,0.009277000091969967,934205,0.0,0.0
2025-04-06 00:00:00+00:00,0.009277000091969967,0.009995999746024609,0.00890200026333332,0.009049000218510628,918550,0.0,0.0
2025-04-07 00:00:00+00:00,0.009049000218510628,0.009232000447809696,0.007857000455260277,0.008774000220000744,989446,0.0,0.0
2025-04-08 00:00:00+00:00,0.008774000220000744,0.009358000010251999,0.008684000000357628,0.009014000184834003,1001288,0.0,0.0
2025-04-09 00:00:00+00:00,0.009014000184834003,0.009495999664068222,0.008929000236093998,0.00901199970394373,1015683,0.0,0.0
2025-04-10 00:00:00+00:00,0.00901199970394373,0.009723000228404999,0.008426999673247337,0.008948000147938728,980062,0.0,0.0
2025-04-11 00:00:00+00:00,0.008948000147938728,0.009008999913930893,0.008128000423312187,0.008151999674737453,983325,0.0,0.0
2025-04-12 00:00:00+00:00,0.008151999674737453,0.008952000178396702,0.007988999597728252,0.00855099968612194,1067506,0.0,0.0
2025-04-13 00:00:00+00:00,0.008547999896109104,0.008917000144720078,0.008155999705195427,0.008391999639570713,951480,0.0,0.0
2025-04-14 00:00:00+00:00,0.008391999639570713,0.008732999674975872,0.007861999794840813,0.008255000226199627,909649,0.0,0.0
2025-04-15 00:00:00+00:00,0.008255000226199627,0.008697000332176685,0.007914000190794468,0.007952000014483929,1133147,0.0,0.0
2025-04-16 00:00:00+00:00,0.007952000014483929,0.008144999854266644,0.007872999645769596,0.008022000081837177,1070953,0.0,0.0
2025-04-17 00:00:00+00:00,0.008022000081837177,0.008143000304698944,0.007400000002235174,0.0074640000239014626,771129,0.0,0.0
2025-04-18 00:00:00+00:00,0.0074640000239014626,0.0076060001738369465,0.0074629997834563255,0.0075170001946389675,897747,0.0,0.0
2025-04-19 00:00:00+00:00,0.0075170001946389675,0.007631000131368637,0.0074629997834563255,0.007464999798685312,1098771,0.0,0.0
2025-04-20 00:00:00+00:00,0.007464999798685312,0.007751000113785267,0.007412999868392944,0.007683999836444855,967276,0.0,0.0
2025-04-21 00:00:00+00:00,0.007683999836444855,0.007868999615311623,0.007356999907642603,0.007728999946266413,1067064,0.0,0.0
2025-04-22 00:00:00+00:00,0.007728999946266413,0.008049000054597855,0.007703000213950872,0.008019999600946903,1019646,0.0,0.0
