TIMESTAMP,LAKE_OPEN_PRICE_USD,LAKE_HIGH_PRICE_USD,LAKE_LOW_PRICE_USD,LAKE_CLOSE_PRICE_USD,LAKE_VOLUME_USD,LAKE_DIVIDENDS_USD,LAKE_STOCK_SPLITS_USD
2023-01-05 00:00:00+00:00,0.0023529999889433384,0.0024429999757558107,0.0018690000288188457,0.0022239999379962683,15325,0.0,0.0
2023-01-06 00:00:00+00:00,0.002222999930381775,0.002804999938234687,0.002179000061005354,0.0021800000686198473,9036,0.0,0.0
2023-01-07 00:00:00+00:00,0.0021810000762343407,0.002308000111952424,0.002104999963194132,0.0023070001043379307,906,0.0,0.0
2023-01-08 00:00:00+00:00,0.002308000111952424,0.0034000000450760126,0.0022990000434219837,0.0024679999332875013,18018,0.0,0.0
2023-01-09 00:00:00+00:00,0.0024580000899732113,0.0031679999083280563,0.002455000067129731,0.003128000069409609,8385,0.0,0.0
2023-01-10 00:00:00+00:00,0.003131000092253089,0.0036249998956918716,0.0029700000304728746,0.0030879999976605177,5531,0.0,0.0
2023-01-11 00:00:00+00:00,0.0030879999976605177,0.0037539999466389418,0.0030869999900460243,0.003751999931409955,5804,0.0,0.0
2023-01-12 00:00:00+00:00,0.00380500010214746,0.005663000047206879,0.003665999975055456,0.004282999783754349,21803,0.0,0.0
2023-01-13 00:00:00+00:00,0.004282999783754349,0.004693000111728907,0.003980000037699938,0.004654000047594309,2781,0.0,0.0
2023-01-14 00:00:00+00:00,0.004654000047594309,0.005204999819397926,0.004652000032365322,0.004778999835252762,2349,0.0,0.0
2023-01-15 00:00:00+00:00,0.004780000075697899,0.004821000155061483,0.003845999948680401,0.0038670001085847616,8757,0.0,0.0
2023-01-16 00:00:00+00:00,0.0038670001085847616,0.004015999846160412,0.003837000112980604,0.003961999900639057,277,0.0,0.0
2023-01-17 00:00:00+00:00,0.003961999900639057,0.004011000040918589,0.0038950000889599323,0.003963000141084194,327,0.0,0.0
2023-01-18 00:00:00+00:00,0.003957999870181084,0.004023999907076359,0.003249000059440732,0.0034860000014305115,3255,0.0,0.0
2023-01-19 00:00:00+00:00,0.0034890000242739916,0.0035329998936504126,0.002956999931484461,0.0031930000986903906,4910,0.0,0.0
2023-01-20 00:00:00+00:00,0.0031930000986903906,0.004263999871909618,0.003172999946400523,0.004263999871909618,3062,0.0,0.0
2023-01-21 00:00:00+00:00,0.004265999887138605,0.0042860000394284725,0.0038060001097619534,0.003806999884545803,1471,0.0,0.0
2023-01-22 00:00:00+00:00,0.00380899989977479,0.0038580000400543213,0.003739000065252185,0.0037819999270141125,189,0.0,0.0
2023-01-23 00:00:00+00:00,0.0037799999117851257,0.0038159999530762434,0.003671000013127923,0.00367600005120039,435,0.0,0.0
2023-01-24 00:00:00+00:00,0.003674000035971403,0.0037070000544190407,0.003200999926775694,0.003217000048607588,965,0.0,0.0
2023-01-25 00:00:00+00:00,0.003217000048607588,0.0034469999372959137,0.0031709999311715364,0.003398000029847026,266,0.0,0.0
2023-01-26 00:00:00+00:00,0.0034000000450760126,0.003432000055909157,0.003215000033378601,0.003344000084325671,2182,0.0,0.0
2023-01-27 00:00:00+00:00,0.003343000076711178,0.003515999997034669,0.0032399999909102917,0.003469000104814768,1445,0.0,0.0
2023-01-28 00:00:00+00:00,0.0034680000972002745,0.0036929999478161335,0.0034000000450760126,0.003530000103637576,1819,0.0,0.0
2023-01-29 00:00:00+00:00,0.003530000103637576,0.003720999928191304,0.0035170000046491623,0.003693999955430627,0,0.0,0.0
2023-01-30 00:00:00+00:00,0.003693999955430627,0.003693999955430627,0.0033629999961704016,0.0034169999416917562,160,0.0,0.0
2023-01-31 00:00:00+00:00,0.003415999934077263,0.0036589999217540026,0.003392999991774559,0.003630999941378832,1343,0.0,0.0
2023-02-01 00:00:00+00:00,0.003628999926149845,0.0036780000664293766,0.003487000009045005,0.003665999975055456,347,0.0,0.0
2023-02-02 00:00:00+00:00,0.003665999975055456,0.004013999830931425,0.003665999975055456,0.003854000009596348,988,0.0,0.0
2023-02-03 00:00:00+00:00,0.003855000017210841,0.003975000232458115,0.0038389998953789473,0.003930000122636557,44,0.0,0.0
2023-02-04 00:00:00+00:00,0.003930999897420406,0.004021999891847372,0.003907000180333853,0.00392200006172061,50,0.0,0.0
2023-02-05 00:00:00+00:00,0.003924999851733446,0.00394000019878149,0.003579000011086464,0.0035810000263154507,1394,0.0,0.0
2023-02-06 00:00:00+00:00,0.003582000033929944,0.0036100000143051147,0.003502999898046255,0.0035230000503361225,175,0.0,0.0
2023-02-07 00:00:00+00:00,0.0035200000274926424,0.0035880000796169043,0.003438000101596117,0.0034630000591278076,774,0.0,0.0
2023-02-08 00:00:00+00:00,0.0034650000743567944,0.003515999997034669,0.0031820000149309635,0.0032730000093579292,2036,0.0,0.0
2023-02-09 00:00:00+00:00,0.0032760000322014093,0.005541000049561262,0.0031999999191612005,0.003963000141084194,14166,0.0,0.0
2023-02-10 00:00:00+00:00,0.003963000141084194,0.003986999858170748,0.0036460000555962324,0.0037720000836998224,1190,0.0,0.0
2023-02-11 00:00:00+00:00,0.0037720000836998224,0.003938000183552504,0.003756999969482422,0.003930000122636557,117,0.0,0.0
